timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
124118, -0.00484307948499918, -0.8919361233711243, 0.00935407355427742, -0.005991308018565178, -0.5727058053016663, 0.006823152303695679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
124128, -0.004903320223093033, -0.8976724743843079, 0.009421532973647118, -0.00605693319812417, -0.574567973613739, 0.0066696647554636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124138, -0.004963774234056473, -0.9034274816513062, 0.00948775839060545, -0.006033948622643948, -0.576439380645752, 0.006576315965503454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124148, -0.005023821722716093, -0.9092010855674744, 0.009553521871566772, -0.005975625012069941, -0.5782830119132996, 0.0065772985108196735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124158, -0.005084027536213398, -0.914993166923523, 0.009618869982659817, -0.006065606139600277, -0.5801307559013367, 0.0064932056702673435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124168, -0.005145869217813015, -0.9208034873008728, 0.009683329612016678, -0.006302814930677414, -0.5819323658943176, 0.006399472709745169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124178, -0.005209442228078842, -0.9266322255134583, 0.009747919626533985, -0.006411897484213114, -0.5838167667388916, 0.006519510876387358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124188, -0.005274010822176933, -0.9324802160263062, 0.009813717566430569, -0.006501944735646248, -0.5857831835746765, 0.006640973035246134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124198, -0.005338906776160002, -0.9383471608161926, 0.009880933910608292, -0.006477371323853731, -0.5876084566116333, 0.006803102791309357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124208, -0.005403835792094469, -0.9442321062088013, 0.00994851440191269, -0.006508508697152138, -0.5893834233283997, 0.006713867653161287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124218, -0.0054683075286448, -0.9501360654830933, 0.010015381500124931, -0.0063859461806714535, -0.5914029479026794, 0.0066604879684746265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124228, -0.005531778559088707, -0.9560601115226746, 0.010082070715725422, -0.006308357696980238, -0.5934116840362549, 0.006678248289972544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124238, -0.005595012567937374, -0.9620032906532288, 0.0101485475897789, -0.006338505540043116, -0.5952298641204834, 0.006618096027523279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124248, -0.005658769980072975, -0.9679638147354126, 0.010213691741228104, -0.006413069553673267, -0.5968706607818604, 0.006411610171198845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32766.0
124258, -0.005730161443352699, -0.9745401740074158, 0.010283329524099827, -0.0065672919154167175, -0.5988256931304932, 0.006250792182981968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124268, -0.005795361939817667, -0.9805377125740051, 0.010346140712499619, -0.006472851615399122, -0.6006796360015869, 0.0063123577274382114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124278, -0.005860261153429747, -0.9865543842315674, 0.010409554466605186, -0.006507066078484058, -0.6026489734649658, 0.006371345836669207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124288, -0.005926694720983505, -0.9925904273986816, 0.010473196394741535, -0.006779784336686134, -0.6045584678649902, 0.006357850972563028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124298, -0.005995551124215126, -0.9986451864242554, 0.010535918176174164, -0.006991577800363302, -0.6063936352729797, 0.006187309976667166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124308, -0.006066065281629562, -1.0047179460525513, 0.010597719810903072, -0.007111363112926483, -0.6081650257110596, 0.006173793692141771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124318, -0.006136145908385515, -1.0108094215393066, 0.01066009420901537, -0.006904862821102142, -0.6101208925247192, 0.006301875691860914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124328, -0.00620580418035388, -1.0169203281402588, 0.010722867213189602, -0.0070268274284899235, -0.612062931060791, 0.006253668572753668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124338, -0.006277026608586311, -1.023050308227539, 0.010785714723169804, -0.007217747624963522, -0.6139327883720398, 0.006316639482975006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124348, -0.006350457668304443, -1.0291987657546997, 0.01084932591766119, -0.007468555588275194, -0.6157587170600891, 0.006406514905393124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.0
124358, -0.0064264521934092045, -1.0353655815124512, 0.010913558304309845, -0.007730409037321806, -0.6176155805587769, 0.006440907251089811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 250.0
124368, -0.006504863500595093, -1.0415517091751099, 0.010977900587022305, -0.007951892912387848, -0.6196074485778809, 0.006428383756428957, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 250.0
124378, -0.006585745606571436, -1.0477573871612549, 0.011042479425668716, -0.008224613033235073, -0.6215375661849976, 0.006488199811428785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 250.0
124388, -0.00666922377422452, -1.0539824962615967, 0.011107678525149822, -0.008471081033349037, -0.6234782338142395, 0.006552495062351227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 250.0
124398, -0.006755251437425613, -1.0602272748947144, 0.011172640137374401, -0.008734533563256264, -0.625487744808197, 0.006440677214413881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 250.0
