timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
69181, 0.0, 0.0, 57.28854751586914, 0.0, 0.0, 0.061798095703125, 0, 0, 0, 0, 0, 0, 0, 0
69191, 0.0, 0.0, 57.285823822021484, 0.0, 0.0, -0.272369384765625, 0.0, 0.0, 0.0, 0.0, -0.014905199408531189, -0.4434537887573242, 0.010616272687911987, 32766.0
69201, 0.0, 0.0, 57.28337097167969, 0.0, 0.0, -0.2452850341796875, 0.0, 0.0, 0.0, 0.0, -0.01495775580406189, -0.4434971809387207, 0.010927394032478333, 32766.0
69211, 0.0, 0.0, 57.280616760253906, 0.0, 0.0, -0.275421142578125, 0.0, 0.0, 0.0, 0.0, -0.01474994421005249, -0.4437217712402344, 0.01151837408542633, 32766.0
69221, 0.0, 0.0, 57.27813720703125, 0.0, 0.0, -0.247955322265625, 0.0, 0.0, 0.0, 0.0, -0.01462852954864502, -0.4437112808227539, 0.010914444923400879, 32766.0
69231, 0.0, 0.0, 57.27481460571289, 0.0, 0.0, -0.3322601318359375, 0.0, 0.0, 0.0, 0.0, -0.01483471691608429, -0.4434165954589844, 0.010940790176391602, 32766.0
69241, 0.0, 0.0, 57.27182388305664, 0.0, 0.0, -0.299072265625, 0.0, 0.0, 0.0, 0.0, -0.014867112040519714, -0.4433903694152832, 0.010617390275001526, 32766.0
69251, 0.0, 0.0, 57.27131652832031, 0.0, 0.0, -0.0507354736328125, 0.0, 0.0, 0.0, 0.0, -0.01480768620967865, -0.4433722496032715, 0.010788336396217346, 32766.0
69261, 0.0, 0.0, 57.2708625793457, 0.0, 0.0, -0.0453948974609375, 0.0, 0.0, 0.0, 0.0, -0.014849737286567688, -0.4434852600097656, 0.010759010910987854, 32766.0
69271, 0.0, 0.0, 57.26881408691406, 0.0, 0.0, -0.2048492431640625, 0.0, 0.0, 0.0, 0.0, -0.014837145805358887, -0.4434347152709961, 0.010814353823661804, 32766.0
69281, 0.0, 0.0, 57.2669677734375, 0.0, 0.0, -0.18463134765625, 0.0, 0.0, 0.0, 0.0, -0.014677509665489197, -0.4436793327331543, 0.011704325675964355, 32766.0
69291, 0.0, 0.0, 57.26530838012695, 0.0, 0.0, -0.1659393310546875, 0.0, 0.0, 0.0, 0.0, -0.014930054545402527, -0.44348669052124023, 0.010731920599937439, 32766.0
69301, 0.0, 0.0, 57.26381301879883, 0.0, 0.0, -0.1495361328125, 0.0, 0.0, 0.0, 0.0, -0.014878615736961365, -0.44354772567749023, 0.010645613074302673, 32766.0
69311, 0.0, 0.0, 57.2635612487793, 0.0, 0.0, -0.025177001953125, 0.0, 0.0, 0.0, 0.0, -0.01467941701412201, -0.443631649017334, 0.011746436357498169, 32766.0
69321, 0.0, 0.0, 57.263336181640625, 0.0, 0.0, -0.0225067138671875, 0.0, 0.0, 0.0, 0.0, -0.014736384153366089, -0.4436168670654297, 0.011333808302879333, 32766.0
69331, 0.0, 0.0, 57.26914596557617, 0.0, 0.0, 0.5809783935546875, 0.0, 0.0, 0.0, 0.0, -0.01487073302268982, -0.44346094131469727, 0.010811269283294678, 32766.0
69341, 0.0, 0.0, 57.274375915527344, 0.0, 0.0, 0.5229949951171875, 0.0, 0.0, 0.0, 0.0, -0.01480238139629364, -0.44347095489501953, 0.010959848761558533, 32766.0
69351, 0.0, 0.0, 57.27470779418945, 0.0, 0.0, 0.0331878662109375, 0.0, 0.0, 0.0, 0.0, -0.014784961938858032, -0.4434027671813965, 0.010537520051002502, 32766.0
69361, 0.0, 0.0, 57.27500915527344, 0.0, 0.0, 0.0301361083984375, 0.0, 0.0, 0.0, 0.0, -0.014736399054527283, -0.4437246322631836, 0.011503085494041443, 32766.0
69371, 0.0, 0.0, 57.278560638427734, 0.0, 0.0, 0.3551483154296875, 0.0, 0.0, 0.0, 0.0, -0.014803454279899597, -0.4436459541320801, 0.011202126741409302, 32766.0
69381, 0.0, 0.0, 57.28175354003906, 0.0, 0.0, 0.3192901611328125, 0.0, 0.0, 0.0, 0.0, -0.014863640069961548, -0.44360923767089844, 0.011228010058403015, 32766.0
69391, 0.0, 0.0, 57.29337692260742, 0.0, 0.0, 1.1623382568359375, 0.0, 0.0, 0.0, 0.0, -0.014797687530517578, -0.44347238540649414, 0.010666817426681519, 32766.0
69401, 0.0, 0.0, 57.30384063720703, 0.0, 0.0, 1.0463714599609375, 0.0, 0.0, 0.0, 0.0, -0.014817073941230774, -0.4434700012207031, 0.01106397807598114, 32766.0
69411, 0.0, 0.0, 57.313255310058594, 0.0, 0.0, 0.94146728515625, 0.0, 0.0, 0.0, 0.0, -0.014812469482421875, -0.44353532791137695, 0.011055052280426025, 32766.0
69421, 0.0, 0.0, 57.32173156738281, 0.0, 0.0, 0.847625732421875, 0.0, 0.0, 0.0, 0.0, -0.014793232083320618, -0.4434494972229004, 0.010860562324523926, 32766.0
69431, 0.0, 0.0, 57.33373260498047, 0.0, 0.0, 1.200103759765625, 0.0, 0.0, 0.0, 0.0, -0.01475389301776886, -0.44373607635498047, 0.011550143361091614, 32766.0
69441, 0.0, 0.0, 57.34453201293945, 0.0, 0.0, 1.0799407958984375, 0.0, 0.0, 0.0, 0.0, -0.014738455414772034, -0.4434700012207031, 0.01078084111213684, 32766.0
69451, 0.0, 0.0, 57.34823989868164, 0.0, 0.0, 0.37078857421875, 0.0, 0.0, 0.0, 0.0, -0.014816522598266602, -0.44347286224365234, 0.010762959718704224, 32766.0
69461, 0.0, 0.0, 57.3515739440918, 0.0, 0.0, 0.333404541015625, 0.0, 0.0, 0.0, 0.0, -0.014948099851608276, -0.44334840774536133, 0.010645344853401184, 240.0
69471, 0.0, 0.0, 57.35512161254883, 0.0, 0.0, 0.354766845703125, 0.0, 0.0, 0.0, 0.0, -0.014655083417892456, -0.44368505477905273, 0.011339738965034485, 240.0
69481, 0.0, 0.0, 57.358314514160156, 0.0, 0.0, 0.3192901611328125, 0.0, 0.0, 0.0, 0.0, -0.014780282974243164, -0.44340991973876953, 0.01085597276687622, 240.0
69491, 0.0, 0.0, 57.362281799316406, 0.0, 0.0, 0.396728515625, 0.0, 0.0, 0.0, 0.0, -0.014886856079101562, -0.443634033203125, 0.011257469654083252, 240.0
69501, 0.0, 0.0, 57.36585235595703, 0.0, 0.0, 0.3570556640625, 0.0, 0.0, 0.0, 0.0, -0.014849632978439331, -0.44350433349609375, 0.010565578937530518, 240.0
69511, 0.0, 0.0, 57.35867691040039, 0.0, 0.0, -0.7175445556640625, 0.0, 0.0, 0.0, 0.0, -0.014761164784431458, -0.44372034072875977, 0.011336848139762878, 240.0
69521, 0.0, 0.0, 57.35221862792969, 0.0, 0.0, -0.6458282470703125, 0.0, 0.0, 0.0, 0.0, -0.014723151922225952, -0.44360971450805664, 0.01147410273551941, 240.0
69531, 0.0, 0.0, 57.34203338623047, 0.0, 0.0, -1.018524169921875, 0.0, 0.0, 0.0, 0.0, -0.014917224645614624, -0.4434385299682617, 0.010775834321975708, 240.0
69541, 0.0, 0.0, 57.33286666870117, 0.0, 0.0, -0.9166717529296875, 0.0, 0.0, 0.0, 0.0, -0.01472492516040802, -0.44353485107421875, 0.010732129216194153, 240.0
69551, 0.0, 0.0, 57.33008575439453, 0.0, 0.0, -0.2780914306640625, 0.0, 0.0, 0.0, 0.0, -0.014883354306221008, -0.44352197647094727, 0.010767191648483276, 240.0
69561, 0.0, 0.0, 57.327579498291016, 0.0, 0.0, -0.2506256103515625, 0.0, 0.0, 0.0, 0.0, -0.014596536755561829, -0.44371986389160156, 0.011607497930526733, 238.0
69571, 0.0, 0.0, 57.3275146484375, 0.0, 0.0, -0.0064849853515625, 0.0, 0.0, 0.0, 0.0, -0.014808490872383118, -0.4435768127441406, 0.011481136083602905, 238.0
69581, 0.0, 0.0, 57.32745361328125, 0.0, 0.0, -0.006103515625, 0.0, 0.0, 0.0, 0.0, -0.014807000756263733, -0.443540096282959, 0.011089831590652466, 238.0
69591, 0.0, 0.0, 57.322479248046875, 0.0, 0.0, -0.4974365234375, 0.0, 0.0, 0.0, 0.0, -0.014898866415023804, -0.44342041015625, 0.010844916105270386, 238.0
69601, 0.0, 0.0, 57.31800079345703, 0.0, 0.0, -0.447845458984375, 0.0, 0.0, 0.0, 0.0, -0.014723822474479675, -0.44342613220214844, 0.010359451174736023, 238.0
69611, 0.0, 0.0, 57.31670379638672, 0.0, 0.0, -0.12969970703125, 0.0, 0.0, 0.0, 0.0, -0.014918670058250427, -0.4434037208557129, 0.010968610644340515, 238.0
69621, 0.0, 0.0, 57.31553649902344, 0.0, 0.0, -0.116729736328125, 0.0, 0.0, 0.0, 0.0, -0.014872729778289795, -0.44335365295410156, 0.010755449533462524, 238.0
69631, 0.0, 0.0, 57.32159423828125, 0.0, 0.0, 0.60577392578125, 0.0, 0.0, 0.0, 0.0, -0.014782026410102844, -0.4434380531311035, 0.010607093572616577, 238.0
69641, 0.0, 0.0, 57.32704544067383, 0.0, 0.0, 0.5451202392578125, 0.0, 0.0, 0.0, 0.0, -0.01474219560623169, -0.44368696212768555, 0.011355265974998474, 238.0
69651, 0.0, 0.0, 57.33140563964844, 0.0, 0.0, 0.4360198974609375, 0.0, 0.0, 0.0, 0.0, -0.014979943633079529, -0.4433450698852539, 0.010449811816215515, 238.0
69661, 0.0, 0.0, 57.335330963134766, 0.0, 0.0, 0.3925323486328125, 0.0, 0.0, 0.0, 0.0, -0.01476973295211792, -0.44353389739990234, 0.010702341794967651, 32766.0
69671, 0.0, 0.0, 57.33612823486328, 0.0, 0.0, 0.0797271728515625, 0.0, 0.0, 0.0, 0.0, -0.014904946088790894, -0.4435744285583496, 0.010894745588302612, 32766.0
69681, 0.0, 0.0, 57.33684539794922, 0.0, 0.0, 0.07171630859375, 0.0, 0.0, 0.0, 0.0, -0.014782458543777466, -0.443389892578125, 0.010851696133613586, 32766.0
69691, 0.0, 0.0, 57.33803939819336, 0.0, 0.0, 0.1194000244140625, 0.0, 0.0, 0.0, 0.0, -0.01483173668384552, -0.4433717727661133, 0.010684877634048462, 32766.0
69701, 0.0, 0.0, 57.339115142822266, 0.0, 0.0, 0.107574462890625, 0.0, 0.0, 0.0, 0.0, -0.014855340123176575, -0.443540096282959, 0.010840296745300293, 32766.0
69711, 0.0, 0.0, 57.334068298339844, 0.0, 0.0, -0.5046844482421875, 0.0, 0.0, 0.0, 0.0, -0.014844447374343872, -0.44353342056274414, 0.01123473048210144, 32766.0
69721, 0.0, 0.0, 57.329524993896484, 0.0, 0.0, -0.4543304443359375, 0.0, 0.0, 0.0, 0.0, -0.01472713053226471, -0.44356822967529297, 0.010941088199615479, 32766.0
69731, 0.0, 0.0, 57.32489013671875, 0.0, 0.0, -0.4634857177734375, 0.0, 0.0, 0.0, 0.0, -0.014881059527397156, -0.44344520568847656, 0.010540217161178589, 32766.0
69741, 0.0, 0.0, 57.320716857910156, 0.0, 0.0, -0.417327880859375, 0.0, 0.0, 0.0, 0.0, -0.014877691864967346, -0.4434328079223633, 0.01060977578163147, 32766.0
