timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
456788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
456798, -0.027404099702835083, -0.49620378017425537, 0.013033080846071243, 0.0018885476747527719, -0.0001310403022216633, -1.7919343008543365e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027324795722961426, -0.4961557388305664, 0.01315261423587799, 32766.0
456808, -0.02735566534101963, -0.4961981177330017, 0.013057218864560127, 0.003988206852227449, -0.0002940162376035005, -5.267970118438825e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027540594339370728, -0.49624061584472656, 0.012841075658798218, 32766.0
456819, -0.027305494993925095, -0.4962095320224762, 0.013068752363324165, 0.006206687539815903, -0.0005408573197200894, -0.0001341838506050408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027309715747833252, -0.49622535705566406, 0.013028904795646667, 32766.0
456828, -0.0272504985332489, -0.49620434641838074, 0.013112366199493408, 0.008430448360741138, -0.000890548515599221, -0.00013584144471678883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027349263429641724, -0.4962120056152344, 0.01338447630405426, 32766.0
456838, -0.027217136695981026, -0.49619948863983154, 0.013068963773548603, 0.010337058454751968, -0.0016475670272484422, -0.00016451248666271567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027484536170959473, -0.49607276916503906, 0.012947127223014832, 32766.0
456848, -0.027142005041241646, -0.49621859192848206, 0.013087717816233635, 0.01230571884661913, -0.002036932623013854, -0.00017923273844644427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02727481722831726, -0.4962778091430664, 0.013233184814453125, 32766.0
456858, -0.02701612561941147, -0.49624526500701904, 0.013092363253235817, 0.014581131748855114, -0.002606571651995182, 1.1290696420473978e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027492821216583252, -0.4961576461791992, 0.013145923614501953, 32766.0
456868, -0.02690793387591839, -0.49627164006233215, 0.013111324980854988, 0.01662665605545044, -0.003152387449517846, 0.0001954476465471089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02733057737350464, -0.4961833953857422, 0.013227149844169617, 32766.0
456878, -0.026802418753504753, -0.49629220366477966, 0.013121601194143295, 0.01862468384206295, -0.003573731519281864, 0.00024895198293961585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027263671159744263, -0.4962272644042969, 0.013126477599143982, 32766.0
456888, -0.02665039896965027, -0.4963277280330658, 0.013120857998728752, 0.020973384380340576, -0.004114183131605387, 0.00015221025387290865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02740955352783203, -0.49620532989501953, 0.0131320059299469, 32766.0
456899, -0.02647286094725132, -0.49635952711105347, 0.013128496706485748, 0.023119760677218437, -0.004397114738821983, 0.0003330594627186656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027359455823898315, -0.4962177276611328, 0.013058200478553772, 32766.0
456909, -0.026327043771743774, -0.4963929355144501, 0.013125728815793991, 0.025039123371243477, -0.004812269471585751, 0.00032508859294466674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027498722076416016, -0.49625301361083984, 0.01296958327293396, 32766.0
456919, -0.026171494275331497, -0.4964279532432556, 0.013129116967320442, 0.026941293850541115, -0.005291632376611233, 0.000303908484056592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027350813150405884, -0.4961433410644531, 0.013185277581214905, 32766.0
456928, -0.02600906975567341, -0.4964650273323059, 0.013130012899637222, 0.028801318258047104, -0.0057319654151797295, 0.00020087679149582982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027419239282608032, -0.4962129592895508, 0.013227894902229309, 32766.0
456938, -0.02585010789334774, -0.49650099873542786, 0.013128279708325863, 0.0306719820946455, -0.006016853731125593, 0.00013803920592181385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027430057525634766, -0.4962644577026367, 0.013151407241821289, 32766.0
456948, -0.02568497508764267, -0.4965478181838989, 0.013133418746292591, 0.03222699463367462, -0.006640060339123011, 0.00024179175670724362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027413934469223022, -0.4961719512939453, 0.013112932443618774, 32766.0
456959, -0.025428984314203262, -0.496600478887558, 0.013147568330168724, 0.033850058913230896, -0.007041438948363066, 0.0002097026736009866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02735823392868042, -0.4961891174316406, 0.013211354613304138, 32766.0
456968, -0.025261709466576576, -0.4966336488723755, 0.013139089569449425, 0.035094112157821655, -0.007245548535138369, -4.260741661710199e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.027444660663604736, -0.4961719512939453, 0.013147026300430298, 32766.0
456978, -0.025089208036661148, -0.49667999148368835, 0.01313480082899332, 0.036343764513731, -0.007647141348570585, -1.71223800862208e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0273495614528656, -0.4961986541748047, 0.01298561692237854, 32766.0
