timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
557135, -0.017563430592417717, -0.5026596188545227, 0.0130560752004385, -0.44672346115112305, -0.01932198740541935, -0.11398637294769287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
557145, -0.0205058790743351, -0.5028654336929321, 0.01186993345618248, -0.42918825149536133, -0.02948560193181038, -0.1119861751794815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017714589834213257, -0.5026836395263672, 0.012494951486587524, 207.0
557156, -0.02237587980926037, -0.5031377673149109, 0.01127486303448677, -0.3986082971096039, -0.038560327142477036, -0.1085720807313919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017468690872192383, -0.502777099609375, 0.012852072715759277, 207.0
557165, -0.023652633652091026, -0.5034483075141907, 0.010760734789073467, -0.3528108298778534, -0.04526019096374512, -0.10378566384315491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017675191164016724, -0.5026607513427734, 0.01245640218257904, 209.0
557175, -0.02349427342414856, -0.503573477268219, 0.010495179332792759, -0.2789703905582428, -0.042631328105926514, -0.0962885394692421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017661333084106445, -0.5026578903198242, 0.012524530291557312, 209.0
557185, -0.02436988055706024, -0.5038323998451233, 0.009933662600815296, -0.24159640073776245, -0.04137704148888588, -0.09210550040006638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017649143934249878, -0.502650260925293, 0.012326449155807495, 209.0
557195, -0.023695897310972214, -0.5039010047912598, 0.009724469855427742, -0.18695484101772308, -0.03743406757712364, -0.0855841338634491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017692893743515015, -0.5027103424072266, 0.01233355700969696, 209.0
557205, -0.022940609604120255, -0.5039065480232239, 0.009576662443578243, -0.14302729070186615, -0.032954394817352295, -0.07899105548858643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01759079098701477, -0.5026102066040039, 0.012471944093704224, 209.0
557215, -0.02229618839919567, -0.5039103627204895, 0.009410603903234005, -0.10874993354082108, -0.028702065348625183, -0.07240232825279236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017643839120864868, -0.5027542114257812, 0.012550249695777893, 209.0
557225, -0.021630916744470596, -0.5038849711418152, 0.009379562921822071, -0.08357775956392288, -0.025479532778263092, -0.06579069793224335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01791602373123169, -0.5026426315307617, 0.012531861662864685, 209.0
557235, -0.02102021872997284, -0.503823459148407, 0.009439293295145035, -0.06436321139335632, -0.021950669586658478, -0.05894187092781067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017619192600250244, -0.5026731491088867, 0.012362286448478699, 209.0
557246, -0.020909201353788376, -0.5038462281227112, 0.009237744845449924, -0.05471755564212799, -0.01976783759891987, -0.05510219931602478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017577022314071655, -0.5026721954345703, 0.012337416410446167, 209.0
557256, -0.020347563549876213, -0.5037201642990112, 0.00937392096966505, -0.04176291450858116, -0.01648319885134697, -0.04887421801686287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01763138175010681, -0.5025959014892578, 0.012282013893127441, 203.0
557265, -0.019911572337150574, -0.503652036190033, 0.009517880156636238, -0.03232961148023605, -0.014355438761413097, -0.04329768195748329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017677277326583862, -0.502711296081543, 0.012236550450325012, 203.0
557275, -0.019539473578333855, -0.5035594701766968, 0.009772485122084618, -0.024853471666574478, -0.012138217687606812, -0.0371885821223259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017615973949432373, -0.5026979446411133, 0.012390956282615662, 203.0
557285, -0.01951858028769493, -0.5035865306854248, 0.009670882485806942, -0.022129779681563377, -0.011338748037815094, -0.03493767976760864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017557650804519653, -0.5025835037231445, 0.01253896951675415, 203.0
557295, -0.019237197935581207, -0.5035026669502258, 0.009887057356536388, -0.017352093011140823, -0.009732234291732311, -0.03031979687511921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01769113540649414, -0.5026578903198242, 0.01233142614364624, 203.0
