timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw
43536, 0.0, 0.0, 82.91773223876953, 0.0, 0.0, 0.66375732421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016118556261062622, -0.7366485595703125, -0.0027031004428863525, 0.606431782245636
43546, 0.0, 0.0, 82.9237060546875, 0.0, 0.0, 0.597381591796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015879780054092407, -0.7365636825561523, -0.0027244389057159424, 0.6074628829956055
43556, 0.0, 0.0, 82.94439697265625, 0.0, 0.0, 2.069091796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015821844339370728, -0.7384986877441406, 0.018737271428108215, 0.6080242395401001
43566, 0.0, 0.0, 82.9630126953125, 0.0, 0.0, 1.861572265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015690237283706665, -0.7384748458862305, 0.01877903938293457, 0.6084572672843933
43576, 0.0, 0.0, 82.9819564819336, 0.0, 0.0, 1.894378662109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015650808811187744, -0.7385416030883789, 0.018925055861473083, 0.60877525806427
43586, 0.0, 0.0, 82.99900817871094, 0.0, 0.0, 1.705169677734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015595883131027222, -0.7385540008544922, 0.01863434910774231, 0.608840823173523
43596, 0.0, 0.0, 83.01052856445312, 0.0, 0.0, 1.15203857421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0157640278339386, -0.7384319305419922, 0.018825054168701172, 0.607771098613739
43606, 0.0, 0.0, 83.0208969116211, 0.0, 0.0, 1.036834716796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015654951333999634, -0.7384719848632812, 0.018717870116233826, 0.6077123284339905
43616, 0.0, 0.0, 83.03787994384766, 0.0, 0.0, 1.69830322265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015997886657714844, -0.7365837097167969, -0.002877861261367798, 0.6076527237892151
43626, 0.0, 0.0, 83.05316925048828, 0.0, 0.0, 1.5289306640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01603776216506958, -0.7366142272949219, -0.0026474595069885254, 0.6072747707366943
43636, 0.0, 0.0, 83.06145477294922, 0.0, 0.0, 0.82855224609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01603451371192932, -0.7365636825561523, -0.002511940896511078, 0.6073651313781738
43646, 0.0, 0.0, 83.06891632080078, 0.0, 0.0, 0.74615478515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01610356569290161, -0.7365665435791016, -0.0028197690844535828, 0.607759416103363
43656, 0.0, 0.0, 83.07125854492188, 0.0, 0.0, 0.234222412109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015986710786819458, -0.7365036010742188, -0.0028176531195640564, 0.6068128943443298
43666, 0.0, 0.0, 83.0733642578125, 0.0, 0.0, 0.2105712890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015759587287902832, -0.7385797500610352, 0.019029945135116577, 0.6078105568885803
43676, 0.0, 0.0, 83.06924438476562, 0.0, 0.0, -0.4119873046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015592843294143677, -0.7386560440063477, 0.018392741680145264, 0.6082788109779358
43686, 0.0, 0.0, 83.06553649902344, 0.0, 0.0, -0.37078857421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01569509506225586, -0.7385797500610352, 0.018972665071487427, 0.6081156134605408
43696, 0.0, 0.0, 83.05946350097656, 0.0, 0.0, -0.6072998046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015678495168685913, -0.738525390625, 0.018749311566352844, 0.6086413264274597
43706, 0.0, 0.0, 83.05400085449219, 0.0, 0.0, -0.5462646484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015601009130477905, -0.7385635375976562, 0.018769875168800354, 0.6094045042991638
43716, 0.0, 0.0, 83.04251861572266, 0.0, 0.0, -1.148223876953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016031414270401, -0.7363929748535156, -0.0028486475348472595, 0.6079623699188232
43726, 0.0, 0.0, 83.03218841552734, 0.0, 0.0, -1.03302001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016093701124191284, -0.7365827560424805, -0.0027559101581573486, 0.607930064201355
43736, 0.0, 0.0, 83.02671813964844, 0.0, 0.0, -0.547027587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016076385974884033, -0.736598014831543, -0.0026811212301254272, 0.6081634163856506
43746, 0.0, 0.0, 83.02179718017578, 0.0, 0.0, -0.492095947265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01603373885154724, -0.7365760803222656, -0.0026199370622634888, 0.6076337099075317
43756, 0.0, 0.0, 83.02884674072266, 0.0, 0.0, 0.7049560546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016083091497421265, -0.7364778518676758, -0.0026325732469558716, 0.6081538796424866
43766, 0.0, 0.0, 83.03519439697266, 0.0, 0.0, 0.634765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015732526779174805, -0.7385482788085938, 0.01872965693473816, 0.608585000038147
43776, 0.0, 0.0, 83.03652954101562, 0.0, 0.0, 0.133514404296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015551954507827759, -0.7385292053222656, 0.018650546669960022, 0.6092864274978638
43786, 0.0, 0.0, 83.03773498535156, 0.0, 0.0, 0.12054443359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015666574239730835, -0.7385520935058594, 0.018761977553367615, 0.6089181303977966
43796, 0.0, 0.0, 83.03553771972656, 0.0, 0.0, -0.2197265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015789002180099487, -0.7385215759277344, 0.01849725842475891, 0.6088778376579285
43806, 0.0, 0.0, 83.03356170654297, 0.0, 0.0, -0.197601318359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015723109245300293, -0.7385616302490234, 0.01869109272956848, 0.6082543730735779
43816, 0.0, 0.0, 83.0235824584961, 0.0, 0.0, -0.9979248046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015992432832717896, -0.7366657257080078, -0.002668313682079315, 0.6084432005882263
43826, 0.0, 0.0, 83.01459503173828, 0.0, 0.0, -0.89874267578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01611846685409546, -0.7364749908447266, -0.0025397837162017822, 0.6078096032142639
43836, 0.0, 0.0, 83.0097885131836, 0.0, 0.0, -0.48065185546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016083210706710815, -0.7366304397583008, -0.0028044581413269043, 0.6077013611793518
43846, 0.0, 0.0, 83.00546264648438, 0.0, 0.0, -0.432586669921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016047269105911255, -0.7365732192993164, -0.00275256484746933, 0.6073685884475708
43856, 0.0, 0.0, 83.0163345336914, 0.0, 0.0, 1.087188720703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016009390354156494, -0.7365837097167969, -0.00274861603975296, 0.6077167391777039
43866, 0.0, 0.0, 83.026123046875, 0.0, 0.0, 0.978851318359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015598207712173462, -0.738525390625, 0.01887190341949463, 0.6082636713981628
43876, 0.0, 0.0, 83.02781677246094, 0.0, 0.0, 0.16937255859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015786707401275635, -0.738652229309082, 0.01855650544166565, 0.608572781085968
43886, 0.0, 0.0, 83.02934265136719, 0.0, 0.0, 0.152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015660643577575684, -0.7385663986206055, 0.01873643696308136, 0.6075064539909363
43896, 0.0, 0.0, 83.0301742553711, 0.0, 0.0, 0.083160400390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01612311601638794, -0.7365427017211914, -0.002690456807613373, 0.6083464026451111
43906, 0.0, 0.0, 83.03092193603516, 0.0, 0.0, 0.07476806640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015954017639160156, -0.7365264892578125, -0.0027536600828170776, 0.6084420680999756
43916, 0.0, 0.0, 83.02557373046875, 0.0, 0.0, -0.534820556640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01611045002937317, -0.7366294860839844, -0.002579621970653534, 0.6070035099983215
43926, 0.0, 0.0, 83.02076721191406, 0.0, 0.0, -0.48065185546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016024380922317505, -0.7365808486938477, -0.0027492493391036987, 0.6075306534767151
43936, 0.0, 0.0, 83.01425170898438, 0.0, 0.0, -0.65155029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016113847494125366, -0.7366666793823242, -0.002911977469921112, 0.6076094508171082
