timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserFront
73992, 0.0, 0.0, 57.161556243896484, 0.0, 0.0, 0.7434844970703125, 155868.578125, 152673.71875, 166410.4375, 0.0, 0.0, 0.0, 0.0, 131.0
74002, 0.0, 0.0, 57.16824722290039, 0.0, 0.0, 0.669097900390625, 155868.578125, 152673.71875, 166410.4375, 0.0, 0.0, 0.0, 0.0, 131.0
74012, 0.0, 0.0, 57.1781005859375, 0.0, 0.0, 0.9853363037109375, 155866.078125, 152677.421875, 166414.984375, 0.0, 0.0, 0.0, 0.0, 131.0
74022, 0.0, 0.0, 57.18696594238281, 0.0, 0.0, 0.88653564453125, 155867.4375, 152669.953125, 166415.46875, 0.0, 0.0, 0.0, 0.0, 131.0
74032, 0.0, 0.0, 57.20424270629883, 0.0, 0.0, 1.7276763916015625, 155873.015625, 152676.8125, 166417.5, 0.0, 0.0, 0.0, 0.0, 131.0
74042, 0.0, 0.0, 57.219791412353516, 0.0, 0.0, 1.55487060546875, 155873.015625, 152672.4375, 166417.015625, 0.0, 0.0, 0.0, 0.0, 131.0
74052, 0.0, 0.0, 57.22667694091797, 0.0, 0.0, 0.6885528564453125, 155872.453125, 152683.046875, 166407.921875, 0.0, 0.0, 0.0, 0.0, 131.0
74062, 0.0, 0.0, 57.232872009277344, 0.0, 0.0, 0.6195068359375, 155878.59375, 152679.90625, 166414.5, 0.0, 0.0, 0.0, 0.0, 118.0
74072, 0.0, 0.0, 57.23133850097656, 0.0, 0.0, -0.153350830078125, 155870.515625, 152674.328125, 166415.46875, 0.0, 0.0, 0.0, 0.0, 118.0
74082, 0.0, 0.0, 57.22996139526367, 0.0, 0.0, -0.1377105712890625, 155863.5625, 152674.9375, 166410.4375, 0.0, 0.0, 0.0, 0.0, 118.0
74092, 0.0, 0.0, 57.23200225830078, 0.0, 0.0, 0.2040863037109375, 155871.078125, 152674.328125, 166414.984375, 0.0, 0.0, 0.0, 0.0, 118.0
74102, 0.0, 0.0, 57.23383712768555, 0.0, 0.0, 0.1834869384765625, 155874.953125, 152673.71875, 166419.53125, 0.0, 0.0, 0.0, 0.0, 118.0
74112, 0.0, 0.0, 57.23383712768555, 0.0, 0.0, 0.1834869384765625, 155869.953125, 152686.140625, 166417.984375, 0.0, 0.0, 0.0, 0.0, 118.0
74122, 0.0, 0.0, 57.23603439331055, 0.0, 0.0, 0.2197265625, 155868.015625, 152665.59375, 166414.984375, 0.0, 0.0, 0.0, 0.0, 118.0
74132, 0.0, 0.0, 57.238014221191406, 0.0, 0.0, 0.1979827880859375, 155876.09375, 152676.8125, 166412.953125, 0.0, 0.0, 0.0, 0.0, 118.0
74142, 0.0, 0.0, 57.236515045166016, 0.0, 0.0, -0.1499176025390625, 155864.140625, 152676.203125, 166412.953125, 0.0, 0.0, 0.0, 0.0, 118.0
74152, 0.0, 0.0, 57.235164642333984, 0.0, 0.0, -0.135040283203125, 155868.578125, 152678.6875, 166412.46875, 0.0, 0.0, 0.0, 0.0, 118.0
74162, 0.0, 0.0, 57.233951568603516, 0.0, 0.0, -0.121307373046875, 155868.578125, 152678.015625, 166420.5, 0.0, 0.0, 0.0, 0.0, 134.0
74172, 0.0, 0.0, 57.23285675048828, 0.0, 0.0, -0.1094818115234375, 155873.015625, 152670.5625, 166417.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74182, 0.0, 0.0, 57.22968673706055, 0.0, 0.0, -0.3170013427734375, 155870.515625, 152674.9375, 166412.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74192, 0.0, 0.0, 57.22683334350586, 0.0, 0.0, -0.28533935546875, 155870.515625, 152674.328125, 166417.5, 0.0, 0.0, 0.0, 0.0, 134.0
74202, 0.0, 0.0, 57.23356246948242, 0.0, 0.0, 0.67291259765625, 155874.953125, 152671.84375, 166412.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74212, 0.0, 0.0, 57.23961639404297, 0.0, 0.0, 0.6053924560546875, 155875.53125, 152680.515625, 166415.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74222, 0.0, 0.0, 57.2467041015625, 0.0, 0.0, 0.708770751953125, 155866.640625, 152677.421875, 166412.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74232, 0.0, 0.0, 57.25308609008789, 0.0, 0.0, 0.6381988525390625, 155857.1875, 152670.5625, 166412.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74242, 0.0, 0.0, 57.25992202758789, 0.0, 0.0, 0.68359375, 155868.578125, 152674.328125, 166409.953125, 0.0, 0.0, 0.0, 0.0, 134.0
74252, 0.0, 0.0, 57.266075134277344, 0.0, 0.0, 0.6153106689453125, 155868.578125, 152674.328125, 166409.953125, 0.0, 0.0, 0.0, 0.0, 134.0
74262, 0.0, 0.0, 57.273799896240234, 0.0, 0.0, 0.7724761962890625, 155868.015625, 152679.90625, 166412.46875, 0.0, 0.0, 0.0, 0.0, 120.0
74272, 0.0, 0.0, 57.2807502746582, 0.0, 0.0, 0.695037841796875, 155863.0, 152673.046875, 166408.40625, 0.0, 0.0, 0.0, 0.0, 120.0
74282, 0.0, 0.0, 57.2913818359375, 0.0, 0.0, 1.0631561279296875, 155867.4375, 152675.53125, 166417.5, 0.0, 0.0, 0.0, 0.0, 120.0
74292, 0.0, 0.0, 57.30094909667969, 0.0, 0.0, 0.95672607421875, 155863.0, 152676.8125, 166419.53125, 0.0, 0.0, 0.0, 0.0, 120.0
74302, 0.0, 0.0, 57.315574645996094, 0.0, 0.0, 1.462554931640625, 155873.59375, 152684.265625, 166415.46875, 0.0, 0.0, 0.0, 0.0, 120.0
74312, 0.0, 0.0, 57.328739166259766, 0.0, 0.0, 1.3164520263671875, 155864.140625, 152681.78125, 166410.4375, 0.0, 0.0, 0.0, 0.0, 120.0
74322, 0.0, 0.0, 57.34441375732422, 0.0, 0.0, 1.5674591064453125, 155874.953125, 152671.84375, 166408.40625, 0.0, 0.0, 0.0, 0.0, 120.0
74332, 0.0, 0.0, 57.3585205078125, 0.0, 0.0, 1.410675048828125, 155874.390625, 152678.015625, 166412.46875, 0.0, 0.0, 0.0, 0.0, 120.0
74342, 0.0, 0.0, 57.37449645996094, 0.0, 0.0, 1.59759521484375, 155880.53125, 152674.328125, 166412.953125, 0.0, 0.0, 0.0, 0.0, 120.0
74352, 0.0, 0.0, 57.388877868652344, 0.0, 0.0, 1.438140869140625, 155865.5, 152681.171875, 166421.578125, 0.0, 0.0, 0.0, 0.0, 120.0
74362, 0.0, 0.0, 57.399085998535156, 0.0, 0.0, 1.02081298828125, 155868.015625, 152673.71875, 166417.5, 0.0, 0.0, 0.0, 0.0, 136.0
74372, 0.0, 0.0, 57.40827178955078, 0.0, 0.0, 0.9185791015625, 155874.953125, 152675.53125, 166410.4375, 0.0, 0.0, 0.0, 0.0, 136.0
74382, 0.0, 0.0, 57.41325759887695, 0.0, 0.0, 0.4985809326171875, 155871.078125, 152669.953125, 166412.46875, 0.0, 0.0, 0.0, 0.0, 136.0
74392, 0.0, 0.0, 57.417747497558594, 0.0, 0.0, 0.4489898681640625, 155877.46875, 152674.9375, 166412.953125, 0.0, 0.0, 0.0, 0.0, 136.0
74402, 0.0, 0.0, 57.41960144042969, 0.0, 0.0, 0.185394287109375, 155861.0625, 152674.328125, 166415.953125, 0.0, 0.0, 0.0, 0.0, 136.0
74412, 0.0, 0.0, 57.421268463134766, 0.0, 0.0, 0.1667022705078125, 155874.390625, 152684.265625, 166422.53125, 0.0, 0.0, 0.0, 0.0, 136.0
74422, 0.0, 0.0, 57.4156608581543, 0.0, 0.0, -0.560760498046875, 155868.015625, 152666.203125, 166412.953125, 0.0, 0.0, 0.0, 0.0, 136.0
74432, 0.0, 0.0, 57.410614013671875, 0.0, 0.0, -0.5046844482421875, 155871.078125, 152670.5625, 166417.5, 0.0, 0.0, 0.0, 0.0, 136.0
74442, 0.0, 0.0, 57.400604248046875, 0.0, 0.0, -1.0009765625, 155865.5, 152675.53125, 166408.875, 0.0, 0.0, 0.0, 0.0, 136.0
74462, 0.0, 0.0, 57.375831604003906, 0.0, 0.0, -1.57623291015625, 155873.015625, 152668.6875, 166408.40625, 0.0, 0.0, 0.0, 0.0, 122.0
74472, 0.0, 0.0, 57.36164474487305, 0.0, 0.0, -1.4186859130859375, 155871.078125, 152674.9375, 166410.921875, 0.0, 0.0, 0.0, 0.0, 122.0
74482, 0.0, 0.0, 57.34614181518555, 0.0, 0.0, -1.55029296875, 155864.9375, 152674.328125, 166415.46875, 0.0, 0.0, 0.0, 0.0, 122.0
74492, 0.0, 0.0, 57.33218765258789, 0.0, 0.0, -1.395416259765625, 155864.9375, 152674.328125, 166415.46875, 0.0, 0.0, 0.0, 0.0, 122.0
74502, 0.0, 0.0, 57.317989349365234, 0.0, 0.0, -1.419830322265625, 155863.5625, 152674.328125, 166417.015625, 0.0, 0.0, 0.0, 0.0, 122.0
74512, 0.0, 0.0, 57.30521011352539, 0.0, 0.0, -1.277923583984375, 155866.078125, 152679.296875, 166410.4375, 0.0, 0.0, 0.0, 0.0, 122.0
74522, 0.0, 0.0, 57.2958984375, 0.0, 0.0, -0.9311676025390625, 155872.453125, 152677.421875, 166409.953125, 0.0, 0.0, 0.0, 0.0, 122.0
74532, 0.0, 0.0, 57.28751754760742, 0.0, 0.0, -0.8380889892578125, 155876.09375, 152672.4375, 166417.5, 0.0, 0.0, 0.0, 0.0, 122.0
74542, 0.0, 0.0, 57.2783317565918, 0.0, 0.0, -0.9185791015625, 155874.953125, 152668.078125, 166414.5, 0.0, 0.0, 0.0, 0.0, 122.0
74552, 0.0, 0.0, 57.27006530761719, 0.0, 0.0, -0.8266448974609375, 155868.015625, 152671.171875, 166417.5, 0.0, 0.0, 0.0, 0.0, 122.0
74562, 0.0, 0.0, 57.26426696777344, 0.0, 0.0, -0.579833984375, 155865.5, 152671.84375, 166413.4375, 0.0, 0.0, 0.0, 0.0, 134.0
74572, 0.0, 0.0, 57.25904846191406, 0.0, 0.0, -0.5218505859375, 155869.953125, 152670.5625, 166407.921875, 0.0, 0.0, 0.0, 0.0, 134.0
74582, 0.0, 0.0, 57.259273529052734, 0.0, 0.0, 0.0225067138671875, 155871.078125, 152677.421875, 166417.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74592, 0.0, 0.0, 57.25947570800781, 0.0, 0.0, 0.0202178955078125, 155868.015625, 152677.421875, 166414.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74602, 0.0, 0.0, 57.254737854003906, 0.0, 0.0, -0.473785400390625, 155863.0, 152688.625, 166418.453125, 0.0, 0.0, 0.0, 0.0, 134.0
74612, 0.0, 0.0, 57.25047302246094, 0.0, 0.0, -0.426483154296875, 155868.015625, 152683.046875, 166417.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74622, 0.0, 0.0, 57.24663543701172, 0.0, 0.0, -0.383758544921875, 155868.015625, 152675.53125, 166415.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74632, 0.0, 0.0, 57.24317932128906, 0.0, 0.0, -0.345611572265625, 155877.46875, 152672.4375, 166414.5, 0.0, 0.0, 0.0, 0.0, 134.0
74642, 0.0, 0.0, 57.24553680419922, 0.0, 0.0, 0.235748291015625, 155866.640625, 152679.90625, 166405.890625, 0.0, 0.0, 0.0, 0.0, 134.0
74652, 0.0, 0.0, 57.247657775878906, 0.0, 0.0, 0.21209716796875, 155861.0625, 152679.296875, 166414.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74662, 0.0, 0.0, 57.24847412109375, 0.0, 0.0, 0.081634521484375, 155875.53125, 152683.65625, 166407.921875, 0.0, 0.0, 0.0, 0.0, 119.0
74672, 0.0, 0.0, 57.249210357666016, 0.0, 0.0, 0.0736236572265625, 155863.0, 152684.265625, 166417.984375, 0.0, 0.0, 0.0, 0.0, 119.0
74682, 0.0, 0.0, 57.253700256347656, 0.0, 0.0, 0.4489898681640625, 155878.828125, 152679.90625, 166410.4375, 0.0, 0.0, 0.0, 0.0, 119.0
74692, 0.0, 0.0, 57.25774002075195, 0.0, 0.0, 0.4039764404296875, 155868.578125, 152679.90625, 166405.890625, 0.0, 0.0, 0.0, 0.0, 119.0
74702, 0.0, 0.0, 57.25754928588867, 0.0, 0.0, -0.019073486328125, 155870.515625, 152683.65625, 166417.984375, 0.0, 0.0, 0.0, 0.0, 119.0
74712, 0.0, 0.0, 57.25737762451172, 0.0, 0.0, -0.0171661376953125, 155873.59375, 152671.84375, 166415.46875, 0.0, 0.0, 0.0, 0.0, 119.0
74722, 0.0, 0.0, 57.26323699951172, 0.0, 0.0, 0.5859375, 155871.890625, 152672.4375, 166414.984375, 0.0, 0.0, 0.0, 0.0, 119.0
74732, 0.0, 0.0, 57.26850891113281, 0.0, 0.0, 0.527191162109375, 155871.890625, 152672.4375, 166414.984375, 0.0, 0.0, 0.0, 0.0, 119.0
74742, 0.0, 0.0, 57.26997375488281, 0.0, 0.0, 0.146484375, 155873.015625, 152679.296875, 166415.953125, 0.0, 0.0, 0.0, 0.0, 119.0
74752, 0.0, 0.0, 57.27129364013672, 0.0, 0.0, 0.131988525390625, 155873.015625, 152676.8125, 166407.921875, 0.0, 0.0, 0.0, 0.0, 119.0
74762, 0.0, 0.0, 57.26919937133789, 0.0, 0.0, -0.2094268798828125, 155864.140625, 152683.65625, 166415.953125, 0.0, 0.0, 0.0, 0.0, 134.0
74772, 0.0, 0.0, 57.26731491088867, 0.0, 0.0, -0.188446044921875, 155876.65625, 152681.171875, 166410.921875, 0.0, 0.0, 0.0, 0.0, 134.0
74782, 0.0, 0.0, 57.265071868896484, 0.0, 0.0, -0.22430419921875, 155868.015625, 152678.015625, 166412.46875, 0.0, 0.0, 0.0, 0.0, 134.0
74792, 0.0, 0.0, 57.26305389404297, 0.0, 0.0, -0.2017974853515625, 155878.03125, 152686.75, 166417.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74802, 0.0, 0.0, 57.25741195678711, 0.0, 0.0, -0.5641937255859375, 155869.140625, 152674.328125, 166414.984375, 0.0, 0.0, 0.0, 0.0, 134.0
74812, 0.0, 0.0, 57.2523307800293, 0.0, 0.0, -0.50811767578125, 155858.5625, 152683.65625, 166412.953125, 0.0, 0.0, 0.0, 0.0, 134.0
74822, 0.0, 0.0, 57.24830627441406, 0.0, 0.0, -0.4024505615234375, 155869.953125, 152681.171875, 166422.53125, 0.0, 0.0, 0.0, 0.0, 134.0
74832, 0.0, 0.0, 57.244686126708984, 0.0, 0.0, -0.3620147705078125, 155869.953125, 152676.8125, 166415.953125, 0.0, 0.0, 0.0, 0.0, 134.0
