timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, laserFront
177964, -1.2234365940093994, -37.654258728027344, 0.4957875609397888, -0.09673465043306351, -3.8546290397644043, 0.04755618795752525, 0, 0, 0, 0
177974, -1.2244045734405518, -37.69281768798828, 0.49626222252845764, -0.09686512500047684, -3.856800079345703, 0.04738270118832588, 0.0, 0.0, 0.0, 246.0
177984, -1.2253735065460205, -37.73139572143555, 0.4967360198497772, -0.09692739695310593, -3.858907461166382, 0.047383446246385574, 0.0, 0.0, 0.0, 246.0
177994, -1.2263426780700684, -37.769996643066406, 0.49720999598503113, -0.09690342098474503, -3.8609981536865234, 0.04742304980754852, 0.0, 0.0, 0.0, 246.0
178004, -1.2273119688034058, -37.808616638183594, 0.49768495559692383, -0.09695767611265182, -3.86312198638916, 0.047575268894433975, 0.0, 0.0, 0.0, 246.0
178014, -1.2282806634902954, -37.847259521484375, 0.4981613755226135, -0.09676725417375565, -3.8650918006896973, 0.04771517217159271, 0.0, 0.0, 0.0, 246.0
178024, -1.2292481660842896, -37.885921478271484, 0.49863865971565247, -0.09672147035598755, -3.866966962814331, 0.047748319804668427, 0.0, 0.0, 0.0, 246.0
178034, -1.2302156686782837, -37.92460250854492, 0.499115526676178, -0.09678000211715698, -3.868867874145508, 0.04763470217585564, 0.0, 0.0, 0.0, 246.0
178044, -1.2311837673187256, -37.96330261230469, 0.49959203600883484, -0.09684084355831146, -3.8709211349487305, 0.047675877809524536, 0.0, 0.0, 0.0, 246.0
178054, -1.2321521043777466, -38.00202178955078, 0.5000686645507812, -0.0968274176120758, -3.8731229305267334, 0.04766484349966049, 0.0, 0.0, 0.0, 246.0
178064, -1.2331194877624512, -38.04076385498047, 0.5005449056625366, -0.09663929045200348, -3.875382900238037, 0.04758826270699501, 0.0, 0.0, 0.0, 250.0
178074, -1.2340853214263916, -38.07952880859375, 0.5010209679603577, -0.09652458131313324, -3.8775839805603027, 0.0476323701441288, 0.0, 0.0, 0.0, 250.0
178084, -1.235051155090332, -38.11831283569336, 0.5014973878860474, -0.0966385155916214, -3.879599094390869, 0.047666363418102264, 0.0, 0.0, 0.0, 250.0
178094, -1.236018180847168, -38.15711975097656, 0.5019739270210266, -0.0967639684677124, -3.881615400314331, 0.04765148460865021, 0.0, 0.0, 0.0, 250.0
178104, -1.2369862794876099, -38.195945739746094, 0.5024506449699402, -0.09685263782739639, -3.8835930824279785, 0.04770474508404732, 0.0, 0.0, 0.0, 250.0
178114, -1.2379556894302368, -38.23479080200195, 0.5029280781745911, -0.09702657908201218, -3.885533571243286, 0.04779145494103432, 0.0, 0.0, 0.0, 250.0
178124, -1.2389256954193115, -38.27365493774414, 0.5034056901931763, -0.09696406871080399, -3.8874502182006836, 0.047743842005729675, 0.0, 0.0, 0.0, 250.0
178134, -1.2398951053619385, -38.312538146972656, 0.5038830041885376, -0.09690456092357635, -3.8895132541656494, 0.04773315414786339, 0.0, 0.0, 0.0, 250.0
178144, -1.2408641576766968, -38.351444244384766, 0.5043600797653198, -0.09690319746732712, -3.8916397094726562, 0.047689978033304214, 0.0, 0.0, 0.0, 250.0
178154, -1.2418326139450073, -38.3903694152832, 0.5048372149467468, -0.09677813947200775, -3.8936760425567627, 0.047752343118190765, 0.0, 0.0, 0.0, 250.0
178164, -1.2428004741668701, -38.429317474365234, 0.5053151249885559, -0.09678906947374344, -3.895571231842041, 0.047839175909757614, 0.0, 0.0, 0.0, 245.0
178174, -1.2437678575515747, -38.46828079223633, 0.505794107913971, -0.0966736301779747, -3.8974649906158447, 0.04796912148594856, 0.0, 0.0, 0.0, 245.0
178184, -1.2447346448898315, -38.507266998291016, 0.5062748193740845, -0.09667526930570602, -3.8995718955993652, 0.04818646237254143, 0.0, 0.0, 0.0, 245.0
178194, -1.2457020282745361, -38.54627227783203, 0.5067571997642517, -0.09679295122623444, -3.901705741882324, 0.048296742141246796, 0.0, 0.0, 0.0, 245.0
178204, -1.2466707229614258, -38.58530044555664, 0.507239580154419, -0.09694061428308487, -3.903857946395874, 0.048186760395765305, 0.0, 0.0, 0.0, 245.0
178214, -1.2476404905319214, -38.62434768676758, 0.5077210068702698, -0.09699908643960953, -3.905850410461426, 0.04811368137598038, 0.0, 0.0, 0.0, 245.0
178224, -1.2486110925674438, -38.663414001464844, 0.508202075958252, -0.0971132442355156, -3.9077882766723633, 0.0481145903468132, 0.0, 0.0, 0.0, 245.0
178234, -1.2495826482772827, -38.7025032043457, 0.5086825489997864, -0.09718874841928482, -3.909982442855835, 0.04798365756869316, 0.0, 0.0, 0.0, 245.0
178244, -1.2505555152893066, -38.74161148071289, 0.5091623067855835, -0.09737570583820343, -3.9120116233825684, 0.04797361418604851, 0.0, 0.0, 0.0, 245.0
178254, -1.251529574394226, -38.78074264526367, 0.5096423029899597, -0.09743798524141312, -3.9139609336853027, 0.04803083464503288, 0.0, 0.0, 0.0, 245.0
178264, -1.2525043487548828, -38.81989288330078, 0.5101227760314941, -0.09750265628099442, -3.9158730506896973, 0.04807298257946968, 0.0, 0.0, 0.0, 241.0
178274, -1.253480076789856, -38.85906219482422, 0.5106043815612793, -0.09763924032449722, -3.9178407192230225, 0.048259638249874115, 0.0, 0.0, 0.0, 241.0
178284, -1.254457712173462, -38.898250579833984, 0.5110871195793152, -0.09788515418767929, -3.9200491905212402, 0.04829954728484154, 0.0, 0.0, 0.0, 241.0
