timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, laserHeight
259175, -0.047293998301029205, -1.2980629205703735, 0.007663822267204523, 0.006028578616678715, -0.014560157433152199, 0.0010408954694867134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0476604700088501, -1.2967967987060547, 0.007580086588859558, 0.0
259185, -0.04721857234835625, -1.2981044054031372, 0.007665668614208698, 0.00677487812936306, -0.01445014588534832, 0.0010613094782456756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04787862300872803, -1.2968425750732422, 0.007606208324432373, 0.0
259195, -0.0472184494137764, -1.2980482578277588, 0.007654254790395498, 0.006950487848371267, -0.014208976179361343, 0.0009961188770830631, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04773908853530884, -1.2967491149902344, 0.00745488703250885, 0.0
259205, -0.04714883863925934, -1.2980449199676514, 0.007662816904485226, 0.0076921312138438225, -0.013769377954304218, 0.0011527022579684854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047865986824035645, -1.2968177795410156, 0.007567465305328369, 0.0
259215, -0.04699708893895149, -1.2982220649719238, 0.007686772383749485, 0.008595816791057587, -0.014655952341854572, 0.001475633354857564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047748446464538574, -1.2968826293945312, 0.007647454738616943, 0.0
259225, -0.04693009331822395, -1.2982547283172607, 0.00767026050016284, 0.008977256715297699, -0.014721374027431011, 0.0013527923729270697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0478246808052063, -1.2968387603759766, 0.00736410915851593, 0.0
259235, -0.04696185141801834, -1.2981202602386475, 0.007677743211388588, 0.009098219685256481, -0.013994642533361912, 0.0013892571441829205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04769963026046753, -1.2968788146972656, 0.0077933669090271, 0.0
259245, -0.04680951312184334, -1.2982778549194336, 0.007697805296629667, 0.010082065127789974, -0.014423341490328312, 0.0012694447068497539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047696590423583984, -1.296783447265625, 0.007657930254936218, 0.0
259256, -0.04683104157447815, -1.2981877326965332, 0.007684254087507725, 0.010132666677236557, -0.013862877152860165, 0.0011942829005420208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04780232906341553, -1.2968006134033203, 0.007461085915565491, 0.0
259265, -0.04678349941968918, -1.2981932163238525, 0.007675984408706427, 0.010374587960541248, -0.013641269877552986, 0.001222912222146988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047807931900024414, -1.2968063354492188, 0.007534220814704895, 0.0
259275, -0.046738989651203156, -1.298176884651184, 0.007694930303841829, 0.010644777677953243, -0.013394879177212715, 0.0012749938759952784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04774528741836548, -1.2968158721923828, 0.007732361555099487, 0.0
259285, -0.04670499265193939, -1.2981656789779663, 0.007681343704462051, 0.01094391942024231, -0.01319560781121254, 0.0011241772444918752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047799110412597656, -1.2967338562011719, 0.007607460021972656, 0.0
259295, -0.04669094458222389, -1.2981418371200562, 0.007751775905489922, 0.011072264984250069, -0.012901575304567814, 0.0014762592036277056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04781222343444824, -1.2968177795410156, 0.007652252912521362, 0.0
259306, -0.04663344472646713, -1.2981877326965332, 0.007795123849064112, 0.011207173578441143, -0.012914873659610748, 0.0016084848903119564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04792219400405884, -1.2967720031738281, 0.008282959461212158, 0.0
259315, -0.04659261554479599, -1.298166275024414, 0.00772352609783411, 0.011368803679943085, -0.012579266913235188, 0.0011875530472025275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047661423683166504, -1.2969379425048828, 0.0070030540227890015, 0.0
259325, -0.04656672477722168, -1.2981557846069336, 0.007718340028077364, 0.011459536850452423, -0.012357606552541256, 0.001064947573468089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047765493392944336, -1.2967662811279297, 0.007671162486076355, 0.0
259335, -0.04654742404818535, -1.298136591911316, 0.007703487761318684, 0.011534949764609337, -0.011938504874706268, 0.0009900475852191448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04770302772521973, -1.2968730926513672, 0.00773969292640686, 0.0
259345, -0.04648777097463608, -1.2981804609298706, 0.007697820197790861, 0.011632808484137058, -0.011990050785243511, 0.0009639312629587948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04784345626831055, -1.2966728210449219, 0.0074430108070373535, 0.0
259356, -0.04642223194241524, -1.2982172966003418, 0.007747541181743145, 0.01188841462135315, -0.011957737617194653, 0.001131994416937232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04803574085235596, -1.2967891693115234, 0.00880005955696106, 0.0
259365, -0.046461425721645355, -1.2981410026550293, 0.007720089051872492, 0.011818879283964634, -0.011566382832825184, 0.0009937053546309471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04764062166213989, -1.2968311309814453, 0.007260218262672424, 0.0
259375, -0.04646074399352074, -1.298119306564331, 0.007699259556829929, 0.011826728470623493, -0.011327176354825497, 0.0007507330155931413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04779040813446045, -1.2968978881835938, 0.007466822862625122, 0.0
259385, -0.046396490186452866, -1.2981665134429932, 0.007706944365054369, 0.012058945372700691, -0.011463011614978313, 0.0007267767214216292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04770117998123169, -1.296844482421875, 0.007720977067947388, 0.0
259395, -0.04638765752315521, -1.2981388568878174, 0.007709894794970751, 0.01220630295574665, -0.0111214155331254, 0.0006995478179305792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04778397083282471, -1.2969207763671875, 0.007723495364189148, 0.0
259405, -0.046382829546928406, -1.2981184720993042, 0.007697772700339556, 0.012370490469038486, -0.010918100364506245, 0.0005276197916828096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04776066541671753, -1.2968273162841797, 0.007532939314842224, 0.0
259415, -0.04637758061289787, -1.298094391822815, 0.007695873733609915, 0.012426710687577724, -0.010776138864457607, 0.000514659914188087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04777681827545166, -1.2968521118164062, 0.007508635520935059, 0.0
259425, -0.046373400837183, -1.2980763912200928, 0.0076982248574495316, 0.012206527404487133, -0.010728076100349426, 0.00044805623474530876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04777514934539795, -1.2968788146972656, 0.0076675862073898315, 0.0
259435, -0.04637506231665611, -1.2980543375015259, 0.007682176772505045, 0.012081400491297245, -0.010486220940947533, 0.0004170127504039556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04780811071395874, -1.29681396484375, 0.007506117224693298, 0.0
259445, -0.04637287184596062, -1.2980380058288574, 0.007687733042985201, 0.012006397359073162, -0.01037497166544199, 0.0006167133687995374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047729313373565674, -1.2968330383300781, 0.007633611559867859, 0.0
259456, -0.04631273075938225, -1.2980984449386597, 0.007695657666772604, 0.01210673339664936, -0.010743084363639355, 0.0007397314766421914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0477142333984375, -1.2967643737792969, 0.007725164294242859, 0.0
259465, -0.046314749866724014, -1.2980766296386719, 0.007680386304855347, 0.011964564211666584, -0.010508758947253227, 0.0007866423111408949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047794997692108154, -1.2968158721923828, 0.007516399025917053, 0.0
259475, -0.04632126912474632, -1.2980464696884155, 0.007671079598367214, 0.011905667372047901, -0.01018472295254469, 0.0008949051261879504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047766685485839844, -1.2968883514404297, 0.007476583123207092, 0.0
259485, -0.04626625031232834, -1.2980880737304688, 0.00767923379316926, 0.011962725780904293, -0.010292649269104004, 0.0008702476043254137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047734200954437256, -1.2967967987060547, 0.007676124572753906, 0.0
259495, -0.04627601057291031, -1.2980762720108032, 0.007670177146792412, 0.011728950776159763, -0.010417318902909756, 0.0009181034401990473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04780095815658569, -1.2968330383300781, 0.00742475688457489, 0.0
259506, -0.04628261923789978, -1.2980594635009766, 0.007670234423130751, 0.011485784314572811, -0.010283933021128178, 0.0009835365926846862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04774582386016846, -1.2967700958251953, 0.007624074816703796, 0.0
259515, -0.04628501832485199, -1.2980420589447021, 0.007679298520088196, 0.01152863260358572, -0.010038063861429691, 0.0012361500412225723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04770690202713013, -1.2968177795410156, 0.00765305757522583, 0.0
259525, -0.04629949852824211, -1.298021912574768, 0.007688470650464296, 0.011516015976667404, -0.009882082231342793, 0.0012295092456042767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04785323143005371, -1.2967681884765625, 0.007724776864051819, 0.0
259536, -0.04625176638364792, -1.2980669736862183, 0.007683828007429838, 0.01159464381635189, -0.010081066749989986, 0.0008358695195056498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047799766063690186, -1.2968368530273438, 0.00742068886756897, 0.0
259545, -0.04626278579235077, -1.2980504035949707, 0.0076743667013943195, 0.011519934982061386, -0.009966121055185795, 0.0007124838884919882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047775328159332275, -1.2968025207519531, 0.007655441761016846, 0.0
259556, -0.04626591131091118, -1.2980408668518066, 0.00766797224059701, 0.01144525408744812, -0.009678664617240429, 0.0007091539446264505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047666847705841064, -1.2969074249267578, 0.007520720362663269, 0.0
259565, -0.04625929147005081, -1.298030972480774, 0.007672294974327087, 0.011450656689703465, -0.009259616956114769, 0.000795336440205574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04780173301696777, -1.2967243194580078, 0.007515892386436462, 0.0
259575, -0.04627610743045807, -1.2980090379714966, 0.007666286546736956, 0.011515759862959385, -0.009023594669997692, 0.0008196837152354419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04781728982925415, -1.2968978881835938, 0.007556706666946411, 0.0
259585, -0.04630059748888016, -1.2979894876480103, 0.0077094691805541515, 0.01154048927128315, -0.008844208903610706, 0.0009170373086817563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04800260066986084, -1.2967567443847656, 0.00859476625919342, 0.0
259596, -0.04625450447201729, -1.2980129718780518, 0.007759651634842157, 0.011670388281345367, -0.008787469007074833, 0.0010571469319984317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04783850908279419, -1.2967567443847656, 0.008512794971466064, 0.0
259605, -0.046261027455329895, -1.2979859113693237, 0.0077787404879927635, 0.01161928754299879, -0.00851459801197052, 0.0011694750282913446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04784959554672241, -1.2968616485595703, 0.008647292852401733, 0.0
259615, -0.04625532776117325, -1.2979660034179688, 0.007713419385254383, 0.01172912959009409, -0.008486156351864338, 0.0007612439803779125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04772675037384033, -1.2968406677246094, 0.007267504930496216, 0.0
259625, -0.04625961557030678, -1.297958493232727, 0.007694485131651163, 0.01176389493048191, -0.008690726943314075, 0.0002794393221847713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04769396781921387, -1.2968368530273438, 0.007396489381790161, 0.0
259635, -0.046205438673496246, -1.2979897260665894, 0.0076909298077225685, 0.011757425963878632, -0.008746144361793995, 2.7355654310667887e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04786950349807739, -1.2967567443847656, 0.007601618766784668, 0.0
259646, -0.046226996928453445, -1.2979694604873657, 0.007725313305854797, 0.011614833027124405, -0.008358907885849476, 0.0003831973881460726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04768037796020508, -1.2968463897705078, 0.007099062204360962, 0.0
259655, -0.04622878134250641, -1.2979546785354614, 0.007689830381423235, 0.011720928363502026, -0.008252493105828762, 0.00031135129393078387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04767340421676636, -1.2969074249267578, 0.007472380995750427, 0.0
259665, -0.046239160001277924, -1.297933578491211, 0.007689546328037977, 0.01174425520002842, -0.008031117729842663, 0.0003032000386156142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04777950048446655, -1.2968292236328125, 0.007787734270095825, 0.0
259675, -0.046231720596551895, -1.2979276180267334, 0.007681728340685368, 0.011746132746338844, -0.007918261922895908, 0.0003856972907669842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0477142333984375, -1.296712875366211, 0.007713347673416138, 0.0
259686, -0.04618147760629654, -1.2979508638381958, 0.0076799094676971436, 0.01180282048881054, -0.008004472590982914, 0.00036815126077272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.047759950160980225, -1.2968902587890625, 0.007590338587760925, 0.0
