timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, pitch, laserFront
259226, -0.11765629053115845, -0.7907076478004456, 1.2540990114212036, 0.012224464677274227, -0.0071934545412659645, -0.01834285818040371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
259248, -0.11703426390886307, -0.7911788821220398, 1.2537165880203247, 0.012509897351264954, -0.007231632247567177, -0.01720132678747177, 88741.4140625, 118244.515625, 74550.390625, 48511.0, 136248.546875, 134915.046875, 42354.0, 43619.0, 41362.0, 43746.0, -0.11529865115880966, -0.793245792388916, 1.253628134727478, 0.7876525521278381, 0.38276779651641846, 101.0
259266, -0.11640041321516037, -0.7916690707206726, 1.2533771991729736, 0.013059364631772041, -0.007429777178913355, -0.01611253246665001, 88739.4921875, 118254.71875, 74543.46875, 48512.35546875, 136253.703125, 134916.71875, 42301.0, 42840.0, 41455.0, 44404.0, -0.1146140992641449, -0.793893575668335, 1.2534476518630981, 0.787969172000885, 0.13907881081104279, 103.0
259288, -0.11581721901893616, -0.7921715974807739, 1.2532243728637695, 0.01432640478014946, -0.008155371993780136, -0.012130065821111202, 88737.5703125, 118247.3984375, 74558.2421875, 48510.046875, 136256.5, 134914.4375, 42856.0, 43078.0, 40815.0, 44167.0, -0.11402516812086105, -0.7941778898239136, 1.2532975673675537, 0.7876491546630859, -0.04384155571460724, 103.0
259309, -0.1190120130777359, -0.8521746397018433, 1.2502665519714355, -0.02356502041220665, -0.5599748492240906, -0.15500955283641815, 88741.4140625, 118250.28125, 74550.390625, 48507.1875, 136257.09375, 134912.765625, 49873.0, 49961.0, 29608.0, 35544.0, -0.1133507564663887, -0.7947174310684204, 1.2531262636184692, 0.18424749374389648, 0.5858404636383057, 103.0
259326, -0.11852750182151794, -0.8552090525627136, 1.24788498878479, -0.018963158130645752, -0.5730969309806824, -0.14288000762462616, 88744.96875, 118250.984375, 74564.2421875, 48511.0, 136271.359375, 134919.0, 52764.0, 52834.0, 31600.0, 36657.0, -0.11226623505353928, -0.7951688766479492, 1.253206491470337, 0.3783791959285736, -0.056468453258275986, 101.0
259347, -0.1179102286696434, -0.8590074181556702, 1.2459475994110107, -0.01134619303047657, -0.5838280916213989, -0.12814170122146606, 88750.7421875, 118247.3984375, 74534.0078125, 48509.49609375, 136266.796875, 134914.4375, 43471.0, 33322.0, 48558.0, 53370.0, -0.11202693730592728, -0.7951290011405945, 1.2534162998199463, 0.5879669785499573, -0.8851850628852844, 101.0
259366, -0.1166396513581276, -0.8593103885650635, 1.245270848274231, 0.0023026601411402225, -0.5649398565292358, -0.0936117172241211, 88751.0390625, 118256.8203125, 74534.9296875, 48508.54296875, 136257.09375, 134920.1875, 41754.0, 36987.0, 47176.0, 53245.0, -0.11027214676141739, -0.7951425313949585, 1.253965973854065, 0.7307422757148743, -1.8475005626678467, 102.0
259386, -0.11497022956609726, -0.8571192622184753, 1.24589204788208, 0.019687004387378693, -0.5192167162895203, -0.05106957629323006, 88752.6640625, 118253.1640625, 74521.7734375, 48506.63671875, 136248.546875, 134928.703125, 44955.0, 40741.0, 43249.0, 50671.0, -0.10903889685869217, -0.7946241497993469, 1.2546420097351074, 0.7625201344490051, -2.7736783027648926, 102.0
259408, -0.11326289921998978, -0.8575478196144104, 1.2468328475952148, 0.03845268115401268, -0.47569137811660767, -0.013601373881101608, 88747.1875, 118259.0078125, 74535.6171875, 48511.55078125, 136241.125, 134939.484375, 47865.0, 45215.0, 36722.0, 45287.0, -0.1069527193903923, -0.7932460904121399, 1.2559597492218018, 0.7088756561279297, -3.5694727897644043, 102.0
259426, -0.11064376682043076, -0.8541138768196106, 1.2489728927612305, 0.061787236481904984, -0.40913912653923035, 0.01693880744278431, 88743.0390625, 118259.0078125, 74547.8515625, 48509.640625, 136236.5625, 134935.53125, 46297.0, 46541.0, 36910.0, 42504.0, -0.10509185492992401, -0.7915312647819519, 1.257163405418396, 0.6152623891830444, -4.166935920715332, 102.0
259446, -0.1087876707315445, -0.8482174873352051, 1.25063955783844, 0.07555174827575684, -0.35700908303260803, 0.03053899295628071, 88741.4140625, 118258.3046875, 74549.5859375, 48514.5546875, 136235.96875, 134929.78125, 42378.0, 42454.0, 40129.0, 44628.0, -0.1021273136138916, -0.7881363034248352, 1.258734107017517, 0.536247968673706, -4.5919084548950195, 102.0
259466, -0.10441334545612335, -0.8448852300643921, 1.2536256313323975, 0.10807199031114578, -0.27163878083229065, 0.04563582316040993, 88732.609375, 118250.28125, 74566.8984375, 48521.6328125, 136232.0, 134913.359375, 41603.0, 37956.0, 40376.0, 46759.0, -0.09840935468673706, -0.7835303544998169, 1.260817050933838, 0.54179447889328, -4.848818302154541, 102.0
259486, -0.10201607644557953, -0.8378676176071167, 1.2552796602249146, 0.12225761264562607, -0.21610838174819946, 0.0497983917593956, 88731.796875, 118251.7578125, 74559.1640625, 48523.140625, 136244.0, 134892.890625, 43142.0, 36750.0, 38624.0, 46338.0, -0.0953894704580307, -0.7792568206787109, 1.261925220489502, 0.641338050365448, -4.928128719329834, 102.0
259506, -0.09618135541677475, -0.8302196860313416, 1.25823175907135, 0.15454630553722382, -0.11764029413461685, 0.05177425220608711, 88735.640625, 118257.6015625, 74534.8125, 48522.44140625, 136265.109375, 134896.84375, 45397.0, 38263.0, 35949.0, 44069.0, -0.09073050320148468, -0.7724318504333496, 1.2632664442062378, 0.8282293677330017, -4.843394756317139, 102.0
259526, -0.09095930308103561, -0.8193798065185547, 1.2603849172592163, 0.17810958623886108, -0.03141258656978607, 0.048350945115089417, 88727.6484375, 118252.4609375, 74549.46875, 48523.54296875, 136234.875, 134904.265625, 44594.0, 41675.0, 36996.0, 40266.0, -0.08682364225387573, -0.7660627365112305, 1.2642943859100342, 1.076369285583496, -4.572816371917725, 102.0
259547, -0.0872383639216423, -0.8076589703559875, 1.2616490125656128, 0.19324752688407898, 0.03851832076907158, 0.04357972741127014, 88731.796875, 118260.484375, 74524.4296875, 48518.22265625, 136273.640625, 134908.21875, 43811.0, 41993.0, 37819.0, 39890.0, -0.08143794536590576, -0.7570471167564392, 1.2647923231124878, 1.339733362197876, -4.115594863891602, 102.0
259566, -0.08158300071954727, -0.7976440787315369, 1.262832522392273, 0.2122727781534195, 0.10651424527168274, 0.030327575281262398, 88744.15625, 118269.2109375, 74534.0078125, 48515.765625, 136233.171875, 134922.46875, 42118.0, 43351.0, 39620.0, 38607.0, -0.07568574696779251, -0.746778130531311, 1.264904260635376, 1.4498990774154663, -3.8579647541046143, 102.0
259586, -0.07608864456415176, -0.7865099310874939, 1.2634862661361694, 0.22743500769138336, 0.1686992198228836, 0.014675935730338097, 88748.0, 118259.703125, 74536.546875, 48513.05078125, 136249.140625, 134924.75, 41969.0, 42327.0, 39318.0, 40890.0, -0.07113455981016159, -0.7382173538208008, 1.2646149396896362, 1.6037343740463257, -3.2321624755859375, 102.0
259606, -0.06984499096870422, -0.7717745900154114, 1.2636950016021729, 0.24261797964572906, 0.2390013039112091, -0.0008853537729009986, 88745.78125, 118265.546875, 74520.0390625, 48514.9609375, 136258.265625, 134944.625, 42156.0, 44919.0, 39464.0, 38561.0, -0.06459429860115051, -0.7260482311248779, 1.2640451192855835, 1.6648550033569336, -2.2308170795440674, 102.0
259626, -0.06304685026407242, -0.755994439125061, 1.2633817195892334, 0.25612637400627136, 0.30500292778015137, -0.01709962822496891, 88750.7421875, 118253.1640625, 74519.234375, 48514.41015625, 136250.25, 134934.453125, 42093.0, 42431.0, 39495.0, 42679.0, -0.057630907744169235, -0.7128515839576721, 1.2631011009216309, 1.6567703485488892, -1.9184858798980713, 102.0
259648, -0.05682628974318504, -0.7422241568565369, 1.2627054452896118, 0.2649667263031006, 0.3539050817489624, -0.032810457050800323, 88752.6640625, 118259.0078125, 74527.078125, 48517.26953125, 136253.703125, 134929.296875, 42637.0, 41823.0, 39644.0, 43921.0, -0.05255351588129997, -0.7021747827529907, 1.2618904113769531, 1.6139708757400513, -1.2691726684570312, 103.0
259666, -0.050027426332235336, -0.7254498600959778, 1.2615067958831787, 0.27384594082832336, 0.4085904359817505, -0.04853129759430885, 88743.0390625, 118261.8828125, 74521.7734375, 48523.9453125, 136246.28125, 134921.875, 42657.0, 42639.0, 40860.0, 43390.0, -0.045551612973213196, -0.6877580881118774, 1.2601406574249268, 1.5795905590057373, -0.7453299164772034, 103.0
