Timestamp,range.back,range.front,range.left,range.right,range.up,range.zrange
214005,0,219,0,0,0,0
214025,0,219,0,0,0,0
214045,0,217,0,0,0,0
214065,0,217,0,0,0,0
214085,0,217,0,0,0,0
214105,0,218,0,0,0,0
214125,0,218,0,0,0,0
214145,0,219,0,0,0,0
214165,0,219,0,0,0,0
214185,0,219,0,0,0,0
214205,0,219,0,0,0,0
214225,0,219,0,0,0,0
214245,0,219,0,0,0,0
214265,0,217,0,0,0,0
214285,0,217,0,0,0,0
214305,0,217,0,0,0,0
214325,0,218,0,0,0,0
214345,0,218,0,0,0,0
214365,0,218,0,0,0,0
214385,0,219,0,0,0,0
214405,0,219,0,0,0,0
214425,0,218,0,0,0,0
214445,0,218,0,0,0,0
214465,0,218,0,0,0,0
214485,0,217,0,0,0,0
214505,0,217,0,0,0,0
214525,0,217,0,0,0,0
214545,0,218,0,0,0,0
214565,0,218,0,0,0,0
214585,0,218,0,0,0,0
214605,0,218,0,0,0,0
214625,0,218,0,0,0,0
214645,0,218,0,0,0,0
214665,0,218,0,0,0,0
214685,0,218,0,0,0,0
214705,0,217,0,0,0,0
214725,0,217,0,0,0,0
214745,0,217,0,0,0,0
214765,0,218,0,0,0,0
214785,0,218,0,0,0,0
214805,0,218,0,0,0,0
214825,0,217,0,0,0,0
214845,0,217,0,0,0,0
214865,0,217,0,0,0,0
214885,0,218,0,0,0,0
214905,0,218,0,0,0,0
214925,0,218,0,0,0,0
214945,0,217,0,0,0,0
214965,0,217,0,0,0,0
214985,0,218,0,0,0,0
215005,0,218,0,0,0,0
215025,0,218,0,0,0,0
215045,0,220,0,0,0,0
215065,0,220,0,0,0,0
215085,0,220,0,0,0,0
215105,0,217,0,0,0,0
215125,0,217,0,0,0,0
215145,0,217,0,0,0,0
215165,0,218,0,0,0,0
215185,0,218,0,0,0,0
215205,0,218,0,0,0,0
215225,0,219,0,0,0,0
215245,0,219,0,0,0,0
215265,0,219,0,0,0,0
215285,0,219,0,0,0,0
215305,0,219,0,0,0,0
215325,0,218,0,0,0,0
215345,0,218,0,0,0,0
215365,0,218,0,0,0,0
215385,0,219,0,0,0,0
215405,0,219,0,0,0,0
215425,0,219,0,0,0,0
215445,0,217,0,0,0,0
215465,0,217,0,0,0,0
215485,0,217,0,0,0,0
215505,0,218,0,0,0,0
215525,0,218,0,0,0,0
215545,0,219,0,0,0,0
215565,0,219,0,0,0,0
215585,0,219,0,0,0,0
215605,0,218,0,0,0,0
215625,0,218,0,0,0,0
215645,0,218,0,0,0,0
215665,0,219,0,0,0,0
215685,0,219,0,0,0,0
215705,0,219,0,0,0,0
215725,0,219,0,0,0,0
215745,0,219,0,0,0,0
215765,0,219,0,0,0,0
215785,0,219,0,0,0,0
215805,0,219,0,0,0,0
215825,0,220,0,0,0,0
215845,0,220,0,0,0,0
215865,0,220,0,0,0,0
215885,0,218,0,0,0,0
215905,0,218,0,0,0,0
215925,0,218,0,0,0,0
215945,0,218,0,0,0,0
215965,0,218,0,0,0,0
215985,0,218,0,0,0,0
216005,0,220,0,0,0,0
216025,0,220,0,0,0,0
216045,0,220,0,0,0,0
216065,0,218,0,0,0,0
216085,0,218,0,0,0,0
216105,0,218,0,0,0,0
216125,0,218,0,0,0,0
216145,0,218,0,0,0,0
216165,0,219,0,0,0,0
216185,0,219,0,0,0,0
216205,0,219,0,0,0,0
216225,0,219,0,0,0,0
216245,0,219,0,0,0,0
216265,0,219,0,0,0,0
216285,0,218,0,0,0,0
216305,0,218,0,0,0,0
216325,0,218,0,0,0,0
216345,0,219,0,0,0,0
216365,0,219,0,0,0,0
216385,0,220,0,0,0,0
216405,0,220,0,0,0,0
216425,0,220,0,0,0,0
216445,0,218,0,0,0,0
216465,0,218,0,0,0,0
216485,0,218,0,0,0,0
216505,0,219,0,0,0,0
216525,0,219,0,0,0,0
216545,0,219,0,0,0,0
216565,0,217,0,0,0,0
216585,0,217,0,0,0,0
216605,0,217,0,0,0,0
216625,0,220,0,0,0,0
216645,0,220,0,0,0,0
216665,0,218,0,0,0,0
216685,0,218,0,0,0,0
216705,0,218,0,0,0,0
216725,0,220,0,0,0,0
216745,0,220,0,0,0,0
216765,0,220,0,0,0,0
216785,0,219,0,0,0,0
216805,0,219,0,0,0,0
216825,0,219,0,0,0,0
216845,0,219,0,0,0,0
216865,0,219,0,0,0,0
216885,0,219,0,0,0,0
216905,0,218,0,0,0,0
216925,0,218,0,0,0,0
216945,0,219,0,0,0,0
216965,0,219,0,0,0,0
216985,0,219,0,0,0,0
217005,0,219,0,0,0,0
217025,0,219,0,0,0,0
217045,0,219,0,0,0,0
217065,0,219,0,0,0,0
217085,0,219,0,0,0,0
217105,0,219,0,0,0,0
217125,0,219,0,0,0,0
217145,0,219,0,0,0,0
217165,0,219,0,0,0,0
217185,0,217,0,0,0,0
217205,0,217,0,0,0,0
217225,0,219,0,0,0,0
217245,0,219,0,0,0,0
217265,0,219,0,0,0,0
217285,0,219,0,0,0,0
217305,0,219,0,0,0,0
217325,0,219,0,0,0,0
217345,0,220,0,0,0,0
217365,0,220,0,0,0,0
217385,0,220,0,0,0,0
217405,0,218,0,0,0,0
217425,0,218,0,0,0,0
217445,0,218,0,0,0,0
217465,0,218,0,0,0,0
217485,0,218,0,0,0,0
217505,0,217,0,0,0,0
217525,0,217,0,0,0,0
217545,0,217,0,0,0,0
217565,0,218,0,0,0,0
217585,0,218,0,0,0,0
217605,0,218,0,0,0,0
217625,0,220,0,0,0,0
217645,0,220,0,0,0,0
217665,0,220,0,0,0,0
217685,0,218,0,0,0,0
217705,0,218,0,0,0,0
217725,0,218,0,0,0,0
217745,0,219,0,0,0,0
217765,0,219,0,0,0,0
217785,0,219,0,0,0,0
217805,0,219,0,0,0,0
217825,0,219,0,0,0,0
217845,0,218,0,0,0,0
217865,0,218,0,0,0,0
217885,0,218,0,0,0,0
217905,0,218,0,0,0,0
217925,0,218,0,0,0,0
217945,0,218,0,0,0,0
217965,0,218,0,0,0,0
217985,0,218,0,0,0,0
218005,0,218,0,0,0,0
218025,0,218,0,0,0,0
218045,0,218,0,0,0,0
218065,0,218,0,0,0,0
218085,0,218,0,0,0,0
218105,0,218,0,0,0,0
218125,0,217,0,0,0,0
218145,0,217,0,0,0,0
218165,0,217,0,0,0,0
218185,0,219,0,0,0,0
218205,0,219,0,0,0,0
218225,0,219,0,0,0,0
218245,0,219,0,0,0,0
218265,0,219,0,0,0,0
218285,0,219,0,0,0,0
218305,0,217,0,0,0,0
218325,0,217,0,0,0,0
218345,0,219,0,0,0,0
218365,0,219,0,0,0,0
218385,0,219,0,0,0,0
218405,0,219,0,0,0,0
218425,0,219,0,0,0,0
218445,0,219,0,0,0,0
218465,0,219,0,0,0,0
218485,0,219,0,0,0,0
218505,0,219,0,0,0,0
218525,0,219,0,0,0,0
218545,0,219,0,0,0,0
218565,0,219,0,0,0,0
218585,0,219,0,0,0,0
218605,0,219,0,0,0,0
218625,0,219,0,0,0,0
218645,0,219,0,0,0,0
218665,0,219,0,0,0,0
218685,0,220,0,0,0,0
218705,0,220,0,0,0,0
218725,0,220,0,0,0,0
218745,0,218,0,0,0,0
218765,0,218,0,0,0,0
218785,0,218,0,0,0,0
218805,0,218,0,0,0,0
218825,0,218,0,0,0,0
218845,0,218,0,0,0,0
218865,0,219,0,0,0,0
218885,0,219,0,0,0,0
218905,0,219,0,0,0,0
218925,0,219,0,0,0,0
218945,0,219,0,0,0,0
218965,0,220,0,0,0,0
218985,0,220,0,0,0,0
219005,0,220,0,0,0,0
219025,0,216,0,0,0,0
219045,0,216,0,0,0,0
219065,0,216,0,0,0,0
219085,0,218,0,0,0,0
219105,0,218,0,0,0,0
219125,0,218,0,0,0,0
219145,0,220,0,0,0,0
219165,0,220,0,0,0,0
219185,0,219,0,0,0,0
219205,0,219,0,0,0,0
219225,0,219,0,0,0,0
219245,0,218,0,0,0,0
219265,0,218,0,0,0,0
219285,0,218,0,0,0,0
219305,0,219,0,0,0,0
219325,0,219,0,0,0,0
219345,0,219,0,0,0,0
219365,0,218,0,0,0,0
219385,0,218,0,0,0,0
219405,0,218,0,0,0,0
219425,0,218,0,0,0,0
219445,0,218,0,0,0,0
219465,0,217,0,0,0,0
219485,0,217,0,0,0,0
219505,0,217,0,0,0,0
219525,0,218,0,0,0,0
219545,0,218,0,0,0,0
219565,0,218,0,0,0,0
219585,0,218,0,0,0,0
219605,0,218,0,0,0,0
219625,0,218,0,0,0,0
219645,0,219,0,0,0,0
219665,0,219,0,0,0,0
219685,0,219,0,0,0,0
219705,0,218,0,0,0,0
219725,0,218,0,0,0,0
219745,0,219,0,0,0,0
219765,0,219,0,0,0,0
219785,0,219,0,0,0,0
219805,0,220,0,0,0,0
219825,0,220,0,0,0,0
219845,0,220,0,0,0,0
219865,0,216,0,0,0,0
219885,0,216,0,0,0,0
219905,0,216,0,0,0,0
219925,0,219,0,0,0,0
219945,0,219,0,0,0,0
219965,0,219,0,0,0,0
219985,0,217,0,0,0,0
220005,0,217,0,0,0,0
220025,0,219,0,0,0,0
220045,0,219,0,0,0,0
220065,0,219,0,0,0,0
220085,0,218,0,0,0,0
220105,0,218,0,0,0,0
220125,0,218,0,0,0,0
220145,0,218,0,0,0,0
220165,0,218,0,0,0,0
220185,0,218,0,0,0,0
220205,0,219,0,0,0,0
220225,0,219,0,0,0,0
220245,0,219,0,0,0,0
220265,0,218,0,0,0,0
220285,0,218,0,0,0,0
220305,0,218,0,0,0,0
220325,0,218,0,0,0,0
220345,0,218,0,0,0,0
220365,0,219,0,0,0,0
220385,0,219,0,0,0,0
220405,0,219,0,0,0,0
220425,0,218,0,0,0,0
220445,0,218,0,0,0,0
220465,0,218,0,0,0,0
220485,0,217,0,0,0,0
220505,0,217,0,0,0,0
220525,0,217,0,0,0,0
220545,0,219,0,0,0,0
220565,0,219,0,0,0,0
220585,0,219,0,0,0,0
220605,0,219,0,0,0,0
220625,0,219,0,0,0,0
220645,0,219,0,0,0,0
220665,0,219,0,0,0,0
220685,0,219,0,0,0,0
220705,0,219,0,0,0,0
220725,0,219,0,0,0,0
220745,0,219,0,0,0,0
220765,0,216,0,0,0,0
220785,0,216,0,0,0,0
220805,0,216,0,0,0,0
220825,0,218,0,0,0,0
220845,0,218,0,0,0,0
220865,0,218,0,0,0,0
220885,0,218,0,0,0,0
220905,0,218,0,0,0,0
220925,0,219,0,0,0,0
220945,0,219,0,0,0,0
220965,0,219,0,0,0,0
220985,0,217,0,0,0,0
221005,0,217,0,0,0,0
221025,0,217,0,0,0,0
221045,0,219,0,0,0,0
221065,0,219,0,0,0,0
221085,0,219,0,0,0,0
221105,0,219,0,0,0,0
221125,0,219,0,0,0,0
221145,0,219,0,0,0,0
221165,0,219,0,0,0,0
221185,0,219,0,0,0,0
221205,0,217,0,0,0,0
221225,0,217,0,0,0,0
221245,0,217,0,0,0,0
221265,0,220,0,0,0,0
221285,0,220,0,0,0,0
221305,0,220,0,0,0,0
221325,0,216,0,0,0,0
221345,0,216,0,0,0,0
221365,0,216,0,0,0,0
221385,0,219,0,0,0,0
221405,0,219,0,0,0,0
221425,0,220,0,0,0,0
221445,0,220,0,0,0,0
221465,0,220,0,0,0,0
221485,0,218,0,0,0,0
221505,0,218,0,0,0,0
221525,0,218,0,0,0,0
221545,0,218,0,0,0,0
221565,0,218,0,0,0,0
221585,0,218,0,0,0,0
221605,0,219,0,0,0,0
221625,0,219,0,0,0,0
221645,0,219,0,0,0,0
221665,0,219,0,0,0,0
221685,0,219,0,0,0,0
221705,0,221,0,0,0,0
221725,0,221,0,0,0,0
221745,0,221,0,0,0,0
221765,0,217,0,0,0,0
221785,0,217,0,0,0,0
221805,0,217,0,0,0,0
221825,0,218,0,0,0,0
221845,0,218,0,0,0,0
221865,0,218,0,0,0,0
221885,0,219,0,0,0,0
221905,0,219,0,0,0,0
221925,0,219,0,0,0,0
221945,0,219,0,0,0,0
221965,0,219,0,0,0,0
221985,0,218,0,0,0,0
222005,0,218,0,0,0,0
222025,0,218,0,0,0,0
222045,0,221,0,0,0,0
222065,0,221,0,0,0,0
222085,0,221,0,0,0,0
222105,0,219,0,0,0,0
222125,0,219,0,0,0,0
222145,0,219,0,0,0,0
222165,0,218,0,0,0,0
222185,0,218,0,0,0,0
222205,0,218,0,0,0,0
222225,0,219,0,0,0,0
222245,0,219,0,0,0,0
222265,0,219,0,0,0,0
222285,0,219,0,0,0,0
222305,0,219,0,0,0,0
222325,0,218,0,0,0,0
222345,0,218,0,0,0,0
222365,0,218,0,0,0,0
222385,0,218,0,0,0,0
222405,0,218,0,0,0,0
222425,0,218,0,0,0,0
222445,0,219,0,0,0,0
222465,0,219,0,0,0,0
222485,0,219,0,0,0,0
222505,0,217,0,0,0,0
222525,0,217,0,0,0,0
222545,0,218,0,0,0,0
222565,0,218,0,0,0,0
222585,0,218,0,0,0,0
222605,0,219,0,0,0,0
222625,0,219,0,0,0,0
222645,0,219,0,0,0,0
222665,0,219,0,0,0,0
222685,0,219,0,0,0,0
222705,0,219,0,0,0,0
222725,0,218,0,0,0,0
222745,0,218,0,0,0,0
222765,0,218,0,0,0,0
222785,0,218,0,0,0,0
222805,0,218,0,0,0,0
222825,0,218,0,0,0,0
222845,0,218,0,0,0,0
222865,0,218,0,0,0,0
222885,0,219,0,0,0,0
222905,0,219,0,0,0,0
222925,0,219,0,0,0,0
222945,0,218,0,0,0,0
222965,0,218,0,0,0,0
222985,0,218,0,0,0,0
223005,0,219,0,0,0,0
223025,0,219,0,0,0,0
223045,0,219,0,0,0,0
223065,0,220,0,0,0,0
223085,0,220,0,0,0,0
223105,0,217,0,0,0,0
223125,0,217,0,0,0,0
223145,0,217,0,0,0,0
223165,0,218,0,0,0,0
223185,0,218,0,0,0,0
223205,0,218,0,0,0,0
223225,0,219,0,0,0,0
223245,0,219,0,0,0,0
223265,0,219,0,0,0,0
223285,0,219,0,0,0,0
223305,0,219,0,0,0,0
223325,0,219,0,0,0,0
223345,0,219,0,0,0,0
223365,0,219,0,0,0,0
223385,0,217,0,0,0,0
223405,0,217,0,0,0,0
223425,0,217,0,0,0,0
223445,0,219,0,0,0,0
223465,0,219,0,0,0,0
223485,0,219,0,0,0,0
223505,0,220,0,0,0,0
223525,0,220,0,0,0,0
223545,0,220,0,0,0,0
223565,0,219,0,0,0,0
223585,0,219,0,0,0,0
223605,0,219,0,0,0,0
223625,0,218,0,0,0,0
223645,0,218,0,0,0,0
223665,0,219,0,0,0,0
223685,0,219,0,0,0,0
223705,0,219,0,0,0,0
223725,0,219,0,0,0,0
223745,0,219,0,0,0,0
223765,0,219,0,0,0,0
223785,0,218,0,0,0,0
223805,0,218,0,0,0,0
223825,0,218,0,0,0,0
223845,0,219,0,0,0,0
223865,0,219,0,0,0,0
223885,0,219,0,0,0,0
223905,0,218,0,0,0,0
223925,0,218,0,0,0,0
223945,0,219,0,0,0,0
223965,0,219,0,0,0,0
223985,0,219,0,0,0,0
224005,0,220,0,0,0,0
224025,0,220,0,0,0,0
224045,0,220,0,0,0,0
224065,0,217,0,0,0,0
224085,0,217,0,0,0,0
224105,0,217,0,0,0,0
224125,0,218,0,0,0,0
224145,0,218,0,0,0,0
224165,0,218,0,0,0,0
224185,0,220,0,0,0,0
224205,0,220,0,0,0,0
224225,0,219,0,0,0,0
224245,0,219,0,0,0,0
224265,0,219,0,0,0,0
224285,0,220,0,0,0,0
224305,0,220,0,0,0,0
224325,0,220,0,0,0,0
224345,0,218,0,0,0,0
224365,0,218,0,0,0,0
224385,0,218,0,0,0,0
224405,0,216,0,0,0,0
224425,0,216,0,0,0,0
224445,0,216,0,0,0,0
224465,0,217,0,0,0,0
224485,0,217,0,0,0,0
224505,0,220,0,0,0,0
224525,0,220,0,0,0,0
224545,0,220,0,0,0,0
224565,0,218,0,0,0,0
224585,0,218,0,0,0,0
224605,0,218,0,0,0,0
224625,0,218,0,0,0,0
224645,0,218,0,0,0,0
224665,0,218,0,0,0,0
224685,0,220,0,0,0,0
224705,0,220,0,0,0,0
224725,0,220,0,0,0,0
224745,0,218,0,0,0,0
224765,0,218,0,0,0,0
224785,0,218,0,0,0,0
224805,0,218,0,0,0,0
224825,0,218,0,0,0,0
224845,0,218,0,0,0,0
224865,0,218,0,0,0,0
224885,0,218,0,0,0,0
224905,0,219,0,0,0,0
224925,0,219,0,0,0,0
224945,0,219,0,0,0,0
224965,0,218,0,0,0,0
224985,0,218,0,0,0,0
225005,0,218,0,0,0,0
225025,0,218,0,0,0,0
225045,0,218,0,0,0,0
225065,0,219,0,0,0,0
225085,0,219,0,0,0,0
225105,0,219,0,0,0,0
225125,0,218,0,0,0,0
225145,0,218,0,0,0,0
225165,0,218,0,0,0,0
225185,0,218,0,0,0,0
225205,0,218,0,0,0,0
225225,0,218,0,0,0,0
225245,0,218,0,0,0,0
225265,0,218,0,0,0,0
225285,0,218,0,0,0,0
225305,0,218,0,0,0,0
225325,0,218,0,0,0,0
225345,0,217,0,0,0,0
225365,0,217,0,0,0,0
225385,0,217,0,0,0,0
225405,0,219,0,0,0,0
225425,0,219,0,0,0,0
225445,0,219,0,0,0,0
225465,0,218,0,0,0,0
225485,0,218,0,0,0,0
225505,0,218,0,0,0,0
225525,0,220,0,0,0,0
225545,0,220,0,0,0,0
225565,0,220,0,0,0,0
225585,0,217,0,0,0,0
225605,0,217,0,0,0,0
225625,0,217,0,0,0,0
225645,0,217,0,0,0,0
225665,0,217,0,0,0,0
225685,0,218,0,0,0,0
225705,0,218,0,0,0,0
225725,0,218,0,0,0,0
225745,0,220,0,0,0,0
225765,0,220,0,0,0,0
225785,0,220,0,0,0,0
225805,0,219,0,0,0,0
225825,0,219,0,0,0,0
225845,0,219,0,0,0,0
225865,0,219,0,0,0,0
225885,0,219,0,0,0,0
225905,0,217,0,0,0,0
225925,0,217,0,0,0,0
225945,0,217,0,0,0,0
225965,0,218,0,0,0,0
225985,0,218,0,0,0,0
226005,0,218,0,0,0,0
226025,0,218,0,0,0,0
226045,0,218,0,0,0,0
226065,0,218,0,0,0,0
226085,0,218,0,0,0,0
226105,0,218,0,0,0,0
226125,0,218,0,0,0,0
226145,0,219,0,0,0,0
226165,0,219,0,0,0,0
226185,0,218,0,0,0,0
226205,0,218,0,0,0,0
226225,0,218,0,0,0,0
226245,0,220,0,0,0,0
226265,0,220,0,0,0,0
226285,0,220,0,0,0,0
226305,0,219,0,0,0,0
226325,0,219,0,0,0,0
226345,0,219,0,0,0,0
226365,0,220,0,0,0,0
226385,0,220,0,0,0,0
226405,0,220,0,0,0,0
226425,0,218,0,0,0,0
226445,0,218,0,0,0,0
226465,0,217,0,0,0,0
226485,0,217,0,0,0,0
226505,0,217,0,0,0,0
226525,0,218,0,0,0,0
226545,0,218,0,0,0,0
226565,0,218,0,0,0,0
226585,0,218,0,0,0,0
226605,0,218,0,0,0,0
226625,0,218,0,0,0,0
226645,0,217,0,0,0,0
226665,0,217,0,0,0,0
226685,0,217,0,0,0,0
226705,0,219,0,0,0,0
