timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, pitch, laserFront
40485, 0.2292020320892334, -0.5769293308258057, 1.372032642364502, 0.009716690517961979, -0.03298752009868622, -0.015605766326189041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40505, 0.2297314703464508, -0.5786749124526978, 1.3717105388641357, 0.010113042779266834, -0.033110037446022034, -0.015761403366923332, 79760.4140625, 108344.375, 76901.734375, 45979.22265625, 127345.359375, 126303.8203125, 39334.0, 45627.0, 43708.0, 46223.0, 4.287200927734375, 0.0899946540594101, 903.0
40525, 0.23025573790073395, -0.5803558230400085, 1.3714505434036255, 0.010798844508826733, -0.03357516974210739, -0.014519227668642998, 79766.65625, 108343.7421875, 76891.9140625, 45981.7109375, 127344.40625, 126306.0546875, 40998.0, 44364.0, 42390.0, 47337.0, 4.285168170928955, -0.06951617449522018, 903.0
40545, 0.2307218760251999, -0.5817849040031433, 1.3712208271026611, 0.011946357786655426, -0.03296605125069618, -0.013308902271091938, 79756.7890625, 108343.0, 76890.1484375, 45978.88671875, 127337.0390625, 126305.40625, 42395.0, 43072.0, 40814.0, 48303.0, 4.28717565536499, -0.4473658800125122, 902.0
40565, 0.23132935166358948, -0.5834651589393616, 1.3710733652114868, 0.01493131835013628, -0.03310611471533775, -0.01298937015235424, 79760.4140625, 108347.234375, 76890.1484375, 45978.0546875, 127356.5625, 126301.5859375, 42317.0, 43124.0, 40872.0, 48150.0, 4.288826942443848, -1.0067875385284424, 902.0
40585, 0.23204341530799866, -0.5851346254348755, 1.3709654808044434, 0.019987210631370544, -0.033083945512771606, -0.01359483040869236, 79761.2265625, 108345.859375, 76890.1484375, 45974.73828125, 127352.7265625, 126300.0, 42121.0, 43485.0, 41184.0, 47831.0, 4.289552688598633, -1.628414511680603, 902.0
40606, 0.2329140603542328, -0.5868389010429382, 1.370864748954773, 0.027603015303611755, -0.032828737050294876, -0.011199496686458588, 79764.0390625, 108346.609375, 76883.0625, 45976.3984375, 127345.046875, 126299.3515625, 42860.0, 42334.0, 40457.0, 48799.0, 4.292839050292969, -2.2454397678375244, 901.0
40625, 0.23386599123477936, -0.5882992744445801, 1.3707196712493896, 0.036979932337999344, -0.03167065232992172, -0.010804213583469391, 79762.0390625, 108343.7421875, 76884.03125, 45976.890625, 127354.96875, 126305.40625, 43057.0, 42377.0, 39825.0, 48716.0, 4.28997278213501, -2.7828521728515625, 901.0
40646, 0.23515383899211884, -0.5900195837020874, 1.370577335357666, 0.0485345758497715, -0.031534843146800995, -0.012515293434262276, 79764.84375, 108339.5078125, 76885.640625, 45980.54296875, 127352.7265625, 126302.234375, 42133.0, 42785.0, 40763.0, 48382.0, 4.306373596191406, -3.0138115882873535, 896.0
40665, 0.23653334379196167, -0.5914127230644226, 1.3704276084899902, 0.06062273681163788, -0.03027457743883133, -0.010650258511304855, 79763.2265625, 108338.140625, 76889.34375, 45979.71484375, 127339.28125, 126304.46875, 42479.0, 42987.0, 40455.0, 48264.0, 4.329859733581543, -3.3272714614868164, 896.0
40685, 0.2383589893579483, -0.5930959582328796, 1.370252251625061, 0.07433151453733444, -0.029741281643509865, -0.013247949071228504, 79755.7890625, 108347.9765625, 76891.9140625, 45979.8671875, 127315.9140625, 126306.0546875, 43168.0, 43409.0, 39852.0, 47666.0, 4.353825569152832, -3.5514450073242188, 896.0
40706, 0.24027514457702637, -0.5944860577583313, 1.3700149059295654, 0.08754448592662811, -0.028453178703784943, -0.016369041055440903, 79758.6015625, 108353.5859375, 76893.6875, 45985.02734375, 127316.8671875, 126308.9375, 42043.0, 43478.0, 41321.0, 47535.0, 4.378378391265869, -3.7064266204833984, 893.0
