timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, pitch, laserFront
62976, 0.2688875198364258, -0.51786208152771, 1.3788563013076782, 0.014487038366496563, -0.023882657289505005, 0.004736859351396561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
62997, 0.2695392966270447, -0.5188672542572021, 1.3788979053497314, 0.014563772827386856, -0.023521671071648598, 0.0032127180602401495, 85159.796875, 113948.8125, 75375.8203125, 48162.7109375, 133017.625, 130568.578125, 37590.0, 47147.0, 45488.0, 45529.0, 4.475636959075928, 0.3394630551338196, 886.0
63016, 0.2703489661216736, -0.5200855731964111, 1.3789472579956055, 0.015214920043945312, -0.02356325276196003, 0.0024998937733471394, 85162.4921875, 113947.3671875, 75383.609375, 48164.04296875, 133019.71875, 130568.953125, 39395.0, 46346.0, 44156.0, 46379.0, 4.508373260498047, 0.2078569233417511, 886.0
63036, 0.27099329233169556, -0.5210683345794678, 1.378902792930603, 0.01585833728313446, -0.022785577923059464, 0.0015138158341869712, 85166.2578125, 113942.3359375, 75379.1796875, 48163.10546875, 133001.765625, 130565.0625, 40896.0, 45490.0, 42860.0, 47275.0, 4.5337982177734375, -0.11824548244476318, 886.0
63056, 0.27179643511772156, -0.5222312808036804, 1.3789293766021729, 0.018265768885612488, -0.022539908066391945, 0.0007210344192571938, 85166.5078125, 113945.9296875, 75374.8828125, 48163.25390625, 133007.953125, 130562.8125, 41675.0, 46104.0, 42121.0, 46577.0, 4.562950134277344, -0.60936439037323, 885.0
63076, 0.2727181315422058, -0.5234276652336121, 1.3789801597595215, 0.02272193878889084, -0.02248227968811989, -0.000284392386674881, 85166.2578125, 113948.0859375, 75385.3515625, 48162.16796875, 133013.09375, 130575.09375, 43683.0, 43890.0, 40114.0, 48586.0, 4.59340763092041, -1.2162333726882935, 885.0
63096, 0.27365878224372864, -0.5244271159172058, 1.3790905475616455, 0.028935257345438004, -0.021660182625055313, 9.726469579618424e-05, 85169.203125, 113944.5, 75375.6875, 48164.5859375, 133019.28125, 130563.4375, 43046.0, 43561.0, 40963.0, 48851.0, 4.625818252563477, -1.8400933742523193, 885.0
63116, 0.2749575078487396, -0.5256227850914001, 1.3792108297348022, 0.03829878941178322, -0.02127210982143879, 0.0003344943397678435, 85162.4921875, 113950.96875, 75372.1953125, 48162.31640625, 133013.09375, 130572.4609375, 43620.0, 44135.0, 40160.0, 48278.0, 4.664213180541992, -2.4256844520568848, 876.0
63136, 0.27639806270599365, -0.5266690254211426, 1.3793598413467407, 0.049664903432130814, -0.020097870379686356, 0.002312042750418186, 85168.140625, 113945.9296875, 75381.0546875, 48166.4609375, 133003.421875, 130561.1796875, 44881.0, 41963.0, 38698.0, 49796.0, 4.676759719848633, -2.6611266136169434, 876.0
63157, 0.27812692523002625, -0.5278840065002441, 1.3795350790023804, 0.06216477230191231, -0.01992628164589405, 0.0015163536882027984, 85158.7265625, 113950.2421875, 75373.1328125, 48165.5234375, 133005.6875, 130571.8359375, 44600.0, 41345.0, 38952.0, 50152.0, 4.713278293609619, -3.0954020023345947, 876.0
63176, 0.2801158130168915, -0.5290603041648865, 1.3796206712722778, 0.0757201761007309, -0.01946057379245758, -0.0009744217386469245, 85162.4921875, 113948.8125, 75381.0546875, 48167.40234375, 132985.890625, 130576.34375, 45847.0, 42459.0, 37354.0, 49455.0, 4.754486083984375, -3.3975069522857666, 875.0
63196, 0.28222930431365967, -0.5300266146659851, 1.3796684741973877, 0.089595727622509, -0.018216874450445175, -0.0010848353849723935, 85159.546875, 113945.9296875, 75379.4375, 48165.12890625, 132992.078125, 130575.34375, 45161.0, 41603.0, 38258.0, 49867.0, 4.80037784576416, -3.6122004985809326, 875.0
63216, 0.2847769856452942, -0.5311997532844543, 1.3796766996383667, 0.10439535230398178, -0.01775261014699936, -0.0029955431818962097, 85156.03125, 113946.65625, 75378.2421875, 48165.671875, 132981.78125, 130583.7421875, 44531.0, 41851.0, 38966.0, 49722.0, 4.835150718688965, -3.720876455307007, 875.0
63236, 0.28748634457588196, -0.5321733355522156, 1.3795714378356934, 0.11866681277751923, -0.01660418137907982, -0.006214694119989872, 85156.84375, 113952.3984375, 75375.8203125, 48170.609375, 132985.28125, 130577.6015625, 45591.0, 42380.0, 37679.0, 49417.0, 4.859989643096924, -3.7267088890075684, 870.0
63256, 0.2905873656272888, -0.5333433151245117, 1.3794468641281128, 0.13327375054359436, -0.016200652346014977, -0.007480338681489229, 85153.0859375, 113953.828125, 75380.1171875, 48163.6484375, 132994.953125, 130580.859375, 43749.0, 42746.0, 40404.0, 49161.0, 4.886599540710449, -3.6483590602874756, 870.0
63276, 0.29386577010154724, -0.5342873334884644, 1.379266619682312, 0.14700201153755188, -0.01488796528428793, -0.00701537961140275, 85157.9140625, 113954.5546875, 75366.15625, 48168.484375, 132994.34375, 130582.109375, 44230.0, 44352.0, 39602.0, 47989.0, 4.914292335510254, -3.4769864082336426, 861.0
63296, 0.29751190543174744, -0.5354238152503967, 1.37898588180542, 0.16009242832660675, -0.01448962651193142, -0.011429510079324245, 85163.3046875, 113952.3984375, 75369.6484375, 48168.19140625, 133017.625, 130578.6015625, 43246.0, 44376.0, 40872.0, 48001.0, 4.950911045074463, -3.039928436279297, 861.0
63316, 0.30137068033218384, -0.5365890264511108, 1.378650188446045, 0.17219826579093933, -0.014256294816732407, -0.010495331138372421, 85170.015625, 113948.8125, 75369.6484375, 48169.27734375, 133010.828125, 130575.34375, 42017.0, 45117.0, 42191.0, 47407.0, 4.964907646179199, -2.8958425521850586, 861.0
63336, 0.3053532838821411, -0.5375109314918518, 1.378298282623291, 0.18255330622196198, -0.013217869214713573, -0.01190528366714716, 85165.1875, 113948.1015625, 75362.6640625, 48166.06640625, 133005.6875, 130574.0859375, 41226.0, 45101.0, 42925.0, 47421.0, 4.987521171569824, -2.5277206897735596, 852.0
63356, 0.3095414638519287, -0.5386472344398499, 1.3778492212295532, 0.19175274670124054, -0.013051129877567291, -0.013292800635099411, 85170.015625, 113950.96875, 75373.1328125, 48166.4609375, 133002.375, 130579.2265625, 41654.0, 45331.0, 42621.0, 47268.0, 5.010891914367676, -2.182452440261841, 852.0
63376, 0.3139515519142151, -0.539770245552063, 1.377386212348938, 0.199996218085289, -0.012789282947778702, -0.014650292694568634, 85167.0703125, 113947.375, 75360.7890625, 48166.4609375, 133007.34375, 130578.2265625, 42187.0, 46386.0, 42130.0, 46276.0, 5.046202182769775, -1.8523738384246826, 852.0
63397, 0.31893351674079895, -0.540935754776001, 1.376821756362915, 0.2078431099653244, -0.012397938407957554, -0.016102459281682968, 85162.4921875, 113950.2421875, 75363.6015625, 48168.33984375, 133009.609375, 130574.3359375, 40835.0, 45236.0, 43718.0, 47323.0, 5.075418472290039, -1.597848653793335, 840.0
63416, 0.32345283031463623, -0.5418564677238464, 1.3763638734817505, 0.2136121392250061, -0.011769129894673824, -0.01635104976594448, 85156.84375, 113956.703125, 75372.1953125, 48170.21484375, 132979.703125, 130587.625, 41037.0, 44613.0, 43518.0, 47874.0, 5.1063337326049805, -1.3711292743682861, 840.0
63436, 0.32808032631874084, -0.5427492260932922, 1.3758726119995117, 0.21871107816696167, -0.0110316202044487, -0.017231419682502747, 85160.609375, 113946.65625, 75366.15625, 48167.546875, 132993.296875, 130585.9921875, 41121.0, 45610.0, 43663.0, 47186.0, 5.132049560546875, -1.1961946487426758, 840.0
