timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, pitch
156999, 1.7732023000717163, -3.3368499279022217, 0.003256192896515131, -0.061587344855070114, -0.015275174751877785, 0.003816331038251519, 118672.40625, 148756.21875, 89974.609375, 120130.0546875, 139844.703125, 98367.734375, 0.0, 0.0, 0.0, 0.0, 1.78034245967865, -3.334892749786377, -0.01101838331669569, 84.1453857421875, 3.9809038639068604
157019, 1.7736610174179077, -3.335939407348633, 0.004309691954404116, -0.05754612758755684, -0.006977715529501438, 0.012365000322461128, 118673.2109375, 148758.53125, 89973.4609375, 120127.859375, 139853.296875, 98366.4609375, 0.0, 0.0, 0.0, 0.0, 1.779619812965393, -3.334763765335083, -0.009822995401918888, 84.15647888183594, 3.957587242126465
157039, 1.7730953693389893, -3.3358330726623535, 0.0034920680336654186, -0.06253886222839355, -0.00589115172624588, 0.005807742476463318, 118673.90625, 148759.4375, 89968.4140625, 120127.859375, 139856.84375, 98371.796875, 0.0, 0.0, 0.0, 0.0, 1.780328631401062, -3.334904670715332, -0.011045419611036777, 84.1661376953125, 4.028374195098877
157059, 1.7732759714126587, -3.336158037185669, 0.002001524902880192, -0.061516374349594116, -0.00902403425425291, -0.0041999551467597485, 118677.5859375, 148750.21875, 89969.2109375, 120121.03125, 139852.28125, 98369.0078125, 0.0, 0.0, 0.0, 0.0, 1.7804129123687744, -3.3348963260650635, -0.011085431091487408, 84.1343994140625, 3.9507110118865967
157079, 1.7731837034225464, -3.3365509510040283, 0.0038903560489416122, -0.06274735927581787, -0.012336201965808868, 0.008017756044864655, 118675.3984375, 148750.21875, 89971.5078125, 120134.4375, 139844.703125, 98367.734375, 0.0, 0.0, 0.0, 0.0, 1.7802906036376953, -3.334813356399536, -0.010946324095129967, 84.14462280273438, 4.015460014343262
157100, 1.7732526063919067, -3.3362386226654053, 0.0028789686039090157, -0.06176275387406349, -0.009412756189703941, 0.0010278584668412805, 118667.3359375, 148753.921875, 89965.3203125, 120121.9296875, 139852.28125, 98367.734375, 0.0, 0.0, 0.0, 0.0, 1.780394434928894, -3.334907054901123, -0.011122096329927444, 84.1121597290039, 3.9628939628601074
157119, 1.7733154296875, -3.336121082305908, 0.0038522090762853622, -0.06153736636042595, -0.00831647589802742, 0.006736536044627428, 118671.71875, 148754.828125, 89973.4609375, 120128.5078125, 139847.734375, 98366.984375, 0.0, 0.0, 0.0, 0.0, 1.7803966999053955, -3.334908962249756, -0.011028164066374302, 84.12017059326172, 3.9846181869506836
157139, 1.7739477157592773, -3.3358781337738037, 0.0028164000250399113, -0.05758931115269661, -0.00642797164618969, -0.0004979958757758141, 118676.8984375, 148752.984375, 89965.671875, 120123.2265625, 139848.75, 98371.0390625, 0.0, 0.0, 0.0, 0.0, 1.7803350687026978, -3.3348581790924072, -0.01103650126606226, 84.12899780273438, 3.937328815460205
157159, 1.7734200954437256, -3.3357293605804443, 0.0038796388544142246, -0.06141454353928566, -0.004863950423896313, 0.007067408412694931, 118666.6484375, 148754.828125, 89967.6171875, 120130.0546875, 139849.25, 98366.4609375, 0.0, 0.0, 0.0, 0.0, 1.780308485031128, -3.3348634243011475, -0.011016863398253918, 84.09638214111328, 3.9824624061584473
157179, 1.7736438512802124, -3.3360190391540527, 0.0028649086598306894, -0.06102759391069412, -0.00790952518582344, 5.1844617701135576e-05, 118671.71875, 148761.75, 89969.5625, 120115.34375, 139844.703125, 98367.21875, 0.0, 0.0, 0.0, 0.0, 1.7804256677627563, -3.334907054901123, -0.011163225397467613, 84.10440063476562, 3.9656054973602295
157199, 1.7736021280288696, -3.3365983963012695, 0.003511173650622368, -0.06161346286535263, -0.01338908076286316, 0.004926036577671766, 118668.03125, 148753.921875, 89975.40625, 120124.7734375, 139850.0, 98364.953125, 0.0, 0.0, 0.0, 0.0, 1.7795310020446777, -3.3348031044006348, -0.009856863878667355, 84.14653015136719, 3.9953057765960693
157219, 1.7734864950180054, -3.336082935333252, 0.0022890144027769566, -0.06328463554382324, -0.00831335037946701, -0.0034913644194602966, 118675.3984375, 148753.921875, 89971.5078125, 120128.5078125, 139850.515625, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.7803155183792114, -3.334885835647583, -0.010977890342473984, 84.16029357910156, 3.9671730995178223
157240, 1.773837685585022, -3.336214542388916, 0.0012290235608816147, -0.058738358318805695, -0.009465155191719532, -0.00994090549647808, 118669.53125, 148760.375, 89975.40625, 120120.3828125, 139844.1875, 98367.734375, 0.0, 0.0, 0.0, 0.0, 1.7802414894104004, -3.3348515033721924, -0.01094895601272583, 84.0966567993164, 3.931849479675293
157259, 1.7735756635665894, -3.3355295658111572, 0.003293192246928811, -0.06105292961001396, -0.0030324237886816263, 0.0032817968167364597, 118671.0234375, 148752.53125, 89975.7578125, 120126.96875, 139839.640625, 98363.1640625, 0.0, 0.0, 0.0, 0.0, 1.7795295715332031, -3.3347792625427246, -0.009843770414590836, 84.14042663574219, 3.9422030448913574
157280, 1.773910403251648, -3.335623264312744, 0.0018875680398195982, -0.05810394510626793, -0.004173684399574995, -0.005535333417356014, 118670.3359375, 148753.921875, 89972.6640625, 120121.9296875, 139848.234375, 98366.4609375, 0.0, 0.0, 0.0, 0.0, 1.780282735824585, -3.334869623184204, -0.010963267646729946, 84.15179443359375, 3.9615871906280518
157299, 1.7729394435882568, -3.336239814758301, 0.0040554204024374485, -0.06546357274055481, -0.00954337790608406, 0.007493064738810062, 118664.4609375, 148750.21875, 89977.3515625, 120121.03125, 139848.234375, 98360.375, 0.0, 0.0, 0.0, 0.0, 1.779559850692749, -3.334827184677124, -0.00989625696092844, 84.16674041748047, 3.971614360809326
157319, 1.772810935974121, -3.336308002471924, 0.0025829309597611427, -0.06674659252166748, -0.009924765676259995, -0.0024863698054105043, 118666.6484375, 148758.53125, 89967.6171875, 120119.734375, 139848.75, 98365.7109375, 0.0, 0.0, 0.0, 0.0, 1.779703974723816, -3.3347725868225098, -0.010014264844357967, 84.15343475341797, 3.975839614868164
157339, 1.772969365119934, -3.335690498352051, 0.004063815344125032, -0.06436209380626678, -0.003997910302132368, 0.007733643986284733, 118671.828125, 148758.0625, 89975.40625, 120121.03125, 139848.75, 98364.4375, 0.0, 0.0, 0.0, 0.0, 1.7803676128387451, -3.3349061012268066, -0.011012392118573189, 84.119140625, 3.9557831287384033
157359, 1.7728489637374878, -3.3361170291900635, 0.002672631526365876, -0.06571150571107864, -0.007785845082253218, -0.0015193583676591516, 118668.03125, 148749.765625, 89974.25, 120117.5390625, 139845.953125, 98363.6796875, 0.0, 0.0, 0.0, 0.0, 1.7802581787109375, -3.3348186016082764, -0.011029782705008984, 84.12816619873047, 3.934694528579712
157379, 1.7729403972625732, -3.3356192111968994, 0.0040985774248838425, -0.0653514489531517, -0.003545570420101285, 0.008156325668096542, 118662.2734375, 148754.375, 89976.1953125, 120117.5390625, 139847.734375, 98363.6796875, 0.0, 0.0, 0.0, 0.0, 1.7802722454071045, -3.3348050117492676, -0.010990001261234283, 84.13472747802734, 4.002387523651123
157399, 1.773120641708374, -3.335460662841797, 0.003224422922357917, -0.06258749216794968, -0.0026367418467998505, 0.0019164422992616892, 118676.203125, 148758.53125, 89971.15625, 120125.421875, 139848.234375, 98369.0078125, 0.0, 0.0, 0.0, 0.0, 1.780311942100525, -3.334845781326294, -0.010995429940521717, 84.14231872558594, 3.943603754043579
157419, 1.7729827165603638, -3.3358864784240723, 0.00441084336489439, -0.06427690386772156, -0.006876235827803612, 0.009576872922480106, 118675.3984375, 148760.375, 89975.40625, 120118.1875, 139850.0, 98362.40625, 0.0, 0.0, 0.0, 0.0, 1.780434012413025, -3.3348991870880127, -0.01111785601824522, 84.1115493774414, 3.913311004638672
157439, 1.7732692956924438, -3.335942268371582, 0.0034177075140178204, -0.06323316693305969, -0.007663583382964134, 0.002383655169978738, 118668.8359375, 148756.21875, 89974.25, 120121.9296875, 139850.515625, 98366.4609375, 0.0, 0.0, 0.0, 0.0, 1.780389428138733, -3.3348803520202637, -0.011116966605186462, 84.12315368652344, 3.953859806060791
157459, 1.7735360860824585, -3.3357596397399902, 0.00420971866697073, -0.06085668131709099, -0.005865385755896568, 0.008596129715442657, 118668.1484375, 148758.0625, 89977.3515625, 120121.2734375, 139845.953125, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.7806435823440552, -3.3351187705993652, -0.01133688259869814, 84.13687896728516, 3.9355034828186035
157479, 1.7736891508102417, -3.335700035095215, 0.002966927131637931, -0.060261212289333344, -0.005332018714398146, -0.0009819009574130177, 118671.0234375, 148756.6875, 89978.140625, 120119.734375, 139844.703125, 98363.6796875, 0.0, 0.0, 0.0, 0.0, 1.7806909084320068, -3.3351211547851562, -0.011350923217833042, 84.18682098388672, 3.9389936923980713
157499, 1.7737823724746704, -3.3365230560302734, 0.0017983944853767753, -0.05852723866701126, -0.013637878000736237, -0.008759529329836369, 118662.9609375, 148761.296875, 89975.40625, 120119.734375, 139850.0, 98366.4609375, 0.0, 0.0, 0.0, 0.0, 1.7806590795516968, -3.3350813388824463, -0.011148347519338131, 84.20026397705078, 3.9358677864074707
157519, 1.7736681699752808, -3.3357913494110107, 0.004132756497710943, -0.058876026421785355, -0.005855594761669636, 0.008089977316558361, 118666.6484375, 148760.375, 89969.2109375, 120115.34375, 139850.515625, 98367.734375, 0.0, 0.0, 0.0, 0.0, 1.780684471130371, -3.335148811340332, -0.011287461966276169, 84.17344665527344, 3.9463579654693604
157539, 1.7738193273544312, -3.336068630218506, 0.0027551823295652866, -0.05833577364683151, -0.008688321337103844, -0.0017757632303982973, 118660.0859375, 148754.375, 89973.4609375, 120124.1171875, 139850.0, 98369.0078125, 0.0, 0.0, 0.0, 0.0, 1.7803329229354858, -3.334892988204956, -0.011019659228622913, 84.14665222167969, 3.9714295864105225
157559, 1.7736468315124512, -3.335653305053711, 0.004396550357341766, -0.05926888436079025, -0.004376527853310108, 0.009585347957909107, 118664.4609375, 148756.21875, 89974.609375, 120117.5390625, 139848.75, 98358.8671875, 0.0, 0.0, 0.0, 0.0, 1.780737280845642, -3.3351049423217773, -0.01140594482421875, 84.11833953857422, 3.9859585762023926
157580, 1.7736139297485352, -3.3361332416534424, 0.0026629504282027483, -0.059589143842458725, -0.009391691535711288, -0.0025825200136750937, 118665.9609375, 148752.0625, 89970.359375, 120115.34375, 139846.46875, 98364.1953125, 0.0, 0.0, 0.0, 0.0, 1.7796509265899658, -3.334798574447632, -0.009946863166987896, 84.17904663085938, 3.9505529403686523
157599, 1.7738922834396362, -3.3355488777160645, 0.004272140096873045, -0.0583992674946785, -0.004131639376282692, 0.008118986152112484, 118668.8359375, 148754.828125, 89974.25, 120118.1875, 139839.640625, 98364.4375, 0.0, 0.0, 0.0, 0.0, 1.7807940244674683, -3.335116147994995, -0.011316167190670967, 84.11283874511719, 3.946516752243042
157620, 1.7738616466522217, -3.3359804153442383, 0.003276389092206955, -0.0582905039191246, -0.008186540566384792, 0.0010476404568180442, 118664.4609375, 148758.53125, 89979.296875, 120124.1171875, 139856.328125, 98369.53125, 0.0, 0.0, 0.0, 0.0, 1.7803502082824707, -3.3348782062530518, -0.010980860330164433, 84.15914916992188, 3.965643882751465
157641, 1.773618459701538, -3.3360273838043213, 0.004475411027669907, -0.0625525489449501, -0.008698144927620888, 0.009679140523076057, 118662.2734375, 148754.375, 89979.296875, 120113.796875, 139844.1875, 98364.953125, 0.0, 0.0, 0.0, 0.0, 1.7803657054901123, -3.334845542907715, -0.01110510341823101, 84.13459014892578, 3.9851956367492676
157659, 1.773318886756897, -3.3363122940063477, 0.0035625349264591932, -0.06436874717473984, -0.011226888746023178, 0.002581062028184533, 118663.65625, 148758.0625, 89979.296875, 120117.5390625, 139848.234375, 98359.6171875, 0.0, 0.0, 0.0, 0.0, 1.7803186178207397, -3.3348913192749023, -0.010973555967211723, 84.14506530761719, 4.005768775939941
157679, 1.7730600833892822, -3.3361291885375977, 0.004940598271787167, -0.06705940514802933, -0.00920120533555746, 0.01236980315297842, 118660.7734375, 148757.609375, 89978.140625, 120107.8671875, 139837.859375, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.7803720235824585, -3.3348820209503174, -0.011065528728067875, 84.16426086425781, 3.987734079360962
157699, 1.7731914520263672, -3.3360869884490967, 0.0041354382410645485, -0.06482589989900589, -0.008912653662264347, 0.005709521006792784, 118665.1484375, 148753.921875, 89978.5, 120119.078125, 139839.640625, 98362.921875, 0.0, 0.0, 0.0, 0.0, 1.7802740335464478, -3.334834575653076, -0.010942642576992512, 84.14730072021484, 3.9573516845703125
157719, 1.7734156847000122, -3.3360190391540527, 0.0026888689026236534, -0.06279236078262329, -0.008062228560447693, -0.003879004390910268, 118665.9609375, 148756.21875, 89978.140625, 120119.734375, 139842.421875, 98359.1015625, 0.0, 0.0, 0.0, 0.0, 1.7802079916000366, -3.3348684310913086, -0.010849707759916782, 84.16297149658203, 4.000316143035889
157740, 1.773242712020874, -3.335911989212036, 0.002927712630480528, -0.06301070004701614, -0.007135091349482536, -0.002374094445258379, 118660.7734375, 148749.765625, 89971.5078125, 120122.8203125, 139841.90625, 98366.984375, 0.0, 0.0, 0.0, 0.0, 1.7796056270599365, -3.334763526916504, -0.009857687167823315, 84.18869018554688, 3.9545705318450928
157759, 1.773545503616333, -3.3358657360076904, 0.0014131342759355903, -0.06078869849443436, -0.007046971004456282, -0.011439306661486626, 118665.1484375, 148749.765625, 89972.6640625, 120122.8203125, 139844.1875, 98360.890625, 0.0, 0.0, 0.0, 0.0, 1.7803285121917725, -3.33489727973938, -0.01106510404497385, 84.15418243408203, 3.9519996643066406
157779, 1.7732572555541992, -3.3360846042633057, 0.00347729679197073, -0.06302618980407715, -0.009263137355446815, 0.0024346301797777414, 118668.1484375, 148755.765625, 89974.25, 120113.796875, 139845.953125, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.7806428670883179, -3.335087537765503, -0.011227517388761044, 84.16992950439453, 3.9600541591644287
157799, 1.773858904838562, -3.3358285427093506, 0.00242899963632226, -0.05871474742889404, -0.006700762547552586, -0.004521534312516451, 118668.1484375, 148755.765625, 89974.25, 120111.609375, 139848.75, 98369.0078125, 0.0, 0.0, 0.0, 0.0, 1.7804577350616455, -3.3349177837371826, -0.011187194846570492, 84.2627182006836, 4.012836456298828
157819, 1.7739189863204956, -3.3356263637542725, 0.004271295852959156, -0.05845039337873459, -0.0043436335399746895, 0.009916928596794605, 118660.7734375, 148756.6875, 89977.3515625, 120108.7578125, 139844.9375, 98363.6796875, 0.0, 0.0, 0.0, 0.0, 1.7804101705551147, -3.334883213043213, -0.010990958660840988, 84.22920227050781, 4.021209716796875
157840, 1.7731497287750244, -3.3358945846557617, 0.0029689916409552097, -0.06421057879924774, -0.006926404312252998, -7.214475772343576e-06, 118663.078125, 148749.3125, 89984.3359375, 120121.2734375, 139840.140625, 98368.2578125, 0.0, 0.0, 0.0, 0.0, 1.7802616357803345, -3.3348593711853027, -0.010833981446921825, 84.24722290039062, 3.9535980224609375
157859, 1.773826241493225, -3.335792303085327, 0.004859628155827522, -0.059465404599905014, -0.0062080612406134605, 0.01395037304610014, 118660.7734375, 148752.0625, 89981.2421875, 120113.796875, 139844.1875, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.780385971069336, -3.334866762161255, -0.011138307861983776, 84.22067260742188, 3.9491143226623535
157879, 1.7737261056900024, -3.335858106613159, 0.004029572010040283, -0.05966516584157944, -0.0069697280414402485, 0.006499364506453276, 118662.2734375, 148753.921875, 89980.4453125, 120114.0390625, 139839.125, 98363.6796875, 0.0, 0.0, 0.0, 0.0, 1.7803956270217896, -3.334916353225708, -0.011081965640187263, 84.23566436767578, 3.9763340950012207
157899, 1.7730416059494019, -3.3358819484710693, 0.0028035156428813934, -0.06553219258785248, -0.007162768393754959, -0.0023466439452022314, 118668.1484375, 148753.921875, 89980.4453125, 120121.2734375, 139846.46875, 98357.59375, 0.0, 0.0, 0.0, 0.0, 1.7803888320922852, -3.334878444671631, -0.010970715433359146, 84.17255401611328, 3.9735703468322754
157919, 1.7737746238708496, -3.3359525203704834, 0.0033432035706937313, -0.06061426177620888, -0.007973848842084408, 0.0008184795151464641, 118663.078125, 148751.609375, 89975.40625, 120113.1484375, 139843.6875, 98359.6171875, 0.0, 0.0, 0.0, 0.0, 1.7803351879119873, -3.3348374366760254, -0.010946700349450111, 84.22090148925781, 3.9894633293151855
157940, 1.7737923860549927, -3.336259126663208, 0.0021903496235609055, -0.059956975281238556, -0.010691911913454533, -0.006952247116714716, 118660.1953125, 148749.765625, 89976.5546875, 120115.9921875, 139837.359375, 98359.6171875, 0.0, 0.0, 0.0, 0.0, 1.7803542613983154, -3.3349087238311768, -0.010997110977768898, 84.15819549560547, 3.9641857147216797
157959, 1.7741343975067139, -3.33548641204834, 0.0037659951485693455, -0.057381536811590195, -0.0035083971451967955, 0.004061453510075808, 118663.765625, 148747.0, 89973.1015625, 120112.5, 139841.90625, 98370.28125, 0.0, 0.0, 0.0, 0.0, 1.780287265777588, -3.3348488807678223, -0.010953652672469616, 84.20319366455078, 3.9265799522399902
157980, 1.7744355201721191, -3.335550308227539, 0.002345484448596835, -0.05565592274069786, -0.004320746287703514, -0.00551399402320385, 118661.578125, 148755.765625, 89984.3359375, 120106.5703125, 139836.84375, 98357.59375, 0.0, 0.0, 0.0, 0.0, 1.7802932262420654, -3.334855794906616, -0.01091809943318367, 84.22328186035156, 3.9532253742218018
157999, 1.773836374282837, -3.3362090587615967, 0.003965506795793772, -0.060760028660297394, -0.009982965886592865, 0.005045940168201923, 118662.2734375, 148755.765625, 89974.25, 120113.1484375, 139839.640625, 98366.984375, 0.0, 0.0, 0.0, 0.0, 1.780683159828186, -3.335123062133789, -0.011281313374638557, 84.19036102294922, 4.02673864364624
158019, 1.7737376689910889, -3.3358266353607178, 0.0030200860928744078, -0.06084427610039711, -0.006426212843507528, -0.0008767037070356309, 118662.2734375, 148753.453125, 89976.1953125, 120108.7578125, 139843.6875, 98362.921875, 0.0, 0.0, 0.0, 0.0, 1.7803733348846436, -3.334885358810425, -0.01112303789705038, 84.2040023803711, 3.9658448696136475
158039, 1.7737298011779785, -3.336134672164917, 0.0039134519174695015, -0.06171068549156189, -0.009176613762974739, 0.005566341802477837, 118661.578125, 148750.21875, 89980.4453125, 120109.4140625, 139843.6875, 98362.921875, 0.0, 0.0, 0.0, 0.0, 1.7807542085647583, -3.3350706100463867, -0.011318083852529526, 84.2182388305664, 4.000395774841309
158059, 1.7736800909042358, -3.335648536682129, 0.002616977086290717, -0.062098871916532516, -0.004936879500746727, -0.0025285747833549976, 118661.578125, 148753.921875, 89972.3046875, 120107.21875, 139841.90625, 98356.3203125, 0.0, 0.0, 0.0, 0.0, 1.7804003953933716, -3.3348746299743652, -0.011118775233626366, 84.18754577636719, 3.98276686668396
158079, 1.7736239433288574, -3.335761547088623, 0.0029457909986376762, -0.0632329136133194, -0.006486637983471155, 5.6466386013198644e-05, 118660.0859375, 148756.21875, 89977.3515625, 120115.34375, 139840.890625, 98362.40625, 0.0, 0.0, 0.0, 0.0, 1.77963125705719, -3.334829092025757, -0.010037324391305447, 84.19778442382812, 3.9351470470428467
158099, 1.7735129594802856, -3.335871458053589, 0.0019979618955403566, -0.06341619789600372, -0.007583823520690203, -0.005544868763536215, 118659.28125, 148756.21875, 89976.1953125, 120107.21875, 139843.6875, 98356.8359375, 0.0, 0.0, 0.0, 0.0, 1.7804076671600342, -3.334913730621338, -0.011083077639341354, 84.21085357666016, 3.9348349571228027
158119, 1.773490309715271, -3.3362770080566406, 0.0003964884381275624, -0.06416159123182297, -0.011164386756718159, -0.014545276761054993, 118661.578125, 148740.546875, 89974.25, 120110.953125, 139843.171875, 98360.890625, 0.0, 0.0, 0.0, 0.0, 1.7804768085479736, -3.334930419921875, -0.011146383360028267, 84.17499542236328, 3.9829468727111816
158139, 1.7740358114242554, -3.3354251384735107, 0.0018796229269355536, -0.05995975807309151, -0.003220285987481475, -0.0041422066278755665, 118658.5859375, 148753.921875, 89976.1953125, 120106.5703125, 139850.0, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.7803785800933838, -3.334868907928467, -0.01110781542956829, 84.1912612915039, 3.9387004375457764
158159, 1.7731448411941528, -3.336063861846924, 0.0003015882393810898, -0.0662948340177536, -0.009287751279771328, -0.01335967518389225, 118657.8984375, 148749.765625, 89972.3046875, 120111.609375, 139837.859375, 98356.3203125, 0.0, 0.0, 0.0, 0.0, 1.7803443670272827, -3.3348803520202637, -0.011039681732654572, 84.15892028808594, 3.9698832035064697
158179, 1.773665189743042, -3.3356969356536865, 0.0024667184334248304, -0.06223442777991295, -0.005756136029958725, 0.0017225424526259303, 118660.890625, 148753.921875, 89976.1953125, 120110.953125, 139840.140625, 98360.375, 0.0, 0.0, 0.0, 0.0, 1.7795361280441284, -3.3348143100738525, -0.009862893261015415, 84.17634582519531, 3.9341135025024414
158200, 1.7735763788223267, -3.3356027603149414, 0.0011510299518704414, -0.061031803488731384, -0.005097372457385063, -0.00649860268458724, 118658.703125, 148754.375, 89973.4609375, 120116.234375, 139848.234375, 98362.1640625, 0.0, 0.0, 0.0, 0.0, 1.7803611755371094, -3.3348498344421387, -0.011075674556195736, 84.18270874023438, 3.9342775344848633
158219, 1.773229718208313, -3.3356332778930664, 0.0026622815057635307, -0.064372718334198, -0.005098049994558096, 0.003693315200507641, 118665.265625, 148755.765625, 89975.40625, 120108.7578125, 139850.0, 98362.921875, 0.0, 0.0, 0.0, 0.0, 1.7807530164718628, -3.335113048553467, -0.011274793185293674, 84.15640258789062, 3.94401478767395
158240, 1.773231029510498, -3.336118698120117, 0.0016226032748818398, -0.0633964091539383, -0.009688091464340687, -0.0033157167490571737, 118660.0859375, 148756.21875, 89979.296875, 120106.5703125, 139845.453125, 98356.078125, 0.0, 0.0, 0.0, 0.0, 1.780378818511963, -3.334860324859619, -0.010989254340529442, 84.20381927490234, 3.982966423034668
158259, 1.7736105918884277, -3.3356292247772217, 0.0030961681623011827, -0.06239280477166176, -0.005149572156369686, 0.007877222262322903, 118656.3984375, 148747.0, 89981.2421875, 120110.3046875, 139841.40625, 98360.890625, 0.0, 0.0, 0.0, 0.0, 1.780397653579712, -3.3348922729492188, -0.011173801496624947, 84.14103698730469, 3.9784722328186035
158280, 1.7738583087921143, -3.335515260696411, 0.002299922751262784, -0.05901029706001282, -0.004097443539649248, 0.0015200829366222024, 118662.2734375, 148749.3125, 89977.3515625, 120110.953125, 139841.40625, 98363.4375, 0.0, 0.0, 0.0, 0.0, 1.780517816543579, -3.3349902629852295, -0.01115814596414566, 84.1523208618164, 3.9484126567840576
158299, 1.7735190391540527, -3.3365604877471924, 0.004163574427366257, -0.06289750337600708, -0.013708101585507393, 0.014615979976952076, 118654.2109375, 148751.15625, 89977.3515625, 120105.0234375, 139841.40625, 98362.1640625, 0.0, 0.0, 0.0, 0.0, 1.7807520627975464, -3.3351097106933594, -0.011308513581752777, 84.16533660888672, 3.9650049209594727
158319, 1.7731502056121826, -3.3364999294281006, 0.003383651375770569, -0.06550480425357819, -0.012220431119203568, 0.00808817707002163, 118663.765625, 148748.84375, 89980.8828125, 120110.3046875, 139845.953125, 98361.6484375, 0.0, 0.0, 0.0, 0.0, 1.7803908586502075, -3.3348805904388428, -0.010984674096107483, 84.2132797241211, 4.00265645980835
158341, 1.7734708786010742, -3.3360273838043213, 0.002030270639806986, -0.06375830620527267, -0.00788998231291771, -0.001228036591783166, 118659.390625, 148759.453125, 89978.5, 120103.71875, 139838.875, 98370.28125, 0.0, 0.0, 0.0, 0.0, 1.7804186344146729, -3.334902286529541, -0.010965620167553425, 84.23387145996094, 3.9471349716186523
158359, 1.7735893726348877, -3.3358213901519775, 0.0032746214419603348, -0.06281085312366486, -0.005931302439421415, 0.005805552005767822, 118661.578125, 148745.15625, 89976.1953125, 120108.109375, 139837.359375, 98364.953125, 0.0, 0.0, 0.0, 0.0, 1.780740737915039, -3.3351101875305176, -0.011304661631584167, 84.25196838378906, 3.9501209259033203
158379, 1.7736281156539917, -3.3360178470611572, 0.0022451255936175585, -0.062165435403585434, -0.007714980747550726, -0.0014652122044935822, 118662.3828125, 148748.390625, 89981.59375, 120104.375, 139846.71875, 98359.6171875, 0.0, 0.0, 0.0, 0.0, 1.7807625532150269, -3.3351175785064697, -0.011232296004891396, 84.22090911865234, 3.9888217449188232
158399, 1.7735981941223145, -3.336081027984619, 0.004168231971561909, -0.06280728429555893, -0.00830178614705801, 0.010695699602365494, 118656.3984375, 148759.921875, 89976.1953125, 120108.109375, 139848.234375, 98358.109375, 0.0, 0.0, 0.0, 0.0, 1.7802481651306152, -3.3348493576049805, -0.010500743053853512, 84.18879699707031, 3.944498062133789
158419, 1.7729787826538086, -3.336099863052368, 0.0027647993993014097, -0.06857188791036606, -0.008547401055693626, 0.0006581321940757334, 118660.1953125, 148748.84375, 89975.40625, 120108.7578125, 139843.6875, 98364.1953125, 0.0, 0.0, 0.0, 0.0, 1.7804207801818848, -3.3348796367645264, -0.011002997867763042, 84.20657348632812, 3.984755277633667
158440, 1.772997260093689, -3.3361310958862305, 0.0037683560512959957, -0.06687130033969879, -0.008712607435882092, 0.006809631362557411, 118658.703125, 148753.453125, 89978.140625, 120108.7578125, 139840.890625, 98360.890625, 0.0, 0.0, 0.0, 0.0, 1.7804323434829712, -3.3349215984344482, -0.011166248470544815, 84.22271728515625, 3.9570446014404297
158459, 1.773269534111023, -3.3362903594970703, 0.002486582612618804, -0.06457580626010895, -0.010042321868240833, -0.0019744595047086477, 118655.015625, 148747.0, 89975.40625, 120102.1796875, 139839.125, 98357.59375, 0.0, 0.0, 0.0, 0.0, 1.7803008556365967, -3.3348703384399414, -0.011020829901099205, 84.18418884277344, 4.0074334144592285
158479, 1.773051142692566, -3.335712432861328, 0.0036075168754905462, -0.06492391228675842, -0.004601197317242622, 0.005928019993007183, 118655.7109375, 148757.609375, 89979.6484375, 120102.828125, 139838.625, 98357.59375, 0.0, 0.0, 0.0, 0.0, 1.779564619064331, -3.3347761631011963, -0.009855451993644238, 84.19561767578125, 4.019140720367432
158499, 1.7735787630081177, -3.3355515003204346, 0.002417525742202997, -0.06071970984339714, -0.00384705513715744, -0.0014549358747899532, 118657.203125, 148758.0625, 89985.4921875, 120114.6953125, 139848.234375, 98360.890625, 0.0, 0.0, 0.0, 0.0, 1.780268669128418, -3.334836959838867, -0.010959331877529621, 84.16655731201172, 3.951826333999634
158519, 1.773685097694397, -3.335676670074463, 0.004700117278844118, -0.06253498047590256, -0.004998637828975916, 0.014769388362765312, 118658.0078125, 148742.390625, 89977.3515625, 120101.5234375, 139838.625, 98358.34375, 0.0, 0.0, 0.0, 0.0, 1.7804056406021118, -3.334867000579834, -0.011060244403779507, 84.17288970947266, 3.9812052249908447
158540, 1.7731136083602905, -3.336456537246704, 0.003652771469205618, -0.06507261842489243, -0.011411527171730995, 0.005680717062205076, 118656.515625, 148752.53125, 89978.140625, 120102.828125, 139839.640625, 98355.5625, 0.0, 0.0, 0.0, 0.0, 1.7801915407180786, -3.3349053859710693, -0.010462642647325993, 84.19239044189453, 4.005795955657959
158559, 1.773511290550232, -3.336333751678467, 0.005955100059509277, -0.06229677423834801, -0.010426759719848633, 0.02196229062974453, 118663.765625, 148753.453125, 89980.4453125, 120099.984375, 139840.890625, 98364.953125, 0.0, 0.0, 0.0, 0.0, 1.780137300491333, -3.3348817825317383, -0.010407860390841961, 84.24531555175781, 3.9705727100372314
