timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, pitch, laserFront
46817, 0.12257001549005508, -2.881943941116333, 1.363515853881836, 0.0007878454052843153, -0.00183082593139261, -0.018444910645484924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
46838, 0.1225946843624115, -2.8829874992370605, 1.3631625175476074, 0.0008068334427662194, -0.000990008469671011, -0.01716792769730091, 80124.4296875, 106711.421875, 75559.7890625, 46620.65234375, 129430.234375, 126450.3984375, 40785.0, 42943.0, 42723.0, 43250.0, 3.1594033241271973, -0.08928479999303818, 32766.0
46857, 0.1226140558719635, -2.884350538253784, 1.3628019094467163, 0.0011053230846300721, -0.0012950244126841426, -0.016334351152181625, 80124.4296875, 106707.2109375, 75560.59375, 46617.70703125, 129435.734375, 126439.8671875, 41695.0, 42484.0, 41724.0, 43502.0, 3.1557137966156006, -0.2400418072938919, 32766.0
46877, 0.1226632222533226, -2.88537335395813, 1.362443447113037, 0.00267868023365736, 0.00034751443308778107, -0.01491257082670927, 80126.046875, 106709.3203125, 75558.703125, 46616.84375, 129432.484375, 126441.453125, 42766.0, 41577.0, 40429.0, 44227.0, 3.1567437648773193, -0.39275094866752625, 32766.0
46897, 0.12277749180793762, -2.8867578506469727, 1.3621693849563599, 0.006149755325168371, 0.0002151430817320943, -0.013072649016976357, 80127.0546875, 106711.421875, 75562.34375, 46614.76171875, 129439.2421875, 126451.3359375, 43469.0, 40575.0, 39680.0, 44983.0, 3.1565780639648438, -0.8850311636924744, 32766.0
46917, 0.12302074581384659, -2.888158082962036, 1.3619465827941895, 0.0123091796413064, 0.00018145387002732605, -0.01114032231271267, 80124.234375, 106710.0703125, 75560.59375, 46615.1171875, 129437.625, 126444.34375, 43771.0, 40767.0, 39332.0, 44698.0, 3.142815113067627, -1.4967870712280273, 32766.0
46939, 0.12321815639734268, -2.8892202377319336, 1.3618686199188232, 0.016327990218997, -0.0013372055254876614, -0.011937391012907028, 80129.6796875, 106714.2734375, 75559.6484375, 46617.859375, 129430.8671875, 126439.8671875, 42945.0, 40058.0, 40458.0, 45007.0, 3.144753932952881, -2.176384449005127, 32766.0
46957, 0.12367891520261765, -2.8906538486480713, 1.3617061376571655, 0.02512921579182148, -0.0020152723882347345, -0.011933034285902977, 80131.5, 106710.0703125, 75545.6484375, 46615.625, 129441.4921875, 126454.21875, 44830.0, 38852.0, 38771.0, 45562.0, 3.164665460586548, -2.7508082389831543, 32766.0
46977, 0.12434305250644684, -2.891737699508667, 1.3615480661392212, 0.03568156808614731, -0.0011977115646004677, -0.012623232789337635, 80128.8671875, 106712.7734375, 75550.09375, 46619.078125, 129427.3515625, 126442.75, 43455.0, 40517.0, 39764.0, 44708.0, 3.1837821006774902, -3.242283344268799, 32766.0
46997, 0.12537270784378052, -2.8932018280029297, 1.3613628149032593, 0.049042005091905594, -0.0014066979056224227, -0.012072218582034111, 80127.0546875, 106718.328125, 75555.203125, 46621.16015625, 129436.9921875, 126442.75, 43098.0, 39974.0, 40348.0, 45140.0, 3.2014284133911133, -3.6219000816345215, 32766.0
