timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, pitch, laserFront
35627, 0.3448985517024994, -0.5194864273071289, 1.364750862121582, 0.21050992608070374, -0.43088191747665405, -0.01650909148156643, 78436.4296875, 108312.8515625, 76669.078125, 46264.37109375, 124832.0546875, 123680.9296875, 46430.0, 47847.0, 38351.0, 47730.0, 4.118046283721924, -0.6138483285903931, 825.0
35647, 0.34736865758895874, -0.5315617918968201, 1.3616994619369507, 0.21569685637950897, -0.5380819439888, -0.04513973370194435, 78439.03125, 108329.046875, 76681.4453125, 46266.0625, 124818.03125, 123678.046875, 45553.0, 47317.0, 37758.0, 47010.0, 3.893110752105713, -0.637163519859314, 825.0
35667, 0.35063499212265015, -0.5264302492141724, 1.363250494003296, 0.21352732181549072, -0.47196128964424133, -0.015217745676636696, 78434.640625, 108324.1796875, 76680.484375, 46274.16796875, 124836.5078125, 123669.171875, 44039.0, 45559.0, 40713.0, 48941.0, 3.6983017921447754, -0.6250740885734558, 811.0
35689, 0.3542185127735138, -0.5239808559417725, 1.364669919013977, 0.21247920393943787, -0.4167797863483429, 0.0034481878392398357, 78434.8125, 108312.109375, 76678.71875, 46275.359375, 124863.890625, 123660.2890625, 38885.0, 39536.0, 45289.0, 52031.0, 3.6295089721679688, -0.6488184332847595, 811.0
35707, 0.3580852150917053, -0.5172174572944641, 1.3668725490570068, 0.2107076197862625, -0.33485859632492065, 0.023456433787941933, 78431.0546875, 108320.578125, 76681.2890625, 46281.1328125, 124863.890625, 123658.0625, 38188.0, 39988.0, 45640.0, 50748.0, 3.6385769844055176, -0.7052802443504333, 811.0
35727, 0.3615879416465759, -0.5114656090736389, 1.3687384128570557, 0.20867592096328735, -0.260017991065979, 0.03591534122824669, 78433.65625, 108321.9453125, 76676.953125, 46281.62890625, 124849.8671875, 123656.5078125, 43095.0, 43967.0, 40513.0, 46552.0, 3.70845365524292, -0.7253684997558594, 800.0
35747, 0.3649830222129822, -0.5005897879600525, 1.370938777923584, 0.20579276978969574, -0.16583943367004395, 0.043481215834617615, 78431.0546875, 108320.578125, 76669.7265625, 46277.8984375, 124849.8671875, 123661.84375, 43752.0, 44402.0, 38967.0, 44821.0, 3.8303258419036865, -0.6543393731117249, 800.0
35767, 0.3686998188495636, -0.4884476065635681, 1.372964859008789, 0.20314541459083557, -0.07187629491090775, 0.04197712242603302, 78443.59375, 108315.71875, 76655.59375, 46276.359375, 124857.859375, 123681.828125, 42556.0, 44127.0, 39847.0, 44590.0, 3.9749042987823486, -0.5653136968612671, 800.0
35789, 0.3722173571586609, -0.47804442048072815, 1.3743773698806763, 0.20043839514255524, 0.004408016800880432, 0.035415325313806534, 78439.03125, 108326.9296875, 76665.3828125, 46276.5546875, 124842.53125, 123682.4921875, 41708.0, 43632.0, 40387.0, 44905.0, 4.107673645019531, -0.4779493510723114, 794.0
35807, 0.37571820616722107, -0.4627978801727295, 1.3756297826766968, 0.1976487934589386, 0.09357880055904388, 0.026117535308003426, 78439.84375, 108329.046875, 76668.921875, 46273.32421875, 124848.296875, 123674.9296875, 40667.0, 42129.0, 41268.0, 46492.0, 4.193319320678711, -0.4210287928581238, 794.0
35827, 0.37960222363471985, -0.44964292645454407, 1.3762969970703125, 0.19580674171447754, 0.16508008539676666, 0.012967383489012718, 78440.8203125, 108327.671875, 76663.6171875, 46278.24609375, 124854.3203125, 123689.8125, 40692.0, 42329.0, 41201.0, 46755.0, 4.247520446777344, -0.3652435541152954, 785.0
35847, 0.3833434283733368, -0.4316151440143585, 1.376531958580017, 0.19337889552116394, 0.2492155134677887, -0.0020949337631464005, 78442.6171875, 108329.7890625, 76659.125, 46275.51171875, 124856.546875, 123686.2734375, 43099.0, 45053.0, 39588.0, 44438.0, 4.280906677246094, -0.30540966987609863, 785.0
35867, 0.38692888617515564, -0.4128367602825165, 1.3762288093566895, 0.19119460880756378, 0.32741472125053406, -0.016936825588345528, 78442.6171875, 108322.0703125, 76666.1875, 46278.39453125, 124857.859375, 123678.046875, 43778.0, 45790.0, 39532.0, 44289.0, 4.305890083312988, -0.2041425108909607, 785.0
35888, 0.3908669352531433, -0.3958829939365387, 1.3754922151565552, 0.18978774547576904, 0.386886864900589, -0.031711094081401825, 78440.8203125, 108325.5546875, 76660.0859375, 46282.82421875, 124870.5703125, 123674.5078125, 43852.0, 45803.0, 41283.0, 43632.0, 4.361057281494141, -0.10078538954257965, 773.0
35907, 0.39498117566108704, -0.37441277503967285, 1.3742091655731201, 0.18805699050426483, 0.4549854099750519, -0.04543960466980934, 78445.390625, 108321.3203125, 76660.890625, 46283.125, 124875.0234375, 123663.171875, 41361.0, 42974.0, 43946.0, 47774.0, 4.459435939788818, 0.07423899322748184, 773.0
35928, 0.3987496495246887, -0.3560517728328705, 1.3727792501449585, 0.18659807741641998, 0.502162754535675, -0.05747026205062866, 78437.0703125, 108325.5546875, 76673.2578125, 46286.85546875, 124868.34375, 123666.0546875, 43243.0, 44867.0, 43168.0, 46137.0, 4.584183692932129, 0.2204168736934662, 773.0
35947, 0.4024861752986908, -0.3343992531299591, 1.370951533317566, 0.18488815426826477, 0.5552625060081482, -0.06525871157646179, 78442.6171875, 108323.4375, 76661.6953125, 46284.46875, 124862.3203125, 123660.9453125, 43322.0, 44290.0, 44205.0, 46973.0, 4.657682418823242, 0.29022762179374695, 765.0
35967, 0.4065221846103668, -0.31179893016815186, 1.3688099384307861, 0.18369702994823456, 0.6008107662200928, -0.07373634725809097, 78442.6171875, 108326.9296875, 76652.859375, 46279.7421875, 124860.0859375, 123672.7109375, 44030.0, 44795.0, 44106.0, 46969.0, 4.807333469390869, 0.4200019836425781, 765.0
35987, 0.40860942006111145, -0.2979382276535034, 1.3675135374069214, 0.18293817341327667, 0.6304500102996826, -0.07711867243051529, 78443.4296875, 108328.4140625, 76657.359375, 46282.625, 124877.25, 123680.9296875, 45103.0, 45463.0, 43476.0, 46895.0, 4.95049524307251, 0.5232712030410767, 765.0
