timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, laserFront
47849, 0.0, 0.0, 78.96177673339844, 0.0, 0.0, 0.449371337890625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47869, 0.0, 0.0, 78.96427154541016, 0.0, 0.0, 0.118255615234375, 0.0, 0.0, 0.0, 154889.390625, 113718.5625, 158118.578125, 0.0, 0.0, 0.0, 0.0, -0.30308055877685547, -0.49849605560302734, 0.0122603178024292, 3.278257369995117, 322.0
47889, 0.0, 0.0, 78.97044372558594, 0.0, 0.0, 0.292205810546875, 0.0, 0.0, 0.0, 154895.96875, 113722.1796875, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3030209541320801, -0.49857616424560547, 0.012194618582725525, 3.2773566246032715, 322.0
47909, 0.0, 0.0, 78.96817016601562, 0.0, 0.0, -0.107574462890625, 0.0, 0.0, 0.0, 154888.9375, 113716.375, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3031129837036133, -0.49846839904785156, 0.012327581644058228, 3.2782089710235596, 322.0
47929, 0.0, 0.0, 78.94762420654297, 0.0, 0.0, -0.9735107421875, 0.0, 0.0, 0.0, 154893.625, 113712.7578125, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3030886650085449, -0.49856090545654297, 0.01214379072189331, 3.279285430908203, 322.0
47949, 0.0, 0.0, 78.93202209472656, 0.0, 0.0, -0.739288330078125, 0.0, 0.0, 0.0, 154895.53125, 113712.7578125, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.30303096771240234, -0.4984893798828125, 0.012463107705116272, 3.2794721126556396, 314.0
47969, 0.0, 0.0, 78.91211700439453, 0.0, 0.0, -0.9429931640625, 0.0, 0.0, 0.0, 154887.921875, 113718.5625, 158122.46875, 0.0, 0.0, 0.0, 0.0, -0.30309247970581055, -0.4984903335571289, 0.01226159930229187, 3.279238700866699, 314.0
47989, 0.0, 0.0, 78.89079284667969, 0.0, 0.0, -1.0101318359375, 0.0, 0.0, 0.0, 154889.390625, 113725.03125, 158124.40625, 0.0, 0.0, 0.0, 0.0, -0.30294132232666016, -0.49852943420410156, 0.012176573276519775, 3.279123067855835, 314.0
48009, 0.0, 0.0, 78.86729431152344, 0.0, 0.0, -1.113128662109375, 0.0, 0.0, 0.0, 154891.734375, 113718.5625, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3030576705932617, -0.4984569549560547, 0.012347474694252014, 3.2796080112457275, 314.0
48029, 0.0, 0.0, 78.84721374511719, 0.0, 0.0, -0.951385498046875, 0.0, 0.0, 0.0, 154892.171875, 113718.5625, 158122.46875, 0.0, 0.0, 0.0, 0.0, -0.3029961585998535, -0.49854183197021484, 0.012234911322593689, 3.280792236328125, 314.0
48049, 0.0, 0.0, 78.82991027832031, 0.0, 0.0, -0.81939697265625, 0.0, 0.0, 0.0, 154896.421875, 113718.5625, 158118.578125, 0.0, 0.0, 0.0, 0.0, -0.3029513359069824, -0.4985494613647461, 0.012207046151161194, 3.2833430767059326, 316.0
48069, 0.0, 0.0, 78.82421112060547, 0.0, 0.0, -0.27008056640625, 0.0, 0.0, 0.0, 154891.734375, 113718.5625, 158118.578125, 0.0, 0.0, 0.0, 0.0, -0.3030681610107422, -0.49846363067626953, 0.01221446692943573, 3.283900737762451, 316.0
48089, 0.0, 0.0, 78.8299789428711, 0.0, 0.0, 0.27313232421875, 0.0, 0.0, 0.0, 154897.296875, 113726.5546875, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.30309581756591797, -0.49853515625, 0.01207597553730011, 3.285677194595337, 316.0
48109, 0.0, 0.0, 78.8543930053711, 0.0, 0.0, 1.1566162109375, 0.0, 0.0, 0.0, 154887.921875, 113712.7578125, 158118.578125, 0.0, 0.0, 0.0, 0.0, -0.3030567169189453, -0.4984750747680664, 0.012279093265533447, 3.2869198322296143, 316.0
48129, 0.0, 0.0, 78.87104797363281, 0.0, 0.0, 0.78887939453125, 0.0, 0.0, 0.0, 154885.140625, 113718.5625, 158122.46875, 0.0, 0.0, 0.0, 0.0, -0.30298900604248047, -0.4985227584838867, 0.012131646275520325, 3.288796901702881, 316.0
48149, 0.0, 0.0, 78.88142395019531, 0.0, 0.0, 0.4913330078125, 0.0, 0.0, 0.0, 154887.046875, 113714.1875, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.30307960510253906, -0.4985179901123047, 0.012258455157279968, 3.2886962890625, 315.0
48169, 0.0, 0.0, 78.87944030761719, 0.0, 0.0, -0.093841552734375, 0.0, 0.0, 0.0, 154887.484375, 113722.1796875, 158118.578125, 0.0, 0.0, 0.0, 0.0, -0.30295419692993164, -0.49852943420410156, 0.012086465954780579, 3.2896311283111572, 315.0
48189, 0.0, 0.0, 78.88095092773438, 0.0, 0.0, 0.07171630859375, 0.0, 0.0, 0.0, 154887.484375, 113717.8046875, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3031501770019531, -0.4984312057495117, 0.012613490223884583, 3.2913930416107178, 315.0
48209, 0.0, 0.0, 78.89463806152344, 0.0, 0.0, 0.64849853515625, 0.0, 0.0, 0.0, 154887.046875, 113717.1328125, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3029971122741699, -0.498504638671875, 0.012114003300666809, 3.292550563812256, 315.0
48229, 0.0, 0.0, 78.89430236816406, 0.0, 0.0, -0.016021728515625, 0.0, 0.0, 0.0, 154887.046875, 113719.9921875, 158122.46875, 0.0, 0.0, 0.0, 0.0, -0.3030667304992676, -0.49851226806640625, 0.012097105383872986, 3.291818380355835, 315.0
48249, 0.0, 0.0, 78.89402770996094, 0.0, 0.0, -0.012969970703125, 0.0, 0.0, 0.0, 154884.25, 113722.9375, 158124.40625, 0.0, 0.0, 0.0, 0.0, -0.30304765701293945, -0.4985380172729492, 0.01217147707939148, 3.2937588691711426, 316.0
48269, 0.0, 0.0, 78.88030242919922, 0.0, 0.0, -0.6500244140625, 0.0, 0.0, 0.0, 154885.140625, 113722.9375, 158116.640625, 0.0, 0.0, 0.0, 0.0, -0.3030667304992676, -0.4984455108642578, 0.012149766087532043, 3.2966270446777344, 316.0
48289, 0.0, 0.0, 78.86190795898438, 0.0, 0.0, -0.87127685546875, 0.0, 0.0, 0.0, 154883.234375, 113714.9453125, 158122.46875, 0.0, 0.0, 0.0, 0.0, -0.3030414581298828, -0.49855709075927734, 0.012214601039886475, 3.2963643074035645, 316.0
48309, 0.0, 0.0, 78.85012817382812, 0.0, 0.0, -0.557708740234375, 0.0, 0.0, 0.0, 154888.9375, 113717.1328125, 158122.46875, 0.0, 0.0, 0.0, 0.0, -0.3030691146850586, -0.4985542297363281, 0.012281328439712524, 3.2980053424835205, 316.0
48329, 0.0, 0.0, 78.84577941894531, 0.0, 0.0, -0.20599365234375, 0.0, 0.0, 0.0, 154885.578125, 113719.3203125, 158120.515625, 0.0, 0.0, 0.0, 0.0, -0.3030376434326172, -0.49844837188720703, 0.012172311544418335, 3.299190044403076, 316.0
48349, 0.0, 0.0, 78.84745025634766, 0.0, 0.0, 0.079345703125, 0.0, 0.0, 0.0, 154886.59375, 113717.8046875, 158116.640625, 0.0, 0.0, 0.0, 0.0, -0.3030586242675781, -0.4985494613647461, 0.012185901403427124, 3.3000197410583496, 317.0
