timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, yaw, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
1016951, 0.0, 0.0, 93.59253692626953, 0.0, 0.0, 0.52947998046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494580268859863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1016961, 0.0, 0.0, 93.59729766845703, 0.0, 0.0, 0.47607421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49497127532959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1016971, 0.0, 0.0, 93.60486602783203, 0.0, 0.0, 0.7568359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494050025939941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1016981, 0.0, 0.0, 93.61167907714844, 0.0, 0.0, 0.681304931640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494853973388672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1016991, 0.0, 0.0, 93.60905456542969, 0.0, 0.0, -0.262451171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49448013305664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017001, 0.0, 0.0, 93.60669708251953, 0.0, 0.0, -0.235748291015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494378089904785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017011, 0.0, 0.0, 93.60675811767578, 0.0, 0.0, 0.006103515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494531631469727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017021, 0.0, 0.0, 93.60681915283203, 0.0, 0.0, 0.006103515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49404525756836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017031, 0.0, 0.0, 93.61124420166016, 0.0, 0.0, 0.4425048828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495038986206055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017041, 0.0, 0.0, 93.61522674560547, 0.0, 0.0, 0.39825439453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494214057922363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017051, 0.0, 0.0, 93.61116027832031, 0.0, 0.0, -0.406646728515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495582580566406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017061, 0.0, 0.0, 93.60749816894531, 0.0, 0.0, -0.3662109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495652198791504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017071, 0.0, 0.0, 93.60584259033203, 0.0, 0.0, -0.165557861328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.496711730957031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017081, 0.0, 0.0, 93.60435485839844, 0.0, 0.0, -0.148773193359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.496554374694824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017091, 0.0, 0.0, 93.60246276855469, 0.0, 0.0, -0.189208984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495306015014648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017101, 0.0, 0.0, 93.60076141357422, 0.0, 0.0, -0.170135498046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495365142822266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017111, 0.0, 0.0, 93.59923553466797, 0.0, 0.0, -0.152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494917869567871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017121, 0.0, 0.0, 93.59786224365234, 0.0, 0.0, -0.1373291015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495013236999512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017131, 0.0, 0.0, 93.59443664550781, 0.0, 0.0, -0.342559814453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494911193847656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017141, 0.0, 0.0, 93.59135437011719, 0.0, 0.0, -0.3082275390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495266914367676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017151, 0.0, 0.0, 93.57654571533203, 0.0, 0.0, -1.480865478515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494791984558105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017161, 0.0, 0.0, 93.56321716308594, 0.0, 0.0, -1.332855224609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495549201965332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017171, 0.0, 0.0, 93.54466247558594, 0.0, 0.0, -1.85546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49439525604248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017181, 0.0, 0.0, 93.52796173095703, 0.0, 0.0, -1.670074462890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49349594116211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017191, 0.0, 0.0, 93.51293182373047, 0.0, 0.0, -1.50299072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494012832641602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017201, 0.0, 0.0, 93.49940490722656, 0.0, 0.0, -1.352691650390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493651390075684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017211, 0.0, 0.0, 93.49215698242188, 0.0, 0.0, -0.72479248046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49366569519043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017221, 0.0, 0.0, 93.48563385009766, 0.0, 0.0, -0.652313232421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493307113647461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017231, 0.0, 0.0, 93.49288177490234, 0.0, 0.0, 0.72479248046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493573188781738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017241, 0.0, 0.0, 93.49940490722656, 0.0, 0.0, 0.652313232421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493942260742188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017251, 0.0, 0.0, 93.51293182373047, 0.0, 0.0, 1.352691650390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.495038032531738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017261, 0.0, 0.0, 93.52510833740234, 0.0, 0.0, 1.2176513671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494346618652344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017271, 0.0, 0.0, 93.5300521850586, 0.0, 0.0, 0.494384765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493070602416992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017281, 0.0, 0.0, 93.53450012207031, 0.0, 0.0, 0.444793701171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493256568908691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017291, 0.0, 0.0, 93.53904724121094, 0.0, 0.0, 0.4547119140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493083000183105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017301, 0.0, 0.0, 93.54314422607422, 0.0, 0.0, 0.409698486328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492780685424805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017311, 0.0, 0.0, 93.54682922363281, 0.0, 0.0, 0.368499755859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49229907989502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017321, 0.0, 0.0, 93.5501480102539, 0.0, 0.0, 0.331878662109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493253707885742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017331, 0.0, 0.0, 93.55094909667969, 0.0, 0.0, 0.080108642578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493919372558594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017341, 0.0, 0.0, 93.55166625976562, 0.0, 0.0, 0.07171630859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493426322937012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017351, 0.0, 0.0, 93.55449676513672, 0.0, 0.0, 0.283050537109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.494762420654297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017361, 0.0, 0.0, 93.55704498291016, 0.0, 0.0, 0.25482177734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493541717529297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017371, 0.0, 0.0, 93.56317138671875, 0.0, 0.0, 0.612640380859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492986679077148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017381, 0.0, 0.0, 93.56867980957031, 0.0, 0.0, 0.55084228515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49177360534668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017391, 0.0, 0.0, 93.567626953125, 0.0, 0.0, -0.10528564453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492471694946289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017401, 0.0, 0.0, 93.56668090820312, 0.0, 0.0, -0.0946044921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49055004119873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017411, 0.0, 0.0, 93.57457733154297, 0.0, 0.0, 0.789642333984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.491741180419922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017421, 0.0, 0.0, 93.58168029785156, 0.0, 0.0, 0.710296630859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492356300354004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017431, 0.0, 0.0, 93.58424377441406, 0.0, 0.0, 0.25634765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49390983581543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017441, 0.0, 0.0, 93.58655548095703, 0.0, 0.0, 0.231170654296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.493785858154297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017451, 0.0, 0.0, 93.58425903320312, 0.0, 0.0, -0.229644775390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492673873901367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017461, 0.0, 0.0, 93.58219146728516, 0.0, 0.0, -0.206756591796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.491910934448242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017471, 0.0, 0.0, 93.57048797607422, 0.0, 0.0, -1.17034912109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492923736572266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017481, 0.0, 0.0, 93.5599594116211, 0.0, 0.0, -1.0528564453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492959976196289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017491, 0.0, 0.0, 93.56852722167969, 0.0, 0.0, 0.856781005859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492629051208496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017501, 0.0, 0.0, 93.57624053955078, 0.0, 0.0, 0.771331787109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.492034912109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017511, 0.0, 0.0, 93.57825469970703, 0.0, 0.0, 0.201416015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.49193000793457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017521, 0.0, 0.0, 93.58007049560547, 0.0, 0.0, 0.18157958984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.491827011108398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017531, 0.0, 0.0, 93.5822525024414, 0.0, 0.0, 0.21820068359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.491069793701172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017541, 0.0, 0.0, 93.58421325683594, 0.0, 0.0, 0.196075439453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.490476608276367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017551, 0.0, 0.0, 93.58761596679688, 0.0, 0.0, 0.34027099609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.489845275878906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017561, 0.0, 0.0, 93.59068298339844, 0.0, 0.0, 0.30670166015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.490056991577148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017571, 0.0, 0.0, 93.59890747070312, 0.0, 0.0, 0.82244873046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488739013671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017581, 0.0, 0.0, 93.60631561279297, 0.0, 0.0, 0.740814208984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488759994506836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017591, 0.0, 0.0, 93.60478210449219, 0.0, 0.0, -0.153350830078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488666534423828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017601, 0.0, 0.0, 93.60340118408203, 0.0, 0.0, -0.138092041015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.489258766174316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017611, 0.0, 0.0, 93.59613800048828, 0.0, 0.0, -0.726318359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.489241600036621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017621, 0.0, 0.0, 93.58960723876953, 0.0, 0.0, -0.653076171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.489092826843262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017631, 0.0, 0.0, 93.58700561523438, 0.0, 0.0, -0.260162353515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.48867416381836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017641, 0.0, 0.0, 93.58466339111328, 0.0, 0.0, -0.234222412109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488693237304688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017651, 0.0, 0.0, 93.58419799804688, 0.0, 0.0, -0.046539306640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.48934555053711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017661, 0.0, 0.0, 93.58377838134766, 0.0, 0.0, -0.041961669921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488542556762695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017671, 0.0, 0.0, 93.5751953125, 0.0, 0.0, -0.858306884765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.48820972442627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017681, 0.0, 0.0, 93.56747436523438, 0.0, 0.0, -0.7720947265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488911628723145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017691, 0.0, 0.0, 93.56380462646484, 0.0, 0.0, -0.366973876953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488248825073242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017701, 0.0, 0.0, 93.56050109863281, 0.0, 0.0, -0.330352783203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488615036010742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017711, 0.0, 0.0, 93.55315399169922, 0.0, 0.0, -0.734710693359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488426208496094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017721, 0.0, 0.0, 93.54654693603516, 0.0, 0.0, -0.66070556640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488386154174805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017731, 0.0, 0.0, 93.5351333618164, 0.0, 0.0, -1.141357421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.48677921295166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017741, 0.0, 0.0, 93.52485656738281, 0.0, 0.0, -1.027679443359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.487346649169922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017751, 0.0, 0.0, 93.51779174804688, 0.0, 0.0, -0.70648193359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.488972663879395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017761, 0.0, 0.0, 93.51143646240234, 0.0, 0.0, -0.635528564453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.487281799316406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017771, 0.0, 0.0, 93.51719665527344, 0.0, 0.0, 0.576019287109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.487151145935059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017781, 0.0, 0.0, 93.52238464355469, 0.0, 0.0, 0.518798828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.486957550048828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1017791, 0.0, 0.0, 93.52377319335938, 0.0, 0.0, 0.13885498046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -10.486586570739746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
