timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, motor1, motor2, motor3, motor4, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
702366, 0.0, 0.0, 94.37382507324219, 0.0, 0.0, -1.28631591796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702376, 0.0, 0.0, 94.36060333251953, 0.0, 0.0, -1.322174072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702386, 0.0, 0.0, 94.34870910644531, 0.0, 0.0, -1.189422607421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702396, 0.0, 0.0, 94.35057830810547, 0.0, 0.0, 0.186920166015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702406, 0.0, 0.0, 94.35226440429688, 0.0, 0.0, 0.168609619140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702416, 0.0, 0.0, 94.35487365722656, 0.0, 0.0, 0.26092529296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702426, 0.0, 0.0, 94.35722351074219, 0.0, 0.0, 0.2349853515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702436, 0.0, 0.0, 94.35714721679688, 0.0, 0.0, -0.00762939453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702446, 0.0, 0.0, 94.3570785522461, 0.0, 0.0, -0.006866455078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702456, 0.0, 0.0, 94.36084747314453, 0.0, 0.0, 0.37689208984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702466, 0.0, 0.0, 94.3642349243164, 0.0, 0.0, 0.3387451171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702476, 0.0, 0.0, 94.36673736572266, 0.0, 0.0, 0.250244140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702486, 0.0, 0.0, 94.36898803710938, 0.0, 0.0, 0.225067138671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702496, 0.0, 0.0, 94.37156677246094, 0.0, 0.0, 0.25787353515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702506, 0.0, 0.0, 94.37388610839844, 0.0, 0.0, 0.23193359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702516, 0.0, 0.0, 94.37542724609375, 0.0, 0.0, 0.15411376953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702526, 0.0, 0.0, 94.3768081665039, 0.0, 0.0, 0.138092041015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702536, 0.0, 0.0, 94.37422943115234, 0.0, 0.0, -0.25787353515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702546, 0.0, 0.0, 94.37191009521484, 0.0, 0.0, -0.23193359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702556, 0.0, 0.0, 94.36434936523438, 0.0, 0.0, -0.756072998046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702566, 0.0, 0.0, 94.3575439453125, 0.0, 0.0, -0.6805419921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702576, 0.0, 0.0, 94.35032653808594, 0.0, 0.0, -0.72174072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702586, 0.0, 0.0, 94.34383392333984, 0.0, 0.0, -0.649261474609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702596, 0.0, 0.0, 94.34127044677734, 0.0, 0.0, -0.25634765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702606, 0.0, 0.0, 94.33895874023438, 0.0, 0.0, -0.231170654296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702616, 0.0, 0.0, 94.33250427246094, 0.0, 0.0, -0.64544677734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702626, 0.0, 0.0, 94.32669830322266, 0.0, 0.0, -0.580596923828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702636, 0.0, 0.0, 94.31710052490234, 0.0, 0.0, -0.95977783203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702646, 0.0, 0.0, 94.30846405029297, 0.0, 0.0, -0.8636474609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702656, 0.0, 0.0, 94.29959106445312, 0.0, 0.0, -0.887298583984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702666, 0.0, 0.0, 94.29161071777344, 0.0, 0.0, -0.79803466796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702676, 0.0, 0.0, 94.29536437988281, 0.0, 0.0, 0.3753662109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702686, 0.0, 0.0, 94.29874420166016, 0.0, 0.0, 0.337982177734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702696, 0.0, 0.0, 94.30397033691406, 0.0, 0.0, 0.522613525390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702706, 0.0, 0.0, 94.30867004394531, 0.0, 0.0, 0.469970703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702716, 0.0, 0.0, 94.31836700439453, 0.0, 0.0, 0.969696044921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702726, 0.0, 0.0, 94.32709503173828, 0.0, 0.0, 0.872802734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702736, 0.0, 0.0, 94.33222198486328, 0.0, 0.0, 0.5126953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702746, 0.0, 0.0, 94.33683776855469, 0.0, 0.0, 0.461578369140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702756, 0.0, 0.0, 94.34426879882812, 0.0, 0.0, 0.74310302734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702766, 0.0, 0.0, 94.35095977783203, 0.0, 0.0, 0.669097900390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702776, 0.0, 0.0, 94.35916900634766, 0.0, 0.0, 0.8209228515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702786, 0.0, 0.0, 94.3665542602539, 0.0, 0.0, 0.738525390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702796, 0.0, 0.0, 94.3671875, 0.0, 0.0, 0.063323974609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702806, 0.0, 0.0, 94.36775207519531, 0.0, 0.0, 0.05645751953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702816, 0.0, 0.0, 94.36990356445312, 0.0, 0.0, 0.21514892578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702826, 0.0, 0.0, 94.37184143066406, 0.0, 0.0, 0.19378662109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702836, 0.0, 0.0, 94.37358093261719, 0.0, 0.0, 0.1739501953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702846, 0.0, 0.0, 94.37515258789062, 0.0, 0.0, 0.15716552734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702856, 0.0, 0.0, 94.36945343017578, 0.0, 0.0, -0.569915771484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702866, 0.0, 0.0, 94.36432647705078, 0.0, 0.0, -0.5126953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702876, 0.0, 0.0, 94.3668212890625, 0.0, 0.0, 0.249481201171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702886, 0.0, 0.0, 94.36906433105469, 0.0, 0.0, 0.22430419921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702896, 0.0, 0.0, 94.37873840332031, 0.0, 0.0, 0.9674072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702906, 0.0, 0.0, 94.38744354248047, 0.0, 0.0, 0.870513916015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702916, 0.0, 0.0, 94.40238952636719, 0.0, 0.0, 1.494598388671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702926, 0.0, 0.0, 94.41584014892578, 0.0, 0.0, 1.345062255859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702936, 0.0, 0.0, 94.42521667480469, 0.0, 0.0, 0.937652587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702946, 0.0, 0.0, 94.43365478515625, 0.0, 0.0, 0.84381103515625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702956, 0.0, 0.0, 94.42757415771484, 0.0, 0.0, -0.608062744140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702966, 0.0, 0.0, 94.42210388183594, 0.0, 0.0, -0.547027587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702976, 0.0, 0.0, 94.42155456542969, 0.0, 0.0, -0.054931640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702986, 0.0, 0.0, 94.42105865478516, 0.0, 0.0, -0.049591064453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
702996, 0.0, 0.0, 94.42662811279297, 0.0, 0.0, 0.55694580078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703006, 0.0, 0.0, 94.431640625, 0.0, 0.0, 0.501251220703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703016, 0.0, 0.0, 94.43943786621094, 0.0, 0.0, 0.77972412109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703026, 0.0, 0.0, 94.44644927978516, 0.0, 0.0, 0.701141357421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703036, 0.0, 0.0, 94.45057678222656, 0.0, 0.0, 0.412750244140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703046, 0.0, 0.0, 94.45429229736328, 0.0, 0.0, 0.371551513671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703056, 0.0, 0.0, 94.45216369628906, 0.0, 0.0, -0.212860107421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703066, 0.0, 0.0, 94.45024871826172, 0.0, 0.0, -0.191497802734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703076, 0.0, 0.0, 94.44688415527344, 0.0, 0.0, -0.336456298828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703086, 0.0, 0.0, 94.44385528564453, 0.0, 0.0, -0.302886962890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703096, 0.0, 0.0, 94.44496154785156, 0.0, 0.0, 0.110626220703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703106, 0.0, 0.0, 94.44595336914062, 0.0, 0.0, 0.09918212890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703116, 0.0, 0.0, 94.44629669189453, 0.0, 0.0, 0.034332275390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703126, 0.0, 0.0, 94.44660949707031, 0.0, 0.0, 0.031280517578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703136, 0.0, 0.0, 94.44525146484375, 0.0, 0.0, -0.13580322265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703146, 0.0, 0.0, 94.44403076171875, 0.0, 0.0, -0.1220703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703156, 0.0, 0.0, 94.44511413574219, 0.0, 0.0, 0.10833740234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703166, 0.0, 0.0, 94.44609069824219, 0.0, 0.0, 0.09765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703176, 0.0, 0.0, 94.43603515625, 0.0, 0.0, -1.00555419921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703186, 0.0, 0.0, 94.42698669433594, 0.0, 0.0, -0.90484619140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703196, 0.0, 0.0, 94.42102813720703, 0.0, 0.0, -0.595855712890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703206, 0.0, 0.0, 94.41566467285156, 0.0, 0.0, -0.536346435546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703216, 0.0, 0.0, 94.40919494628906, 0.0, 0.0, -0.64697265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703226, 0.0, 0.0, 94.40337371826172, 0.0, 0.0, -0.582122802734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703236, 0.0, 0.0, 94.38938903808594, 0.0, 0.0, -1.398468017578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703246, 0.0, 0.0, 94.37680053710938, 0.0, 0.0, -1.25885009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703256, 0.0, 0.0, 94.36766052246094, 0.0, 0.0, -0.91400146484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703266, 0.0, 0.0, 94.35943603515625, 0.0, 0.0, -0.82244873046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703276, 0.0, 0.0, 94.36241912841797, 0.0, 0.0, 0.298309326171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703286, 0.0, 0.0, 94.36510467529297, 0.0, 0.0, 0.2685546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703296, 0.0, 0.0, 94.36424255371094, 0.0, 0.0, -0.086212158203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703306, 0.0, 0.0, 94.36346435546875, 0.0, 0.0, -0.07781982421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703316, 0.0, 0.0, 94.356201171875, 0.0, 0.0, -0.726318359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703326, 0.0, 0.0, 94.34966278076172, 0.0, 0.0, -0.653839111328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703336, 0.0, 0.0, 94.34159851074219, 0.0, 0.0, -0.806427001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703346, 0.0, 0.0, 94.33433532714844, 0.0, 0.0, -0.726318359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703356, 0.0, 0.0, 94.33162689208984, 0.0, 0.0, -0.270843505859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703366, 0.0, 0.0, 94.32919311523438, 0.0, 0.0, -0.243377685546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703376, 0.0, 0.0, 94.32699584960938, 0.0, 0.0, -0.2197265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703386, 0.0, 0.0, 94.32501983642578, 0.0, 0.0, -0.197601318359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703396, 0.0, 0.0, 94.33582305908203, 0.0, 0.0, 1.080322265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703406, 0.0, 0.0, 94.34554290771484, 0.0, 0.0, 0.97198486328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703416, 0.0, 0.0, 94.34554290771484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703426, 0.0, 0.0, 94.34554290771484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703436, 0.0, 0.0, 94.34882354736328, 0.0, 0.0, 0.32806396484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
703446, 0.0, 0.0, 94.35177612304688, 0.0, 0.0, 0.295257568359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
