timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, laserFront
34397, 0.0, 0.0, 14.643000602722168, 0.0, 0.0, 0.6120681762695312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34417, 0.0, 0.0, 14.648271560668945, 0.0, 0.0, 0.24967193603515625, 158272.328125, 125551.4375, 158399.171875, 0.0, 0.0, 0.0, 0.0, -0.2546653747558594, -0.1396932601928711, 0.01950642466545105, 1.851158618927002, 107.0
34437, 0.0, 0.0, 14.647347450256348, 0.0, 0.0, -0.043773651123046875, 158276.21875, 125551.4375, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.2546672821044922, -0.1397252082824707, 0.019107341766357422, 1.8512808084487915, 107.0
34457, 0.0, 0.0, 14.639326095581055, 0.0, 0.0, -0.37994384765625, 158272.328125, 125552.125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.25461864471435547, -0.13966894149780273, 0.01925528049468994, 1.8512017726898193, 107.0
34477, 0.0, 0.0, 14.620362281799316, 0.0, 0.0, -0.8982658386230469, 158272.328125, 125558.2109375, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.25450801849365234, -0.13970303535461426, 0.019094496965408325, 1.8507903814315796, 87.0
34497, 0.0, 0.0, 14.603961944580078, 0.0, 0.0, -0.7768630981445312, 158272.328125, 125547.609375, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.25467920303344727, -0.1396176815032959, 0.01924625039100647, 1.8508087396621704, 87.0
34517, 0.0, 0.0, 14.611455917358398, 0.0, 0.0, 0.35495758056640625, 158272.328125, 125550.546875, 158401.125, 0.0, 0.0, 0.0, 0.0, -0.2545962333679199, -0.1396775245666504, 0.019256681203842163, 1.851523518562317, 87.0
34537, 0.0, 0.0, 14.616487503051758, 0.0, 0.0, 0.23832321166992188, 158278.171875, 125552.125, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.25455760955810547, -0.1396656036376953, 0.01930871605873108, 1.8525850772857666, 87.0
34557, 0.0, 0.0, 14.641342163085938, 0.0, 0.0, 1.1773109436035156, 158276.21875, 125549.8671875, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.25461673736572266, -0.13971996307373047, 0.019236624240875244, 1.853350281715393, 87.0
34577, 0.0, 0.0, 14.668745994567871, 0.0, 0.0, 1.2980461120605469, 158276.21875, 125550.7578125, 158399.171875, 0.0, 0.0, 0.0, 0.0, -0.2545652389526367, -0.13964152336120605, 0.019236445426940918, 1.8538130521774292, 106.0
34597, 0.0, 0.0, 14.68990421295166, 0.0, 0.0, 1.0022163391113281, 158274.265625, 125561.8359375, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.2547168731689453, -0.13978981971740723, 0.019332796335220337, 1.8544604778289795, 106.0
34617, 0.0, 0.0, 14.703926086425781, 0.0, 0.0, 0.6642341613769531, 158272.328125, 125554.3828125, 158399.171875, 0.0, 0.0, 0.0, 0.0, -0.2546405792236328, -0.13972258567810059, 0.01927933096885681, 1.8537170886993408, 106.0
34637, 0.0, 0.0, 14.712166786193848, 0.0, 0.0, 0.3903388977050781, 158274.265625, 125549.8671875, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.254636287689209, -0.139739990234375, 0.019392281770706177, 1.853514552116394, 106.0
34657, 0.0, 0.0, 14.728192329406738, 0.0, 0.0, 0.759124755859375, 158272.328125, 125552.125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.2546401023864746, -0.13971328735351562, 0.019329190254211426, 1.8548786640167236, 106.0
34677, 0.0, 0.0, 14.730783462524414, 0.0, 0.0, 0.12273788452148438, 158274.265625, 125553.6953125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.254763126373291, -0.13962197303771973, 0.019201338291168213, 1.8561033010482788, 82.0
34697, 0.0, 0.0, 14.718337059020996, 0.0, 0.0, -0.5895614624023438, 158274.265625, 125542.1953125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.25461244583129883, -0.1397082805633545, 0.019145160913467407, 1.8552411794662476, 82.0
34717, 0.0, 0.0, 14.708256721496582, 0.0, 0.0, -0.4775047302246094, 158276.21875, 125547.609375, 158399.171875, 0.0, 0.0, 0.0, 0.0, -0.2546358108520508, -0.13970017433166504, 0.019346147775650024, 1.8562161922454834, 82.0
34737, 0.0, 0.0, 14.67619514465332, 0.0, 0.0, -1.5187263488769531, 158278.171875, 125560.46875, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.25450658798217773, -0.1396775245666504, 0.019412338733673096, 1.8571110963821411, 82.0
34757, 0.0, 0.0, 14.680355072021484, 0.0, 0.0, 0.19702911376953125, 158270.375, 125556.640625, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.25460338592529297, -0.1396467685699463, 0.019172102212905884, 1.8577377796173096, 82.0
34777, 0.0, 0.0, 14.67541217803955, 0.0, 0.0, -0.23412704467773438, 158270.375, 125552.125, 158401.125, 0.0, 0.0, 0.0, 0.0, -0.25458860397338867, -0.13974332809448242, 0.019214481115341187, 1.8586829900741577, 104.0
34797, 0.0, 0.0, 14.656864166259766, 0.0, 0.0, -0.8786201477050781, 158272.328125, 125555.0625, 158399.171875, 0.0, 0.0, 0.0, 0.0, -0.25459766387939453, -0.13972091674804688, 0.019301295280456543, 1.859204649925232, 104.0
34817, 0.0, 0.0, 14.652229309082031, 0.0, 0.0, -0.21953582763671875, 158272.328125, 125553.6953125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.2546844482421875, -0.13969111442565918, 0.019211024045944214, 1.858452320098877, 104.0
34837, 0.0, 0.0, 14.636008262634277, 0.0, 0.0, -0.7683753967285156, 158276.21875, 125552.125, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.254580020904541, -0.1396961212158203, 0.019139349460601807, 1.8575695753097534, 104.0
34857, 0.0, 0.0, 14.632219314575195, 0.0, 0.0, -0.17948150634765625, 158274.265625, 125552.125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.2545809745788574, -0.1397562026977539, 0.019295334815979004, 1.8573343753814697, 104.0
34877, 0.0, 0.0, 14.62707233428955, 0.0, 0.0, -0.2437591552734375, 158274.265625, 125554.3828125, 158399.171875, 0.0, 0.0, 0.0, 0.0, -0.25458240509033203, -0.1396956443786621, 0.019255250692367554, 1.858656883239746, 90.0
34897, 0.0, 0.0, 14.619786262512207, 0.0, 0.0, -0.3451347351074219, 158274.265625, 125553.6953125, 158395.265625, 0.0, 0.0, 0.0, 0.0, -0.2545504570007324, -0.13966631889343262, 0.019335240125656128, 1.8590471744537354, 90.0
34917, 0.0, 0.0, 14.624274253845215, 0.0, 0.0, 0.21257400512695312, 158274.265625, 125556.640625, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.25458621978759766, -0.13976573944091797, 0.01923772692680359, 1.8596360683441162, 90.0
34937, 0.0, 0.0, 14.63518238067627, 0.0, 0.0, 0.5167007446289062, 158278.171875, 125558.8984375, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.254518985748291, -0.1396467685699463, 0.019336432218551636, 1.8594926595687866, 90.0
34957, 0.0, 0.0, 14.644017219543457, 0.0, 0.0, 0.4184722900390625, 158274.265625, 125553.4921875, 158397.21875, 0.0, 0.0, 0.0, 0.0, -0.25453901290893555, -0.13971638679504395, 0.01929187774658203, 1.8586469888687134, 90.0
