timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, laserFront
421539, -0.2595556974411011, -0.09720983356237411, 0.020751478150486946, 0.0004545889387372881, -0.00012574251741170883, 0.00015490841178689152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
421559, -0.2595968246459961, -0.09713122993707657, 0.020324314013123512, 0.0017071216134354472, -0.0004951842129230499, 0.0007978590438142419, 158225.5625, 130748.6953125, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.2596893310546875, -0.09714925289154053, 0.020091474056243896, -0.02466810680925846, 145.0
421579, -0.25956234335899353, -0.09713462740182877, 0.020319752395153046, 0.003010423155501485, -0.0010730570647865534, 0.0009116822620853782, 158223.625, 130750.9765625, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.25958776473999023, -0.0971142053604126, 0.020321160554885864, -0.05276722088456154, 148.0
421600, -0.2595188319683075, -0.0971442461013794, 0.02032937854528427, 0.004067710135132074, -0.0014748804969713092, 0.0006993737770244479, 158223.625, 130745.1171875, 158348.390625, 0.0, 0.0, 0.0, 0.0, -0.25966739654541016, -0.09711050987243652, 0.02024790644645691, -0.07242238521575928, 148.0
421619, -0.25945499539375305, -0.09716684371232986, 0.020321909338235855, 0.0053306519985198975, -0.0017822453519329429, 0.0006406678585335612, 158223.625, 130747.3984375, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.2595815658569336, -0.09711575508117676, 0.02028757333755493, -0.08188951015472412, 148.0
421639, -0.2593860328197479, -0.09718625992536545, 0.020326390862464905, 0.00627610320225358, -0.002244929550215602, 0.0008590120123699307, 158223.625, 130749.6796875, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.2595977783203125, -0.0970757007598877, 0.02037757635116577, -0.09101016819477081, 148.0
421659, -0.2593165636062622, -0.09721547365188599, 0.020331067964434624, 0.006975556258112192, -0.0027686418034136295, 0.0006948427180759609, 158219.71875, 130750.328125, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.25963830947875977, -0.09716105461120605, 0.020353227853775024, -0.09037992358207703, 148.0
421679, -0.25922128558158875, -0.09725549072027206, 0.020363524556159973, 0.007754551712423563, -0.00295535521581769, 0.0011040648678317666, 158227.515625, 130753.59375, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.2594313621520996, -0.09726834297180176, 0.021195918321609497, -0.08896078169345856, 147.0
421699, -0.2591521441936493, -0.09726964682340622, 0.020349692553281784, 0.008399873040616512, -0.0028917184099555016, 0.0008420742815360427, 158221.671875, 130752.609375, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.2596778869628906, -0.09702706336975098, 0.0200006365776062, -0.09409286826848984, 147.0
421719, -0.259085088968277, -0.09730135649442673, 0.02038966305553913, 0.008749343454837799, -0.003244943218305707, 0.0008960759732872248, 158225.5625, 130748.6953125, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.25958776473999023, -0.09714305400848389, 0.020200490951538086, -0.09298962354660034, 147.0
421739, -0.2589850425720215, -0.0973207876086235, 0.020360557362437248, 0.009653869085013866, -0.0032169849146157503, 0.0003750833566300571, 158223.625, 130751.9609375, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.2596588134765625, -0.09699892997741699, 0.019870787858963013, -0.09518471360206604, 147.0
421759, -0.25892555713653564, -0.09736063331365585, 0.020389124751091003, 0.010180611163377762, -0.003546621650457382, 0.0005639523733407259, 158221.671875, 130751.9609375, 158346.4375, 0.0, 0.0, 0.0, 0.0, -0.25965213775634766, -0.09708428382873535, 0.020188868045806885, -0.09690242260694504, 148.0
421780, -0.25883805751800537, -0.09736088663339615, 0.020356573164463043, 0.01065360102802515, -0.0030847936868667603, 0.0003156489401590079, 158225.5625, 130751.9609375, 158344.484375, 0.0, 0.0, 0.0, 0.0, -0.25964832305908203, -0.09704625606536865, 0.0199277400970459, -0.09945789724588394, 148.0
421799, -0.25879690051078796, -0.09738458693027496, 0.02034699358046055, 0.010648936964571476, -0.0035700416192412376, 0.00032906935666687787, 158221.671875, 130752.609375, 158346.4375, 0.0, 0.0, 0.0, 0.0, -0.2596702575683594, -0.09709560871124268, 0.020289093255996704, -0.10599183291196823, 148.0
421819, -0.25876984000205994, -0.09739258885383606, 0.02038796991109848, 0.010698730126023293, -0.003425257746130228, 0.0004432818095665425, 158223.625, 130743.484375, 158346.4375, 0.0, 0.0, 0.0, 0.0, -0.25957250595092773, -0.09719967842102051, 0.020927369594573975, -0.10972927510738373, 148.0
