timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, roll, pitch, whiskerP1_2, whiskerP2_2, laserFront
108201, 0.1422920525074005, 0.03663597255945206, 0.140070378780365, 0.10488293319940567, 0.013016467913985252, 0.19533292949199677, 158350.34375, 119302.0703125, 158457.828125, 144217.25, 132211.984375, 153024.796875, 43492.0, 39388.0, 38097.0, 46323.0, 0.6064771413803101, -2.256317377090454, 0, 0, 73.0
108221, 0.1451651006937027, 0.03707864508032799, 0.14466260373592377, 0.11863378435373306, 0.012253329157829285, 0.19876757264137268, 158352.296875, 119302.0703125, 158455.859375, 144235.140625, 132220.140625, 153028.625, 42177.0, 41278.0, 38980.0, 44622.0, 0.6520397067070007, -2.4411885738372803, 0, 0, 75.0
108241, 0.14726953208446503, 0.03703991323709488, 0.1486595720052719, 0.12447314709424973, 0.007777417544275522, 0.19717705249786377, 158346.4375, 119307.296875, 158455.859375, 144235.78125, 132219.21875, 153031.125, 39574.0, 42433.0, 41825.0, 42926.0, 0.6497686505317688, -2.592667579650879, 0, 0, 75.0
108261, 0.14989948272705078, 0.03707164153456688, 0.15254683792591095, 0.13347040116786957, 0.004598417319357395, 0.19340184330940247, 158348.390625, 119308.7421875, 158455.859375, 144232.65625, 132216.8125, 153031.125, 38702.0, 43533.0, 42298.0, 41796.0, 0.6519066691398621, -2.5910251140594482, 0, 0, 73.0
108281, 0.1522715985774994, 0.03710329160094261, 0.15662948787212372, 0.1390780657529831, 0.0018685618415474892, 0.19127576053142548, 158348.390625, 119310.96875, 158453.90625, 144242.5625, 132228.125, 153027.890625, 37743.0, 44072.0, 42948.0, 40980.0, 0.646720826625824, -2.5202348232269287, 0, 0, 73.0
108301, 0.15565632283687592, 0.03692541643977165, 0.16032394766807556, 0.15043991804122925, -0.001729413284920156, 0.18411366641521454, 158348.390625, 119320.59375, 158453.90625, 144246.34375, 132228.875, 153037.296875, 36856.0, 44156.0, 43710.0, 40519.0, 0.6245266795158386, -2.3456501960754395, 0, 0, 73.0
108321, 0.15886928141117096, 0.03689834848046303, 0.1638839691877365, 0.1586379110813141, -0.0037665250711143017, 0.17888765037059784, 158346.4375, 119325.0390625, 158453.90625, 144239.5625, 132244.28125, 153037.296875, 39119.0, 42681.0, 41797.0, 42217.0, 0.5968912839889526, -2.101494312286377, 0, 0, 73.0
108341, 0.1618446558713913, 0.03650687262415886, 0.16742408275604248, 0.16330896317958832, -0.007680032402276993, 0.17210835218429565, 158344.484375, 119327.265625, 158455.859375, 144242.03125, 132237.609375, 153038.46875, 39435.0, 41279.0, 41497.0, 43335.0, 0.5608579516410828, -1.829455018043518, 0, 0, 73.0
108361, 0.16478148102760315, 0.03642868995666504, 0.1717204600572586, 0.16630421578884125, -0.009088701568543911, 0.17174111306667328, 158344.484375, 119323.5390625, 158453.90625, 144246.984375, 132249.859375, 153041.5625, 41731.0, 39979.0, 39317.0, 44642.0, 0.5487399697303772, -1.5514689683914185, 0, 0, 73.0
108381, 0.16891726851463318, 0.036131106317043304, 0.17502421140670776, 0.1752471625804901, -0.011437692679464817, 0.1638452410697937, 158346.4375, 119325.0390625, 158457.828125, 144250.109375, 132246.515625, 153037.890625, 42839.0, 38758.0, 37782.0, 45416.0, 0.5088277459144592, -1.2566393613815308, 0, 0, 73.0
108401, 0.1719711422920227, 0.035673998296260834, 0.1755252480506897, 0.17633698880672455, -0.014448372647166252, 0.14360268414020538, 158346.4375, 119327.265625, 158451.953125, 144247.640625, 132246.515625, 153048.46875, 43898.0, 37931.0, 36923.0, 45857.0, 0.4707491397857666, -1.0677539110183716, 0, 0, 73.0
108421, 0.1754554957151413, 0.03531612083315849, 0.17834529280662537, 0.1790492832660675, -0.01632625423371792, 0.13673706352710724, 158346.4375, 119316.859375, 158453.90625, 144260.03125, 132243.9375, 153058.46875, 45386.0, 37637.0, 35584.0, 46752.0, 0.4417995810508728, -0.9294946789741516, 0, 0, 73.0
108441, 0.1792815923690796, 0.03481293469667435, 0.1809958666563034, 0.18303759396076202, -0.018730519339442253, 0.13003481924533844, 158346.4375, 119316.859375, 158451.953125, 144257.546875, 132242.4375, 153053.46875, 44613.0, 37811.0, 36941.0, 46788.0, 0.42448553442955017, -0.8275221586227417, 0, 0, 72.0
108461, 0.1824577897787094, 0.034540507942438126, 0.18010708689689636, 0.18313483893871307, -0.019642479717731476, 0.10711836814880371, 158344.484375, 119326.546875, 158450.0, 144265.625, 132252.84375, 153050.96875, 44514.0, 39591.0, 37520.0, 45539.0, 0.363262414932251, -0.7966099977493286, 0, 0, 72.0
108481, 0.18543389439582825, 0.033825717866420746, 0.18223780393600464, 0.18194669485092163, -0.022422906011343002, 0.10296013206243515, 158344.484375, 119325.0390625, 158453.90625, 144268.109375, 132258.421875, 153058.46875, 43311.0, 40674.0, 40067.0, 45405.0, 0.31429940462112427, -0.7330136895179749, 0, 0, 72.0
108501, 0.18872366845607758, 0.033307503908872604, 0.18377763032913208, 0.18218685686588287, -0.023785483092069626, 0.09739962965250015, 158344.484375, 119330.9921875, 158451.953125, 144272.421875, 132256.0, 153059.046875, 41441.0, 42230.0, 42305.0, 44142.0, 0.25547629594802856, -0.6517188549041748, 0, 0, 72.0
108521, 0.19247066974639893, 0.03297823294997215, 0.18569715321063995, 0.18438656628131866, -0.023750947788357735, 0.0971473976969719, 158342.53125, 119319.8125, 158450.0, 144278.671875, 132262.5, 153059.046875, 40190.0, 43584.0, 43438.0, 42895.0, 0.1798049509525299, -0.5408373475074768, 0, 0, 72.0
108541, 0.19544892013072968, 0.03268922492861748, 0.18702256679534912, 0.18248924612998962, -0.02332296408712864, 0.0946202278137207, 158344.484375, 119323.5390625, 158446.078125, 144283.625, 132264.90625, 153074.046875, 38936.0, 44115.0, 44695.0, 42245.0, 0.10104476660490036, -0.377932071685791, 0, 0, 70.0
