timestamp,Distance1,Distance2
1714485172.412,0,0
1714485172.4222314,0,0
1714485172.4324503,0,0
1714485172.4426713,0,0
1714485172.4529338,0,0
1714485172.4631622,0,0
1714485172.473332,0,0
1714485172.4835527,0,0
1714485172.4938533,0,0
1714485172.5041223,0,0
1714485172.514371,0,0
1714485172.524626,0,0
1714485172.534754,0,0
1714485172.545128,0,0
1714485172.5553808,0,0
1714485172.5656357,0,0
1714485172.5758944,0,0
1714485172.586184,0,0
1714485172.5964513,0,0
1714485172.6066985,0,0
1714485172.617336,0,0
1714485172.6276042,0,0
1714485172.637872,0,0
1714485172.6481316,0,0
1714485172.6583893,0,0
1714485172.6687744,0,0
1714485172.6790354,0,0
1714485172.6893182,0,0
1714485172.6995738,0,0
1714485172.7098234,0,0
1714485172.720091,0,0
1714485172.7303488,0,0
1714485172.7406106,0,0
1714485172.7508898,0,0
1714485172.7610264,0,0
1714485172.7712886,0,0
1714485172.781554,0,0
1714485172.7918308,0,0
1714485172.802398,0,0
1714485172.8126612,0,0
1714485172.82293,0,0
1714485172.833286,0,0
1714485172.8435385,0,0
1714485172.8537993,0,0
1714485172.8640738,0,0
1714485172.874282,0,0
1714485172.8845272,0,0
1714485172.8947895,0,0
1714485172.9050398,0,0
1714485172.9153016,0,0
1714485172.9255774,0,0
1714485172.9358428,0,0
1714485172.94611,0,0
1714485172.9563785,0,0
1714485172.9667583,0,0
1714485172.9769225,0,0
1714485172.9871843,0,0
1714485172.997452,0,0
1714485173.0077138,0,0
1714485173.0179815,0,0
1714485173.0282452,0,0
1714485173.0385082,0,0
1714485173.0487897,0,0
1714485173.059046,0,0
1714485173.0692015,0,0
1714485173.07945,0,0
1714485173.0896711,0,0
1714485173.0999193,0,0
1714485173.1101637,0,0
1714485173.120391,0,0
1714485173.1306212,0,0
1714485173.1410286,0,0
1714485173.1511657,0,0
1714485173.1614292,0,0
1714485173.1716678,0,0
1714485173.18189,0,0
1714485173.1920123,0,0
1714485173.2022595,0,0
1714485173.2124407,0,0
1714485173.2226634,0,0
1714485173.2328866,0,0
1714485173.2431145,0,0
1714485173.2533956,0,0
1714485173.2636318,0,0
1714485173.2738814,0,0
1714485173.284138,0,0
1714485173.294395,0,0
1714485173.3046556,0,0
1714485173.3149192,0,0
1714485173.3253398,0,0
1714485173.3354704,0,0
1714485173.3458343,0,0
1714485173.3561008,0,0
1714485173.3664398,0,0
1714485173.376692,0,0
1714485173.3868513,0,0
1714485173.397116,0,0
1714485173.4073877,0,0
1714485173.417648,0,0
1714485173.4278405,0,0
1714485173.4379985,0,0
1714485173.4482539,0,0
1714485173.4585178,0,0
1714485173.4686487,0,0
1714485173.4788995,0,0
1714485173.4891667,0,0
1714485173.49958,0,0
1714485173.5098495,0,0
1714485173.520104,0,0
1714485173.5303712,0,0
1714485173.5406313,0,0
1714485173.550757,0,0
1714485173.5609217,0,0
1714485173.5711813,0,0
1714485173.5813377,0,0
1714485173.5915854,0,0
1714485173.6020496,0,0
1714485173.6122742,0,0
1714485173.6225119,0,0
1714485173.632798,0,0
1714485173.6430256,0,0
1714485173.6532626,0,0
1714485173.6634736,0,0
1714485173.673705,0,0
1714485173.6839306,0,0
1714485173.694556,0,0
1714485173.704808,0,0
1714485173.715029,0,0
1714485173.7252662,0,0
1714485173.7355082,0,0
1714485173.7457354,0,0
1714485173.7559757,0,0
1714485173.7663395,0,0
1714485173.776574,0,0
1714485173.7869325,0,0
1714485173.7970629,0,0
1714485173.8073263,0,0
1714485173.8175724,0,0
1714485173.8277063,0,0
1714485173.8379407,0,0
1714485173.8481786,0,0
1714485173.8584104,0,0
1714485173.8686411,0,0
1714485173.8788764,0,0
1714485173.8889985,0,0
1714485173.8992293,0,0
1714485173.9094505,0,0
1714485173.919675,0,0
1714485173.9302158,0,0
1714485173.9404771,0,0
1714485173.950709,0,0
1714485173.9608934,0,0
1714485173.9711277,0,0
1714485173.9813821,0,0
1714485173.9916728,0,0
1714485174.0020165,0,0
1714485174.012252,0,0
1714485174.0227237,0,0
1714485174.032905,0,0
1714485174.0431414,0,0
1714485174.0535028,0,0
1714485174.0637455,0,0
1714485174.0739713,0,0
1714485174.084306,0,0
1714485174.0945427,0,0
1714485174.1047866,0,0
1714485174.1149616,0,0
1714485174.1251855,0,0
1714485174.1354268,0,0
1714485174.1456833,0,0
1714485174.1559217,0,0
1714485174.1661475,0,0
1714485174.1763794,0,0
1714485174.186635,0,0
1714485174.1968737,0,0
1714485174.2071142,0,0
1714485174.2173476,0,0
1714485174.2275698,0,0
1714485174.2378144,0,0
1714485174.2480395,0,0
1714485174.2582674,0,0
1714485174.2685273,0,0
1714485174.2787588,0,0
1714485174.2890708,0,0
1714485174.2992969,0,0
1714485174.3095222,0,0
1714485174.3197536,0,0
1714485174.3300118,0,0
1714485174.340244,0,0
1714485174.3504775,0,0
1714485174.3607056,0,0
1714485174.3709743,0,0
1714485174.3814988,0,0
1714485174.391732,0,0
1714485174.4019601,0,0
1714485174.412204,0,0
1714485174.4224403,0,0
1714485174.4326696,0,0
1714485174.4430544,0,0
1714485174.4532905,0,0
1714485174.4635196,0,0
1714485174.4737506,0,0
1714485174.4839923,0,0
1714485174.494263,0,0
1714485174.5045025,0,0
1714485174.5147219,0,0
1714485174.5252721,0,0
1714485174.5354948,0,0
1714485174.5457199,0,0
1714485174.555962,0,0
1714485174.5661876,0,0
1714485174.5764172,0,0
1714485174.5866528,0,0
1714485174.5968926,0,0
1714485174.607233,0,0
1714485174.6174622,0,0
1714485174.6276917,0,0
1714485174.6379352,0,0
1714485174.6481836,0,0
1714485174.6584144,0,0
1714485174.6686678,0,0
1714485174.6788964,0,0
1714485174.6895485,0,0
1714485174.6997914,0,0
1714485174.7100618,0,0
1714485174.7202878,0,0
1714485174.7305543,0,0
1714485174.740808,0,0
1714485174.751173,0,0
1714485174.761346,0,0
1714485174.77157,0,0
1714485174.7819407,0,0
1714485174.7921765,0,0
1714485174.8024006,0,0
1714485174.812639,0,0
1714485174.8228626,0,0
1714485174.8331015,0,0
1714485174.8437114,0,0
1714485174.8539455,0,0
1714485174.8641956,0,0
1714485174.8747346,0,0
1714485174.8848846,0,0
1714485174.895124,0,0
1714485174.9053915,0,0
1714485174.9156096,0,0
1714485174.9262025,0,0
1714485174.9364362,0,0
1714485174.9466727,0,0
1714485174.9569094,0,0
1714485174.9671457,0,0
1714485174.9773986,0,0
1714485174.9876401,0,0
1714485174.9978704,0,0
1714485175.0081203,0,0
1714485175.0185044,0,0
1714485175.0287557,0,0
1714485175.0390139,0,0
1714485175.0492754,0,0
1714485175.0596714,0,0
1714485175.0699134,0,0
1714485175.0801504,0,0
1714485175.0904043,0,0
1714485175.1009138,0,0
1714485175.1111503,0,0
1714485175.1213703,0,0
1714485175.131652,0,0
1714485175.1418822,0,0
1714485175.1521406,0,0
1714485175.1623726,0,0
1714485175.1726124,0,0
1714485175.1828706,0,0
1714485175.1934712,0,0
1714485175.2036948,0,0
1714485175.2139382,0,0
1714485175.224327,0,0
1714485175.234502,0,0
1714485175.2447693,0,0
1714485175.2550242,0,0
1714485175.265273,0,0
1714485175.2755256,0,0
1714485175.2857895,0,0
1714485175.2960544,0,0
1714485175.3065224,0,0
1714485175.3167915,0,0
1714485175.3270464,0,0
1714485175.3373182,0,0
1714485175.3475745,0,0
1714485175.3578422,0,0
1714485175.3680348,0,0
1714485175.3782933,0,0
1714485175.3884559,0,0
1714485175.398712,0,0
1714485175.4089708,0,0
1714485175.4193316,0,0
1714485175.4295995,0,0
1714485175.4398592,0,0
1714485175.4501224,0,0
1714485175.460375,0,0
1714485175.470638,0,0
1714485175.481015,0,0
1714485175.4912744,0,0
1714485175.5014868,0,0
1714485175.5117447,0,0
1714485175.5220058,0,0
1714485175.5322778,0,0
1714485175.5425436,0,0
1714485175.5528104,0,0
1714485175.5630734,0,0
1714485175.5732374,0,0
1714485175.5834959,0,0
1714485175.5939589,0,0
1714485175.604221,0,0
1714485175.614911,0,0
1714485175.625537,0,0
1714485175.6357973,0,0
1714485175.6460512,0,0
1714485175.656312,0,0
1714485175.6666625,0,0
1714485175.6769433,0,0
1714485175.687212,0,0
1714485175.6975684,0,0
1714485175.7076936,0,0
1714485175.7179425,0,0
1714485175.728211,0,0
1714485175.7384753,0,0
1714485175.748733,0,0
1714485175.759128,0,0
1714485175.7699907,0,0
1714485175.7802553,0,0
1714485175.7905343,0,0
1714485175.800926,0,0
1714485175.811187,0,0
1714485175.8214507,0,0
1714485175.8317115,0,0
1714485175.8420706,0,0
1714485175.8523328,0,0
1714485175.8625925,0,0
1714485175.8728712,0,0
1714485175.8830576,0,0
1714485175.893227,0,0
1714485175.9034548,0,0
1714485175.9136977,0,0
