timestamp,whisker1_1,whisker2_2
1714403244.7061796,0,0
1714403244.7164557,0,0
1714403244.7267406,0,0
1714403244.7369692,0,0
1714403244.7472618,0,0
1714403244.7575243,0,0
1714403244.7677658,0,0
1714403244.7780302,0,0
1714403244.788265,0,0
1714403244.7985404,0,0
1714403244.8088717,0,0
1714403244.819123,0,0
1714403244.8293424,0,0
1714403244.8395534,0,0
1714403244.8497741,0,0
1714403244.8599944,0,0
1714403244.8702714,0,0
1714403244.880524,0,0
1714403244.8908057,0,0
1714403244.9010441,0,0
1714403244.9112906,0,0
1714403244.921563,0,0
1714403244.9318056,0,0
1714403244.942045,0,0
1714403244.9522603,0,0
1714403244.9624794,0,0
1714403244.9727058,0,0
1714403244.9829426,0,0
1714403244.993552,0,0
1714403245.00378,0,0
1714403245.0143974,0,0
1714403245.0246391,0,0
1714403245.0348704,0,0
1714403245.0451086,0,0
1714403245.0553353,0,0
1714403245.0654433,0,0
1714403245.0756814,0,0
1714403245.0859072,0,0
1714403245.0961275,0,0
1714403245.1064875,0,0
1714403245.1167114,0,0
1714403245.1269298,0,0
1714403245.137085,0,0
1714403245.1473231,0,0
1714403245.1575458,0,0
1714403245.167772,0,0
1714403245.178027,0,0
1714403245.1883767,0,0
1714403245.199029,0,0
1714403245.2092545,0,0
1714403245.2194757,0,0
1714403245.2298248,0,0
1714403245.2401705,0,0
1714403245.250389,0,0
1714403245.260792,0,0
1714403245.271014,0,0
1714403245.2812488,0,0
1714403245.2914832,0,0
1714403245.301704,0,0
1714403245.3121278,0,0
1714403245.3223498,0,0
1714403245.332586,0,0
1714403245.3428352,0,0
1714403245.352964,0,0
1714403245.3631947,0,0
1714403245.3734126,0,0
1714403245.3836446,0,0
1714403245.3938746,0,0
1714403245.4040976,0,0
1714403245.4143279,0,0
1714403245.4245675,0,0
1714403245.43481,0,0
1714403245.4450293,0,0
1714403245.4552708,0,0
1714403245.46551,0,0
1714403245.475752,0,0
1714403245.4859858,0,0
1714403245.4962404,0,0
1714403245.506612,0,0
1714403245.5170584,0,0
1714403245.5272954,0,0
1714403245.5375333,0,0
1714403245.547767,0,0
1714403245.557992,0,0
1714403245.568203,0,0
1714403245.578414,0,0
1714403245.5886571,0,0
1714403245.5989003,0,0
1714403245.6091402,0,0
1714403245.6193562,0,0
1714403245.6296244,0,0
1714403245.6399865,0,0
1714403245.6502497,0,0
1714403245.6604736,0,0
1714403245.6707132,0,0
1714403245.680936,0,0
1714403245.6911185,0,0
1714403245.7016456,0,0
1714403245.7118814,0,0
1714403245.722108,0,0
1714403245.7323422,0,0
1714403245.742579,0,0
1714403245.7528658,0,0
1714403245.7630994,0,0
1714403245.7733257,0,0
1714403245.7835524,[0.],[-4.1855408e-14]
1714403245.7938697,[0.],[-0.44145303]
1714403245.8041596,[0.],[-0.44145303]
1714403245.8144522,[0.],[-0.85220378]
1714403245.8248565,[0.],[-0.85220378]
1714403245.83519,[0.],[-1.27153422]
1714403245.8455327,[0.],[-1.27153422]
1714403245.855832,[0.],[-2.34578208]
1714403245.8661096,[0.],[-2.34578208]
1714403245.8763912,[0.],[-3.6218448]
1714403245.8866906,[0.],[-3.6218448]
1714403245.8969734,[0.],[-4.33895827]
1714403245.907263,[0.],[-4.33895827]
1714403245.917659,[0.],[-4.01950493]
1714403245.927953,[0.],[-4.01950493]
1714403245.9382436,[0.],[-4.31024206]
1714403245.948537,[0.],[-4.31024206]
1714403245.95885,[0.],[-5.66551519]
1714403245.9691422,[0.],[-5.66551519]
1714403245.9794552,[0.],[-6.59456208]
1714403245.9897373,[0.],[-6.9460696]
1714403246.0003293,[0.],[-6.9460696]
1714403246.0106328,[0.],[-6.04830131]
1714403246.0208166,[0.],[-6.04830131]
1714403246.0310888,[0.],[-4.51069434]
1714403246.041379,[0.],[-4.51069434]
1714403246.0516748,[0.],[-3.63042431]
1714403246.0619822,[0.],[-3.63042431]
1714403246.0722773,[0.],[-3.22695646]
1714403246.0825734,[0.],[-3.22695646]
1714403246.0929937,[0.],[-3.55256305]
1714403246.103279,[0.],[-3.55256305]
1714403246.1138613,[0.],[-3.62339565]
1714403246.1241465,[0.],[-3.62339565]
1714403246.134434,[0.],[-3.63026029]
1714403246.1447096,[0.],[-3.63026029]
1714403246.1550012,[0.],[-4.66105159]
1714403246.165406,[0.],[-4.66105159]
1714403246.1757085,[0.],[-4.78178329]
1714403246.185982,[0.],[-4.78178329]
1714403246.196269,[0.],[-3.48218993]
1714403246.2065513,[0.],[-3.48218993]
1714403246.2168443,[0.],[-2.34598581]
1714403246.2271185,[0.],[-2.34598581]
1714403246.23738,[0.],[-1.57146367]
1714403246.2476535,[0.],[-1.57146367]
1714403246.2579405,[0.],[-1.11840983]
1714403246.2682192,[0.],[-1.11840983]
1714403246.278514,[0.],[-1.3650294]
1714403246.2893422,[0.],[-2.17892017]
1714403246.2996242,[0.],[-2.17892017]
1714403246.3099048,[0.],[-3.15406548]
1714403246.3201728,[0.],[-3.15406548]
1714403246.3304627,[0.],[-4.08960145]
1714403246.3407617,[0.],[-4.08960145]
1714403246.3510425,[0.],[-3.71168345]
1714403246.3614395,[0.],[-3.71168345]
1714403246.3717394,[0.],[-2.04316935]
1714403246.382012,[0.],[-2.04316935]
1714403246.3923016,[0.],[-0.13003625]
1714403246.402585,[0.],[-0.13003625]
1714403246.4127748,[0.],[1.78326799]
1714403246.42306,[0.],[1.78326799]
1714403246.4333465,[0.],[2.95604303]
1714403246.4436975,[0.],[2.95604303]
1714403246.4539888,[0.],[2.67837157]
1714403246.4643233,[0.],[2.67837157]
1714403246.4746063,[0.],[1.31229614]
1714403246.484905,[0.],[1.31229614]
1714403246.4951916,[0.],[0.27858712]
1714403246.5054963,[0.],[0.27858712]
1714403246.515789,[0.],[-0.74759358]
1714403246.5260787,[0.],[-0.74759358]
1714403246.5363755,[0.],[-1.20946611]
1714403246.5466616,[0.],[-1.20946611]
1714403246.5569382,[0.],[-0.82845814]
1714403246.5672143,[0.],[-0.82845814]
1714403246.5776575,[0.],[-0.32947135]
1714403246.5879583,[0.],[-0.32947135]
1714403246.5983922,[0.],[0.47250713]
1714403246.6091459,[0.],[0.51709129]
1714403246.619695,[0.],[0.51709129]
1714403246.6299872,[0.],[0.26766621]
1714403246.6402764,[0.],[0.26766621]
1714403246.650574,[0.],[1.21449761]
1714403246.660862,[0.],[1.21449761]
1714403246.671283,[0.],[2.93339793]
1714403246.6815646,[0.],[2.93339793]
1714403246.6918705,[0.],[4.47295891]
1714403246.7021477,[0.],[4.47295891]
1714403246.7124474,[0.],[4.88039076]
1714403246.722785,[0.],[4.88039076]
1714403246.7331963,[0.],[4.67825316]
1714403246.7434776,[0.],[4.67825316]
1714403246.7537591,[0.],[4.81788046]
1714403246.7640474,[0.],[4.81788046]
1714403246.774325,[0.],[4.9553177]
1714403246.7846622,[0.],[4.9553177]
1714403246.7949574,[0.],[5.43214072]
1714403246.8052323,[0.],[5.43214072]
1714403246.815519,[0.],[6.46171545]
1714403246.8257916,[0.],[6.46171545]
1714403246.8360825,[0.],[8.10737298]
1714403246.846365,[0.],[8.10737298]
1714403246.8566391,[0.],[9.16396933]
1714403246.8669326,[0.],[9.16396933]
1714403246.8772194,[0.],[9.44515383]
1714403246.8875175,[0.],[9.44515383]
1714403246.897933,[0.],[10.38803495]
1714403246.9082222,[0.],[10.38803495]
1714403246.9184976,[0.],[11.57540973]
1714403246.929223,[0.],[12.09682367]
1714403246.9398267,[0.],[12.09682367]
1714403246.9501016,[0.],[11.81112386]
1714403246.960448,[0.],[11.81112386]
1714403246.9707375,[0.],[11.31354841]
1714403246.9810271,[0.],[11.31354841]
1714403246.991314,[0.],[11.47423292]
1714403247.0016496,[0.],[11.47423292]
1714403247.011974,[0.],[11.84081981]
1714403247.022259,[0.],[11.84081981]
1714403247.03255,[0.],[11.75981757]
1714403247.042873,[0.],[11.75981757]
1714403247.0531592,[0.],[12.00163628]
1714403247.063537,[0.],[12.00163628]
1714403247.0741432,[0.],[12.65568619]
1714403247.0844533,[0.],[12.65568619]
1714403247.0947542,[0.],[13.40580694]
1714403247.1050367,[0.],[13.40580694]
1714403247.1154182,[0.],[14.58247582]
1714403247.1259549,[0.],[14.58247582]
1714403247.136256,[0.],[15.90145081]
1714403247.1465907,[0.],[15.90145081]
1714403247.156915,[0.],[16.15795796]
1714403247.1673045,[0.],[16.15795796]
1714403247.1775627,[0.],[16.13863635]
1714403247.1878514,[0.],[16.13863635]
1714403247.1984534,[0.],[16.68391148]
1714403247.2090929,[0.],[17.17195538]
1714403247.2194893,[0.],[17.17195538]
1714403247.229774,[0.],[17.1414282]
1714403247.240098,[0.],[17.1414282]
1714403247.2503996,[0.],[16.83014496]
1714403247.2607076,[0.],[16.83014496]
1714403247.2710104,[0.],[17.49386836]
1714403247.2813005,[0.],[17.49386836]
1714403247.2918103,[0.],[18.13970487]
1714403247.3022196,[0.],[18.13970487]
1714403247.312525,[0.],[17.4554504]
1714403247.3232152,[0.],[17.4554504]
1714403247.3335085,[0.],[16.51062728]
1714403247.3442361,[0.],[16.51062728]
1714403247.3545113,[0.],[16.39706917]
1714403247.3647797,[0.],[16.39706917]
1714403247.3750749,[0.],[16.17524001]
1714403247.3853695,[0.],[16.17524001]
1714403247.3956623,[0.],[15.60507743]
1714403247.4059548,[0.],[15.60507743]
1714403247.4162495,[0.],[15.75146774]
1714403247.4265401,[0.],[15.75146774]
1714403247.4368486,[0.],[16.48062036]
1714403247.447158,[0.],[16.48062036]
1714403247.4574664,[0.],[16.62795851]
1714403247.4677606,[0.],[16.62795851]
1714403247.4780455,[0.],[15.80830141]
1714403247.4883249,[0.],[15.80830141]
1714403247.4987326,[0.],[15.08644719]
1714403247.5095444,[0.],[15.20789889]
1714403247.5198367,[0.],[15.20789889]
1714403247.5301383,[0.],[15.41089369]
1714403247.54044,[0.],[15.41089369]
1714403247.5507455,[0.],[15.59621002]
1714403247.5610623,[0.],[15.59621002]
1714403247.5715525,[0.],[15.72957784]
1714403247.5818377,[0.],[15.72957784]
1714403247.59213,[0.],[15.4021928]
1714403247.6024127,[0.],[15.4021928]
1714403247.612833,[0.],[15.4226996]
1714403247.6231215,[0.],[15.4226996]
1714403247.633414,[0.],[16.2025362]
1714403247.6438754,[0.],[16.2025362]
1714403247.6541924,[0.],[17.06161157]
1714403247.664484,[0.],[17.06161157]
1714403247.6749303,[0.],[17.79165719]
1714403247.685389,[0.],[17.79165719]
1714403247.6956947,[0.],[18.24411546]
1714403247.7059977,[0.],[18.24411546]
1714403247.7162905,[0.],[17.98252536]
1714403247.7266212,[0.],[17.98252536]
1714403247.7369232,[0.],[18.68991841]
1714403247.74721,[0.],[18.68991841]
1714403247.7577236,[0.],[19.62604619]
1714403247.7680442,[0.],[19.62604619]
1714403247.778514,[0.],[19.10836105]
1714403247.7889755,[0.],[17.89552456]
1714403247.7992666,[0.],[17.89552456]
1714403247.8095438,[0.],[18.04714404]
1714403247.819824,[0.],[18.04714404]
1714403247.8301103,[0.],[18.65278402]
1714403247.840393,[0.],[18.65278402]
1714403247.85068,[0.],[17.73423333]
1714403247.8609557,[0.],[17.73423333]
1714403247.8713615,[0.],[18.23694217]
1714403247.8816538,[0.],[18.23694217]
1714403247.8919365,[0.],[18.61337031]
1714403247.9022198,[0.],[18.61337031]
1714403247.9125085,[0.],[18.48229999]
1714403247.9228122,[0.],[18.48229999]
1714403247.9331274,[0.],[18.49537672]
1714403247.9434075,[0.],[18.49537672]
1714403247.9536912,[0.],[18.05920437]
1714403247.9640076,[0.],[18.05920437]
1714403247.9742923,[0.],[17.98121135]
1714403247.9846535,[0.],[17.98121135]
1714403247.9953554,[0.],[17.95187939]
1714403248.005661,[0.],[17.95187939]
1714403248.0161643,[0.],[18.59573817]
1714403248.02645,[0.],[18.59573817]
1714403248.0367787,[0.],[19.51213368]
1714403248.0470915,[0.],[19.51213368]
1714403248.0573704,[0.],[19.46252002]
1714403248.0676644,[0.],[19.46252002]
1714403248.0779603,[0.],[19.88856675]
1714403248.0882363,[0.],[21.06100011]
1714403248.0985267,[0.],[21.06100011]
1714403248.108832,[0.],[21.77751481]
1714403248.1191094,[0.],[21.77751481]
1714403248.1294777,[0.],[22.88199788]
1714403248.1397526,[0.],[22.88199788]
1714403248.1500523,[0.],[24.83386619]
1714403248.1603825,[0.],[24.83386619]
1714403248.1706648,[0.],[28.38196228]
1714403248.1809466,[0.],[28.38196228]
1714403248.1912816,[0.],[32.2457462]
1714403248.2015696,[0.],[32.2457462]
1714403248.211852,[0.],[35.88229468]
1714403248.2221408,[0.],[35.88229468]
1714403248.232431,[0.],[40.19739885]
1714403248.242713,[0.],[40.19739885]
1714403248.253127,[0.],[43.25656779]
1714403248.263563,[0.],[43.25656779]
1714403248.2738519,[0.],[46.24372685]
1714403248.28416,[0.],[46.24372685]
1714403248.294454,[0.],[50.69482239]
1714403248.304829,[0.],[50.69482239]
1714403248.3151696,[0.],[55.3603022]
1714403248.32557,[0.],[55.3603022]
1714403248.3358629,[0.],[60.48344991]
1714403248.3461516,[0.],[60.48344991]
1714403248.356452,[0.],[64.53252226]
1714403248.366757,[0.],[64.53252226]
1714403248.3770576,[0.],[68.85038327]
1714403248.3873603,[0.],[68.85038327]
1714403248.3976438,[0.],[75.22167466]
1714403248.4079158,[0.],[75.22167466]
1714403248.4182377,[0.],[80.87156627]
1714403248.4285314,[0.],[86.97551273]
1714403248.438839,[0.],[86.97551273]
1714403248.4491248,[0.],[92.52262517]
1714403248.4594069,[0.],[92.52262517]
1714403248.4697013,[0.],[97.6081334]
1714403248.479998,[0.],[97.6081334]
1714403248.490286,[0.],[104.85535828]
1714403248.50072,[0.],[104.85535828]
1714403248.511007,[0.],[110.93515948]
1714403248.5213125,[0.],[110.93515948]
1714403248.5315938,[0.],[116.67779542]
1714403248.5418725,[0.],[116.67779542]
1714403248.5521524,[0.],[122.00863221]
1714403248.5624406,[0.],[122.00863221]
1714403248.5727315,[0.],[126.79039032]
1714403248.5831757,[0.],[126.79039032]
1714403248.5934596,[0.],[131.36955358]
1714403248.603791,[0.],[131.36955358]
1714403248.6140852,[0.],[135.62061253]
1714403248.624414,[0.],[135.62061253]
1714403248.6347053,[0.],[140.42370998]
1714403248.6449862,[0.],[140.42370998]
1714403248.6552818,[0.],[144.27238312]
1714403248.6655598,[0.],[144.27238312]
1714403248.6758504,[0.],[147.57891214]
1714403248.6861696,[0.],[147.57891214]
1714403248.696564,[0.],[149.98741138]
1714403248.7068555,[0.],[149.98741138]
1714403248.7173028,[0.],[152.24542514]
1714403248.7275975,[0.],[152.24542514]
1714403248.7378767,[0.],[153.95323705]
1714403248.748479,[0.],[154.91962804]
1714403248.7588842,[0.],[154.91962804]
1714403248.7692268,[0.],[156.02049844]
1714403248.7795346,[0.],[156.02049844]
1714403248.789809,[0.],[156.23098565]
1714403248.8001118,[0.],[156.23098565]
1714403248.8105931,[0.],[156.5703533]
1714403248.820875,[0.],[156.5703533]
1714403248.8311455,[0.],[157.95999553]
1714403248.8414304,[0.],[157.95999553]
1714403248.8517048,[0.],[158.89311062]
1714403248.8619888,[0.],[158.89311062]
1714403248.8722873,[0.],[158.9521792]
1714403248.8825743,[0.],[158.9521792]
1714403248.8932083,[0.],[158.48861381]
1714403248.9034889,[0.],[158.48861381]
1714403248.9137774,[0.],[156.66164711]
1714403248.9240534,[0.],[156.66164711]
1714403248.9343414,[0.],[154.56215173]
1714403248.944626,[0.],[154.56215173]
1714403248.954902,[0.],[152.02417966]
1714403248.9651742,[0.],[152.02417966]
1714403248.9755976,[0.],[148.88320368]
1714403248.9858866,[0.],[148.88320368]
1714403248.9961576,[0.],[146.75901233]
1714403249.0064332,[0.],[146.75901233]
1714403249.0170271,[0.],[145.12395077]
1714403249.0273213,[0.],[145.12395077]
1714403249.037594,[0.],[142.46406881]
1714403249.047856,[0.],[142.46406881]
1714403249.0581512,[0.],[139.13218941]
1714403249.068421,[0.],[135.08058811]
1714403249.0787044,[0.],[135.08058811]
1714403249.0889878,[0.],[130.0683282]
1714403249.0992703,[0.],[130.0683282]
1714403249.1095617,[0.],[125.75693114]
1714403249.119856,[0.],[125.75693114]
1714403249.130347,[0.],[121.94500905]
1714403249.1406372,[0.],[121.94500905]
1714403249.1509168,[0.],[117.01245397]
1714403249.16119,[0.],[117.01245397]
1714403249.171465,[0.],[111.86250956]
1714403249.1817496,[0.],[111.86250956]
1714403249.1919265,[0.],[106.52397532]
1714403249.2022064,[0.],[106.52397532]
1714403249.2124877,[0.],[101.13092026]
1714403249.22276,[0.],[101.13092026]
1714403249.233053,[0.],[96.97113001]
1714403249.2433252,[0.],[96.97113001]
1714403249.2538116,[0.],[92.09043964]
1714403249.2640893,[0.],[92.09043964]
1714403249.2746503,[0.],[87.50997718]
1714403249.2849236,[0.],[87.50997718]
1714403249.2952054,[0.],[84.58573019]
1714403249.3054883,[0.],[84.58573019]
1714403249.3157809,[0.],[80.81047347]
1714403249.326063,[0.],[80.81047347]
1714403249.3363607,[0.],[76.53544082]
1714403249.3466406,[0.],[76.53544082]
1714403249.3571286,[0.],[73.4947424]
1714403249.3674207,[0.],[71.38931012]
1714403249.3780406,[0.],[71.38931012]
1714403249.3883436,[0.],[69.28654582]
1714403249.3986645,[0.],[69.28654582]
1714403249.4089608,[0.],[67.43971537]
1714403249.4192612,[0.],[67.43971537]
1714403249.4299605,[0.],[66.65001835]
1714403249.4402633,[0.],[66.65001835]
1714403249.4505606,[0.],[66.79881764]
1714403249.4608862,[0.],[66.79881764]
1714403249.4711852,[0.],[67.02416124]
1714403249.4816563,[0.],[67.02416124]
1714403249.491958,[0.],[67.15468283]
1714403249.5022664,[0.],[67.15468283]
1714403249.5125954,[0.],[67.54285123]
1714403249.5229068,[0.],[67.54285123]
1714403249.5331872,[0.],[66.80901296]
1714403249.5434687,[0.],[66.80901296]
1714403249.5537639,[0.],[65.20625727]
1714403249.5640628,[0.],[65.20625727]
1714403249.5743685,[0.],[64.81452061]
1714403249.5848265,[0.],[64.81452061]
1714403249.5953736,[0.],[64.61507864]
1714403249.6055572,[0.],[64.61507864]
1714403249.6158242,[0.],[64.33439429]
1714403249.626132,[0.],[64.33439429]
1714403249.63645,[0.],[64.46865464]
1714403249.6466389,[0.],[64.46865464]
1714403249.657176,[0.],[65.06083459]
1714403249.6674922,[0.],[65.06083459]
1714403249.6779265,[0.],[66.56328442]
1714403249.6882064,[0.],[67.73734725]
1714403249.6985047,[0.],[67.73734725]
1714403249.7087777,[0.],[68.88880429]
1714403249.7190597,[0.],[68.88880429]
1714403249.729347,[0.],[69.80347352]
1714403249.7399454,[0.],[69.80347352]
1714403249.7502344,[0.],[71.08406677]
1714403249.7605407,[0.],[71.08406677]
1714403249.7710056,[0.],[73.53466821]
1714403249.781296,[0.],[73.53466821]
1714403249.7916036,[0.],[75.72449503]
1714403249.8021002,[0.],[75.72449503]
1714403249.8123908,[0.],[77.59145114]
1714403249.822973,[0.],[77.59145114]
1714403249.8332477,[0.],[78.91811926]
1714403249.843842,[0.],[78.91811926]
1714403249.8544497,[0.],[80.46757316]
1714403249.864722,[0.],[80.46757316]
1714403249.875389,[0.],[83.06028052]
1714403249.8856673,[0.],[83.06028052]
1714403249.8960729,[0.],[86.17926477]
1714403249.9063563,[0.],[86.17926477]
1714403249.9166832,[0.],[88.52091572]
1714403249.9269865,[0.],[88.52091572]
1714403249.937285,[0.],[91.17959034]
1714403249.947573,[0.],[91.17959034]
1714403249.9578605,[0.],[95.05373359]
1714403249.96814,[0.],[98.47331927]
1714403249.9784148,[0.],[98.47331927]
1714403249.9886947,[0.],[100.5314957]
1714403249.9989913,[0.],[100.5314957]
1714403250.0093448,[0.],[102.69489167]
1714403250.0196443,[0.],[102.69489167]
1714403250.0299256,[0.],[105.14915817]
1714403250.0402172,[0.],[105.14915817]
1714403250.0505006,[0.],[106.59834607]
1714403250.0607877,[0.],[106.59834607]
1714403250.0710816,[0.],[107.22698096]
1714403250.081382,[0.],[107.22698096]
1714403250.0916572,[0.],[107.037705]
1714403250.1019309,[0.],[107.037705]
1714403250.1121986,[0.],[106.6083987]
1714403250.12246,[0.],[106.6083987]
1714403250.132736,[0.],[106.12857833]
1714403250.143377,[0.],[106.12857833]
1714403250.1536505,[0.],[105.69373185]
1714403250.1639302,[0.],[105.69373185]
1714403250.1742134,[0.],[105.20967836]
1714403250.1844947,[0.],[105.20967836]
1714403250.1947956,[0.],[104.12458397]
1714403250.2050762,[0.],[104.12458397]
1714403250.215362,[0.],[102.01978936]
1714403250.2256541,[0.],[102.01978936]
1714403250.2359376,[0.],[99.46299869]
1714403250.246205,[0.],[99.46299869]
1714403250.256517,[0.],[97.35296488]
1714403250.2670913,[0.],[94.75844061]
1714403250.277413,[0.],[94.75844061]
