Predicted
29.5
39.875
51.625
57.625
61.125
62.6875
63.875
64.75
64.875
64.1875
63.125
61.875
62.9375
61.6875
60.3125
58.625
58.375
57.9375
56.5
56.375
55.625
54.25
54.8125
55.4375
55.5625
55.5
55.5
54.375
55.375
55.0
55.0625
55.0
55.75
55.625
57.125
55.5
55.9375
55.0625
56.0
55.5625
56.1875
56.3125
56.9375
58.5
60.0625
59.375
58.5625
58.1875
58.875
59.625
60.875
60.5625
61.0625
60.625
60.0625
60.3125
60.6875
61.25
61.0
58.6875
60.375
62.3125
62.875
61.6875
61.75
60.5625
61.1875
61.5625
62.0625
62.5625
61.25
61.1875
60.75
59.375
60.5
60.5
59.9375
58.9375
59.0625
58.3125
58.0625
58.3125
58.5
58.9375
58.375
58.8125
58.3125
58.5625
58.0
57.75
58.375
57.5625
57.0625
58.0625
57.75
57.5625
57.125
56.625
57.9375
57.1875
56.8125
56.625
57.625
57.1875
58.1875
57.9375
60.4375
60.0625
59.625
58.75
57.9375
58.1875
59.125
59.875
61.0625
61.1875
59.5625
59.75
59.8125
62.3125
67.6875
65.8125
61.5625
61.0625
65.125
69.625
70.6875
70.5
71.0
68.3125
66.0625
63.5
67.1875
71.625
72.375
70.6875
69.875
64.875
62.9375
66.75
66.375
64.25
64.4375
60.6875
58.375
56.0
54.375
53.625
54.1875
54.6875
54.4375
54.5
55.4375
56.6875
55.3125
53.8125
53.625
56.5
58.9375
58.6875
54.3125
53.9375
50.625
47.1875
43.0
35.0
27.125
19.125
14.3125
11.3125
5.875
4.25
6.9375
3.375
-2.5625
-9.5625
-20.25
-22.5
-22.875
-22.8125
-32.0625
-56.625
-72.0625
-98.1875
5.125
17.625
24.4375
23.4375
27.625
32.625
39.125
44.125
47.6875
49.9375
52.375
54.75
55.1875
54.1875
53.4375
55.25
59.6875
60.9375
61.0625
61.4375
60.875
61.875
61.0625
60.125
60.5625
60.8125
62.625
62.125
62.25
62.375
62.25
63.875
64.0
64.1875
63.25
63.25
64.3125
63.125
61.3125
60.0
61.0
61.0
61.625
60.75
57.1875
56.0
54.1875
53.0
50.6875
50.375
51.3125
52.6875
56.0625
57.625
57.875
58.1875
59.8125
60.875
61.3125
61.9375
60.4375
61.375
61.375
61.8125
62.6875
61.875
61.0625
61.3125
60.875
60.1875
60.0625
59.5625
60.5
62.8125
63.5
62.875
64.0
63.1875
63.625
63.875
64.5625
64.125
64.5
64.5
64.5625
65.0625
66.0625
64.1875
64.375
65.25
64.5
63.625
63.9375
64.0625
64.6875
64.625
63.9375
63.25
61.75
62.25
63.5625
64.875
64.25
65.6875
65.4375
65.25
64.75
63.25
63.9375
64.6875
63.1875
62.3125
63.5
62.5
61.875
61.3125
58.75
55.5625
56.3125
58.625
57.0
54.0625
52.9375
54.8125
53.6875
45.1875
44.125
46.25
42.375
40.25
42.3125
39.6875
33.5625
28.125
21.5
23.375
27.75
28.5
34.5625
37.3125
38.125
40.1875
36.0
32.4375
26.1875
22.625
16.5
3.5625
14.9375
15.5
9.875
16.0625
10.5
4.25
3.8125
0.125
0.1875
2.875
-2.625
-10.125
-17.8125
-47.5625
-73.875
-70.875
-60.5625
-43.625
-48.0625
-96.0
-149.5625
-152.4375
-136.375
-156.3125
-206.0
