whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,WhiskerGT1,WhiskerGT2
-5.820766091346741e-11,-5.820766091346741e-11,-8.731149137020111e-11,-2.9103830456733704e-10,-2.3283064365386963e-10,-3.2014213502407074e-10,0.0,0.0
0.43124004211858846,0.24448964730254374,0.19757650460815057,0.11234528679051436,0.6905124959012028,-3.4924596548080444e-10,0.0,0.0
1.0780739682086278,0.6925353542028461,0.07337757432833314,0.09625704496284015,1.325069851023727,-0.11234528743079863,0.0,0.0
1.0737049539166037,0.8584516297560185,0.1429454461322166,-0.030202715075574815,1.8671839843736961,-0.3209476197080221,0.0,0.0
1.6042116491589695,1.597928685048828,1.005180758977076,-0.2511811271542683,2.198072333718301,-0.3870019501191564,0.0,0.0
2.4023394171963446,2.3114631113712676,1.577878602227429,-0.5527711872709915,2.4327042488584993,-0.33030868257628754,0.0,0.0
2.948363927396713,2.266538317751838,1.7908345547621138,-0.4733985343191307,3.4913310545380227,-0.05499294403125532,0.0,0.0
4.1080571022757795,2.4602047835942358,1.5566051648347639,-0.5161133066867478,4.218582191315363,0.06952192625612952,0.0,0.0
5.090754135337193,2.710233501449693,1.5794447888911236,-0.6636653887399007,4.572030323455692,-0.16158181458013132,0.0,0.0
5.77500745546422,3.2261945527861826,1.8781194135372061,-0.6762256169458851,5.294494222369394,-0.3597949722316116,0.0,0.0
5.993067224364495,4.373504872084595,2.208738359826384,-0.5726917228894308,5.94344930438092,-0.5291485011694022,0.0,0.0
6.319720661849715,4.923865281773033,3.05049208222772,-0.2573065998731181,6.138201036083046,-0.4475888065935578,0.0,0.0
7.241641136322869,4.30114437820157,4.17153639139724,-0.09774818533333018,6.589926498403656,-0.4884991441795137,0.0,0.0
7.829072397260461,3.226322431291919,5.201756042486522,-0.07262829650426283,6.829226873727748,-0.8601849846309051,0.0,0.0
8.132663685420994,2.731405351863941,5.602228031959385,-0.275509007711662,6.539938551271916,-1.0648633691016585,0.0,0.0
8.846092881372897,2.68674943089718,5.905450765887508,-0.3367777809035033,6.617722741808393,-1.1253581644559745,0.0,0.0
9.74921924850787,2.0815804012236185,6.809230373968603,-0.2761177851643879,7.05379211944819,-1.0617155268555507,0.0,0.0
10.881021371053066,2.16839497743058,7.816105384554248,-0.5601907621894497,7.321198039644514,-1.1162251866480801,0.0,0.0
11.985056426696246,2.7175686999689788,7.931022385659162,-0.8027721196704078,7.183870138847851,-1.3844996170373634,0.0,0.0
12.156324287323514,3.1234143781475723,8.155440598580753,-0.8966235748666804,7.174851024625241,-1.3863856244133785,0.0,0.0
12.229334786970867,4.0752525434072595,8.614707769360393,-0.8623309549875557,7.923297081637429,-1.4962785142997745,0.0,0.0
12.363892410998233,4.746747580647934,9.208657866460271,-0.9426597378042061,8.75903668954561,-1.811051064840285,0.0,0.0
12.042245959368302,5.077363778545987,10.170097520225681,-1.2336417888873257,9.32211356330663,-1.8516597189591266,0.0,0.0
12.386517965176608,5.608351198694436,10.80252849610406,-1.3678389106935356,9.649574855080573,-1.881131336762337,0.0,0.0
12.74758355569793,5.840524899249431,11.012007062177872,-1.5915387886634562,9.730578272341518,-2.1256320277170744,0.0,0.0
12.867120889481157,6.24575565737905,11.328490292304195,-1.8915299767104443,9.468842401867732,-2.4419369803508744,0.0,0.0
13.214711510401685,7.154591832746519,11.816749130171956,-1.919194091373356,9.17260956748214,-2.4820092497684527,0.0,0.0
13.608033716067439,7.220025164657272,11.899468121671816,-1.9373383880010806,9.149916522495914,-2.50916745068389,0.0,0.0
13.933662650204496,7.580302869551815,12.218200237548444,-2.0595901348278858,9.232762439598446,-2.6374884589458816,0.0,0.0
14.378376918117283,8.287626713019563,12.354036973731127,-2.2709874606807716,9.406557137874188,-2.6277150253008585,0.0,0.0
