Predicted
18.105661
20.91693
22.622547
24.608664
27.46872
29.51076
31.706017
34.792545
34.728874
34.923985
36.18073
37.13041
38.01328
39.24531
38.928772
37.017033
36.199844
36.275692
36.28158
35.625904
34.154552
32.861015
32.287247
32.42035
31.308752
29.921225
28.894379
28.30471
28.229443
28.380985
27.658869
25.973398
25.257156
25.215878
24.861336
24.135483
23.720612
23.224514
22.967712
22.462397
21.959896
23.924976
25.998615
25.330236
21.810577
21.048664
23.745491
25.27428
26.386719
27.723732
27.924973
27.29367
26.842697
27.716187
26.9555
26.419662
26.005703
21.982533
20.576235
23.528368
25.169006
25.427113
27.105305
27.087769
28.730808
29.837805
29.368683
29.378696
30.393114
31.272532
31.117031
31.720608
33.0352
33.53949
34.8745
35.325996
36.079105
37.080814
36.362324
36.138752
36.626465
36.525864
37.552505
38.67509
38.49213
38.861546
39.41965
39.376354
40.035473
39.67081
38.83032
39.606007
39.650635
38.604527
38.647144
39.250866
39.076435
39.044464
39.38751
39.924274
40.37498
40.75324
41.375034
42.499264
43.42809
43.281116
44.07841
44.661404
44.676456
45.184486
44.65832
44.64116
46.305943
47.154152
47.72711
49.47212
51.419678
52.40301
52.487392
52.589947
53.06293
53.469948
53.5007
53.15925
52.65775
53.149208
53.57511
53.519375
53.39033
52.605644
52.56528
51.58698
49.161
47.467663
46.097218
44.235664
41.810665
39.466892
36.874405
34.86764
33.20328
31.270725
30.258673
29.042904
27.604282
26.69838
25.653957
23.72461
22.600636
21.3796
20.137424
21.303867
22.952942
24.59362
26.766483
28.65001
31.135815
33.778263
36.20968
38.537487
39.3815
39.72199
40.374805
39.793194
38.7705
37.17847
35.91688
36.15771
35.99407
36.18631
35.36906
32.337135
30.554863
29.948086
29.557245
29.566238
29.379333
28.666601
28.376396
28.242716
28.161182
28.20647
28.135159
28.636564
28.713028
27.00539
27.953815
29.225674
27.937073
28.177273
27.797745
28.554874
30.67403
32.748207
32.793507
33.27903
34.749447
34.807743
35.306847
35.109146
35.122635
35.95258
36.134144
36.702427
37.755295
38.27844
38.622723
39.306316
40.00372
40.868553
39.46738
37.702946
38.505573
38.040905
38.56924
38.11482
40.162918
44.451286
46.92716
48.722843
48.72874
48.07604
49.472256
49.978264
49.233578
49.78717
51.054325
51.996235
53.563545
55.92947
57.468395
57.433483
57.185684
57.636517
57.009884
56.059616
56.99295
57.626488
57.687943
58.382694
59.60291
60.944572
62.09316
63.727867
64.22267
64.79445
66.67392
68.30844
68.08846
67.277054
67.41412
67.796906
68.07041
68.58298
70.237724
69.742096
68.62804
69.67905
70.95195
71.9035
73.93006
75.43893
75.89557
75.74544
74.675316
74.68089
75.303955
75.72592
76.67967
77.08566
77.27394
78.03794
77.91034
77.8996
79.49728
80.268005
79.149345
78.60118
77.61368
76.849236
75.64356
74.50046
74.9173
72.426926
70.85275
72.14062
70.33107
67.685104
66.90471
65.06546
63.118076
62.725986
63.912197
64.96224
64.7002
63.865005
62.36803
60.55436
58.010418
52.99059
48.661358
44.04346
37.28987
32.50326
29.21804
22.788765
23.797096
26.24359
28.760605
30.349283
32.03858
33.757526
35.2537
36.40515
38.326958
41.322823
43.19428
43.16836
42.68388
41.73083
40.479343
39.859768
40.677113
41.753414
41.729755
40.30836
39.731724
40.51776
40.265446
40.12553
39.43677
38.483112
37.883015
37.50482
37.323856
37.50381
37.9284
37.549057
37.768307
37.747814
35.93091
35.896206
37.206524
35.932884
34.246853
33.975227
34.67928
33.8669
32.705227
33.8373
32.49339
30.117466
30.780823
31.76249
30.665276
30.059616
30.319212
29.649107
29.092026
28.253098
26.201271
24.424671
24.868286
23.344906
21.719118
21.757805
22.155516
22.983814
22.837345
23.861805
25.46471
25.545383
27.70188
27.324228
27.858175
28.387571
28.249496
27.779974
27.640343
28.096685
29.734818
31.06186
31.407478
30.914797
29.277353
29.26311
29.008324
30.183079
29.209461
27.970684
28.678093
28.58548
30.336163
31.791565
31.310587
31.67267
31.195599
31.931746
32.473907
33.70086
32.84063
31.539904
32.149693
32.07179
32.507877
33.697453
33.766922
34.35771
34.252594
33.649025
33.63654
34.519512
35.044693
34.999172
34.844597
34.324383
33.517773
32.418972
31.48925
30.13208
28.715979
28.276201
27.3875
28.18446
30.408329
31.969355
33.018246
31.070229
28.437077
28.268547
28.117105
28.046825
27.927315
27.565079
27.142483
26.529526
26.025795
25.463844
25.494467
25.578331
25.128998
24.962355
24.686527
24.626991
24.829227
