timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, roll, pitch, laserFront
216699, 0.077617347240448, 0.0579204261302948, 0.3283909261226654, -0.02855384163558483, -0.006294026039540768, -0.03681943565607071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
216719, 0.07774963974952698, 0.05726643651723862, 0.32858461141586304, -0.027568340301513672, -0.007994784973561764, -0.03191761299967766, 108719.3203125, 133416.140625, 96902.328125, 129897.2421875, 166962.203125, 167025.9375, 51358.0, 47559.0, 46043.0, 56486.0, 0.21457886695861816, 0.10015543550252914, 404.0
216739, 0.07694735378026962, 0.058439161628484726, 0.32796594500541687, -0.02773650549352169, -0.006095615681260824, -0.030576864257454872, 108715.046875, 133418.421875, 96884.015625, 129899.5234375, 166966.453125, 167023.8125, 51965.0, 47344.0, 45671.0, 57200.0, 0.1572130024433136, -0.13119003176689148, 404.0
216759, 0.07621791213750839, 0.0586826466023922, 0.3273850679397583, -0.026493988931179047, -0.00576663576066494, -0.028137465938925743, 108714.3125, 133411.5625, 96886.046875, 129900.046875, 166968.578125, 167023.8125, 51656.0, 46646.0, 45898.0, 57218.0, 0.06224171444773674, -0.5711560845375061, 404.0
216779, 0.07601428031921387, 0.05725407600402832, 0.32551687955856323, -0.022385353222489357, -0.008506158366799355, -0.0328914113342762, 108721.4609375, 133424.71875, 96888.0859375, 129903.4921875, 166966.453125, 167019.5625, 51659.0, 47786.0, 45110.0, 56305.0, 0.03750339522957802, -1.2088897228240967, 539.0
216799, 0.07451651990413666, 0.058313097804784775, 0.32489052414894104, -0.018483784049749374, -0.006712134927511215, -0.03016851656138897, 108720.7265625, 133418.96875, 96869.21875, 129906.3515625, 166968.578125, 167021.6875, 52876.0, 47773.0, 43856.0, 56720.0, 0.07713057845830917, -1.8877854347229004, 539.0
216819, 0.07590044289827347, 0.057986125349998474, 0.3228582441806793, -0.0071757035329937935, -0.007778177037835121, -0.035149503499269485, 108727.140625, 133414.40625, 96879.390625, 129908.625, 166968.578125, 167025.9375, 51203.0, 49320.0, 45224.0, 55950.0, 0.10459824651479721, -2.5424985885620117, 539.0
216839, 0.07595271617174149, 0.05828452855348587, 0.3221590518951416, 0.003146400908008218, -0.007813417352735996, -0.034785427153110504, 108728.578125, 133424.71875, 96896.9609375, 129910.3203125, 166968.578125, 167023.8125, 50240.0, 50523.0, 46581.0, 55445.0, 0.12602576613426208, -3.116870164871216, 576.0
216859, 0.07613244652748108, 0.05811833217740059, 0.32154715061187744, 0.014881221577525139, -0.008749648928642273, -0.03292513266205788, 108714.3125, 133421.25, 96886.7890625, 129897.2421875, 166966.453125, 167023.8125, 49221.0, 51001.0, 47697.0, 55728.0, 0.09525850415229797, -3.5125279426574707, 576.0
216879, 0.07378699630498886, 0.05959124490618706, 0.3209216296672821, 0.022481128573417664, -0.006515224929898977, -0.030145781114697456, 108712.171875, 133416.140625, 96892.890625, 129887.5546875, 166968.578125, 167025.9375, 50488.0, 51220.0, 46248.0, 55580.0, 0.06979627907276154, -3.7649335861206055, 576.0
216899, 0.07515637576580048, 0.05915321037173271, 0.32098349928855896, 0.03736384958028793, -0.007957088761031628, -0.02469683438539505, 108710.0390625, 133423.546875, 96893.6328125, 129888.140625, 166964.328125, 167021.6875, 50639.0, 51238.0, 45388.0, 55688.0, 0.05179502069950104, -3.9273815155029297, 606.0
216919, 0.07605791091918945, 0.058945432305336, 0.3205074965953827, 0.05127725377678871, -0.009023732505738735, -0.022764554247260094, 108712.171875, 133419.515625, 96882.71875, 129885.859375, 166962.203125, 167021.6875, 49277.0, 52283.0, 46265.0, 54879.0, 0.08187602460384369, -4.0605974197387695, 606.0
216939, 0.0766749158501625, 0.05980218946933746, 0.32042431831359863, 0.06435751169919968, -0.008090205490589142, -0.01877632737159729, 108711.46875, 133421.25, 96876.6171875, 129881.3046875, 166964.328125, 167023.8125, 48076.0, 52919.0, 47080.0, 54590.0, 0.07676312327384949, -4.115328788757324, 615.0
216959, 0.07889200747013092, 0.059374094009399414, 0.32004839181900024, 0.07994294911623001, -0.009655440226197243, -0.017631446942687035, 108710.734375, 133426.375, 96881.4296875, 129877.921875, 166962.203125, 167019.5625, 47225.0, 54621.0, 47351.0, 53102.0, 0.08805949985980988, -4.100999355316162, 615.0
