Timestamp,app.PreprocessWhisker1_1,app.PreprocessWhisker1_2,app.PreprocessWhisker1_3,app.PreprocessWhisker2_1,app.PreprocessWhisker2_2,app.PreprocessWhisker2_3,app.stateInnerLoop,app.stateOuterLoop
59131,0,0,0,0,0,0,0,1
59151,0,0,0,0,0,0,0,1
59171,0,0,0,0,0,0,0,1
59191,0,0,0,0,0,0,0,1
59211,0,0,0,0,0,0,0,1
59231,0,0,0,0,0,0,0,1
59251,0,0,0,0,0,0,0,1
59271,0,0,0,0,0,0,0,1
59291,0,0,0,0,0,0,0,1
59311,0,0,0,0,0,0,0,1
59331,0,0,0,0,0,0,0,1
59351,0,0,0,0,0,0,0,1
59371,0,0,0,0,0,0,0,1
59391,0,0,0,0,0,0,0,1
59411,0,0,0,0,0,0,0,1
59431,0,0,0,0,0,0,0,1
59451,0,0,0,0,0,0,0,1
59471,0,0,0,0,0,0,0,1
59491,0,0,0,0,0,0,0,1
59511,0,0,0,0,0,0,0,1
59531,0,0,0,0,0,0,0,1
59551,0,0,0,0,0,0,0,1
59571,0,0,0,0,0,0,0,1
59591,0,0,0,0,0,0,0,1
59611,0,0,0,0,0,0,0,1
59631,0,0,0,0,0,0,0,1
59651,0,0,0,0,0,0,0,1
59671,0,0,0,0,0,0,0,1
59691,0,0,0,0,0,0,0,1
59711,0,0,0,0,0,0,0,1
59731,0,0,0,0,0,0,0,1
59751,0,0,0,0,0,0,0,1
59771,0,0,0,0,0,0,0,1
59791,0,0,0,0,0,0,0,1
59811,0,0,0,0,0,0,0,1
59831,0,0,0,0,0,0,0,1
59851,0,0,0,0,0,0,0,1
59871,0,0,0,0,0,0,0,1
59891,0,0,0,0,0,0,0,1
59911,0,0,0,0,0,0,0,1
59931,0,0,0,0,0,0,0,1
59951,0,0,0,0,0,0,0,1
59971,0,0,0,0,0,0,0,1
59991,0,0,0,0,0,0,0,1
60011,0,0,0,0,0,0,0,1
60031,0,0,0,0,0,0,0,1
60051,0,0,0,0,0,0,0,1
60071,0,0,0,0,0,0,0,1
60091,0,0,0,0,0,0,0,1
60111,0,0,0,0,0,0,0,1
60131,0,0,0,0,0,0,0,1
60151,0,0,0,0,0,0,0,1
60171,0,0,0,0,0,0,0,1
60191,0,0,0,0,0,0,0,1
60211,0,0,0,0,0,0,0,1
60231,0,0,0,0,0,0,0,1
60251,0,0,0,0,0,0,0,1
60271,0,0,0,0,0,0,0,1
60291,0,0,0,0,0,0,0,1
60311,0,0,0,0,0,0,0,1
60331,0,0,0,0,0,0,0,1
60351,0,0,0,0,0,0,0,1
60371,0,0,0,0,0,0,0,1
60391,0,0,0,0,0,0,0,1
60411,0,0,0,0,0,0,0,1
60431,0,0,0,0,0,0,0,1
60451,0,0,0,0,0,0,0,1
60471,0,0,0,0,0,0,0,1
60491,0,0,0,0,0,0,0,1
60511,0,0,0,0,0,0,0,1
60531,0,0,0,0,0,0,0,1
60551,0,0,0,0,0,0,0,1
60571,0,0,0,0,0,0,0,1
60591,0,0,0,0,0,0,0,1
60611,0,0,0,0,0,0,0,1
60631,0,0,0,0,0,0,0,1
60651,0,0,0,0,0,0,0,1
60671,0,0,0,0,0,0,0,1
60691,0,0,0,0,0,0,0,1
60711,0,0,0,0,0,0,0,1
60731,0,0,0,0,0,0,0,1
60751,0,0,0,0,0,0,0,1
60771,0,0,0,0,0,0,0,1
60791,0,0,0,0,0,0,0,1
60811,0,0,0,0,0,0,0,1
60831,0,0,0,0,0,0,0,1
60851,0,0,0,0,0,0,0,1
60871,0,0,0,0,0,0,0,1
60891,0,0,0,0,0,0,0,1
60911,0,0,0,0,0,0,0,1
60931,0,0,0,0,0,0,0,1
60951,0,0,0,0,0,0,0,1
60971,0,0,0,0,0,0,0,1
60991,0,0,0,0,0,0,0,1
61011,0,0,0,0,0,0,0,1
61031,0,0,0,0,0,0,0,1
61051,0,0,0,0,0,0,0,1
61071,0,0,0,0,0,0,0,1
61091,0,0,0,0,0,0,0,1
61111,0,0,0,0,0,0,0,1
61131,0,0,0,0,0,0,0,1
61151,-0.411920368671417,-0.160362586379051,-0.055069569498301,0.249795570969582,-0.008811131119728,-0.103090234100819,0,1
61171,-0.957704246044159,-0.410896390676498,-0.143537268042564,0.218793362379074,-0.022789740934968,-0.54075425863266,0,1
61191,-0.922243297100067,-0.416995197534561,-0.698602497577667,-0.136649593710899,-0.02988813072443,-0.964339077472687,0,1
61211,-1.27337801456451,-0.657352328300476,-1.10331475734711,-0.497720777988434,0.363861709833145,-0.923986852169037,0,1
61231,-1.51611518859863,-1.04897713661194,-0.754025816917419,-0.637951135635376,0.718218743801117,-0.528002321720123,0,1
61251,-0.703848361968994,-1.2361695766449,0.038400746881962,-0.469360530376434,0.811796545982361,-0.606267273426056,0,1
61271,0.141570881009102,-1.12906396389008,0.772265791893005,-0.816381692886352,0.899501621723175,-1.16162753105164,0,1
61291,0.621034324169159,-0.704540729522705,1.39767599105835,-1.00030016899109,0.98281192779541,-1.29399228096008,0,1
61311,0.775017142295837,-0.110616959631443,1.8700053691864,-0.645075738430023,1.11855220794678,-1.10780096054077,0,1
61331,0.922069191932678,0.011974193155766,1.69820475578308,-0.150126665830612,1.80734813213348,-1.09025013446808,0,1
61351,0.950520634651184,-0.22730940580368,1.74452638626099,0.356077402830124,2.36600756645203,-1.22189247608185,0,1
61371,0.704552471637726,-0.054390028119087,2.49185657501221,0.477150857448578,2.41405200958252,-1.26023840904236,0,1
61391,0.384471654891968,0.596896529197693,3.24027228355408,0.369221866130829,2.46016383171082,-1.44134664535522,0,1
61411,0.56278795003891,0.657070875167847,3.36878967285156,0.283763349056244,2.5045268535614,-1.63619828224182,0,1
61431,1.1831579208374,0.192755147814751,3.45518779754639,0.10552229732275,2.9420440196991,-1.61753308773041,0,1
61451,1.23661196231842,0.504937291145325,3.67332649230957,0.014269597828388,2.71300554275513,-1.63545155525208,0,1
61471,1.23817813396454,0.546276926994324,3.50022315979004,0.282218754291534,2.28749680519104,-1.7422057390213,0,1
61491,1.58844614028931,0.460071980953217,3.31847977638245,-0.034042131155729,2.64664435386658,-1.53251767158508,0,1
61511,1.6275235414505,0.486336469650269,3.01642417907715,-0.642823576927185,3.25143599510193,-1.38058006763458,0,1
61531,1.10852181911469,0.274018824100494,2.32589435577393,-1.00271856784821,4.01732540130615,-1.56194937229157,0,1
61551,0.489508211612701,0.696053862571716,1.68595719337463,-1.14152872562408,4.64273452758789,-1.86972546577454,0,1
61571,0.458918988704681,1.34223556518555,1.20416641235352,-1.25325858592987,4.91747570037842,-2.3462541103363,0,1
61591,0.78079879283905,1.39732468128204,1.08905065059662,-1.84840047359467,4.71171951293945,-2.57740879058838,0,1
61611,1.07680773735046,1.15350997447968,1.58129751682282,-2.47725129127502,4.13620233535767,-2.64664125442505,0,1
61631,1.18090975284576,0.814739167690277,2.16046977043152,-2.90997552871704,3.96614217758179,-2.23381471633911,0,1
61651,1.05827951431274,0.616658270359039,2.75994038581848,-3.05558729171753,4.32511138916016,-1.84473466873169,0,1
61671,0.960144996643066,0.430765271186829,2.70027804374695,-2.49566984176636,4.81482934951782,-1.98453450202942,0,1
61691,0.658251702785492,0.481389194726944,1.77390944957733,-2.099689245224,5.19462013244629,-1.97315788269043,0,1
61711,0.570543825626373,0.403469860553742,1.03792583942413,-2.01818537712097,5.02546787261963,-1.99727749824524,0,1
61731,0.898495376110077,0.155171543359757,1.03575730323792,-1.426274061203,4.25662803649902,-1.94008958339691,0,1
61751,1.59498262405396,0.20702514052391,1.4590790271759,-1.11504793167114,3.80305790901184,-1.6975839138031,0,1
61771,2.05400943756104,0.695194959640503,1.80801701545715,-0.883908987045288,3.9114944934845,-1.57279813289642,0,1
61791,1.8508847951889,1.45644450187683,2.31626486778259,-0.723997116088867,3.89728808403015,-1.72172248363495,0,1
61811,1.51156938076019,1.50075614452362,2.62712860107422,-0.627398371696472,3.66149854660034,-2.00059342384338,0,1
