Timestamp,Whisker.Barometer1_1,Whisker.Barometer1_2,Whisker.Barometer1_3,Whisker1.Barometer2_1,Whisker1.Barometer2_2,Whisker1.Barometer2_3
59137,112261.28125,147359.828125,91366.578125,108749.28125,136779.625,95101.21875
59157,112264.15625,147355.671875,91359.4921875,108746.453125,136785.40625,95089.2109375
59177,112264.875,147354.296875,91354.78125,108750,136779.625,95096.4609375
59197,112263.4375,147355.21875,91353.6015625,108738.65625,136779.625,95093.96875
59217,112262.71875,147355.21875,91350.8515625,108752.1171875,136781.90625,95091.2109375
59237,112269.171875,147351.0625,91347.703125,108752.8203125,136784.1875,95095.96875
59257,112259.1328125,147353.375,91343.7734375,108749.984375,136785.40625,95100.46875
59277,112262.0078125,147351.0625,91344.953125,108748.578125,136784.1875,95097.21875
59297,112254.1171875,147353.375,91344.953125,108740.78125,136777.875,95099.21875
59317,112255.546875,147356.140625,91356.75,108744.328125,136783.65625,95095.96875
59337,112260.5703125,147361.6875,91341.0234375,108744.328125,136788.734375,95099.21875
59357,112259.1328125,147353.375,91349.2890625,108740.78125,136780.859375,95101.9765625
59377,112256.9765625,147358.453125,91347.703125,108745.03125,136781.375,95105.2265625
59397,112257.703125,147359.375,91339.0625,108740.78125,136782.421875,95104.46875
59417,112259.1328125,147351.515625,91337.875,108745.03125,136786.453125,95099.9765625
59437,112262.71875,147355.671875,91337.875,108738.65625,136779.625,95101.21875
59457,112267.0234375,147348.75,91337.09375,108743.625,136779.109375,95107.2265625
59477,112258.4140625,147354.296875,91337.875,108741.484375,136775.609375,95099.9765625
59497,112264.15625,147361.6875,91339.84375,108746.453125,136777.875,95107.984375
59517,112262.71875,147362.609375,91338.6640625,108742.90625,136789.4375,95102.734375
59537,112256.9765625,147362.609375,91340.625,108746.453125,136785.9375,95100.734375
59557,112259.1328125,147365.375,91335.1328125,108742.203125,136781.375,95103.21875
59577,112262.71875,147355.671875,91330.8046875,108740.78125,136783.65625,95105.2265625
59597,112264.875,147357.984375,91326.8671875,108747.15625,136768.78125,95105.9765625
59617,112255.546875,147353.375,91324.125,108745.03125,136784.1875,95107.2265625
59637,112261.28125,147353.828125,91325.3046875,108757.0703125,136781.90625,95101.21875
59657,112260.5703125,147360.296875,91322.15625,108745.03125,136775.609375,95106.734375
59677,112262.7109375,147359.375,91331.984375,108745.03125,136776.125,95103.9765625
59697,112259.84375,147362.140625,91330.015625,108740.78125,136777.875,95104.734375
59717,112251.953125,147358.453125,91320.1953125,108739.359375,136777.875,95105.9765625
59737,112260.5703125,147356.609375,91313.1171875,108739.359375,136779.109375,95105.2265625
59757,112257.703125,147363.0625,91316.265625,108740.78125,136784.703125,95105.9765625
59777,112249.0859375,147355.671875,91316.265625,108739.359375,136783.140625,95105.9765625
59797,112259.1328125,147353.828125,91313.1171875,108741.484375,136784.1875,95101.21875
59817,112253.390625,147353.828125,91302.5078125,108745.03125,136781.375,95107.2265625
59837,112251.2421875,147357.984375,91307.21875,108745.734375,136773.859375,95109.984375
59857,112252.6796875,147358.453125,91316.265625,108747.15625,136778.40625,95107.2265625
59877,112263.4375,147356.609375,91319.0078125,108739.359375,136780.15625,95111.2265625
59897,112258.4140625,147360.765625,91316.265625,108743.609375,136777.875,95105.9765625
59917,112251.2421875,147354.296875,91313.1171875,108740.765625,136782.421875,95109.2265625
59937,112267.734375,147363.53125,91310.3671875,108733.6953125,136777.359375,95107.984375
59957,112259.1328125,147363.0625,91316.265625,108738.65625,136779.109375,95109.984375
59977,112256.9765625,147351.984375,91306.4375,108736.5390625,136773.859375,95115.984375
59997,112254.828125,147356.140625,91302.5078125,108749.28125,136777.875,95113.984375
60017,112264.8671875,147353.828125,91311.1484375,108749.28125,136779.625,95110.734375
60037,112263.4375,147361.21875,91309.1875,108745.03125,136777.359375,95110.734375
60057,112249.8046875,147364.921875,91304.078125,108751.40625,136776.125,95107.984375
60077,112256.9765625,147356.609375,91303.2890625,108744.3125,136784.703125,95106.734375
60097,112260.5625,147349.671875,91300.546875,108739.359375,136781.90625,95106.734375
60117,112254.109375,147351.984375,91291.5078125,108737.9453125,136788.203125,95111.984375
60137,112259.1328125,147361.6875,91284.4296875,108739.359375,136782.421875,95117.984375
60157,112254.828125,147354.75,91287.9765625,108742.90625,136784.703125,95115.234375
60177,112259.1328125,147356.140625,91286.796875,108740.78125,136779.625,95109.4921875
60197,112260.5703125,147363.53125,91287.9609375,108741.484375,136780.15625,95110.734375
60217,112255.546875,147358.90625,91294.25,108740.78125,136781.90625,95110.734375
60237,112255.546875,147358.90625,91294.25,108737.9453125,136782.421875,95115.5
60257,112254.828125,147364.921875,91292.2890625,108744.328125,136777.875,95110.734375
60277,112259.84375,147364.921875,91296.21875,108738.6484375,136781.90625,95103.484375
60297,112254.109375,147358.90625,91287.9609375,108733.6953125,136781.90625,95112.7421875
60317,112260.5625,147365.375,91291.5078125,108735.8203125,136777.875,95112.7421875
60337,112256.9765625,147357.0625,91277.75,108737.2421875,136778.921875,95110.734375
60357,112253.390625,147354.75,91274.609375,108740.0625,136779.625,95110.734375
60377,112262.7109375,147360.765625,91285.609375,108734.3984375,136782.421875,95119.9921875
60397,112263.4375,147354.75,91285.2109375,108737.9453125,136785.9375,95112.7421875
60417,112251.953125,147363.53125,91281.6796875,108739.359375,136782.953125,95113.984375
60437,112257.6953125,147365.84375,91284.4296875,108750.703125,136774.375,95114.7421875
60457,112257.6953125,147354.75,91273.421875,108737.2421875,136780.671875,95112.7421875
60477,112249.8046875,147367.6875,91272.640625,108744.3125,136780.15625,95117.5
60497,112254.109375,147358.90625,91271.078125,108738.6484375,136778.40625,95118.7421875
60517,112251.953125,147363.0625,91268.7109375,108737.9453125,136776.65625,95115.5
60537,112253.390625,147361.6875,91273.0390625,108731.5703125,136775.609375,95115.0078125
60557,112256.9765625,147363.53125,91268.7109375,108734.3984375,136780.671875,95118.7421875
60577,112252.6796875,147364,91262.8203125,108726.6171875,136776.125,95116.7421875
60597,112256.9765625,147371.84375,91262.8203125,108732.2734375,136791,95121.5
60617,112259.125,147368.15625,91266.75,108741.484375,136789.25,95118.7421875
60637,112256.2578125,147356.609375,91264.7890625,108740.0625,136780.671875,95124.75
60657,112259.84375,147361.6875,91267.9296875,108738.6484375,136780.671875,95114.7421875
60677,112254.109375,147359.375,91256.9296875,108748.5625,136785.9375,95118.25
60697,112249.8046875,147366.296875,91261.640625,108735.8203125,136780.671875,95127.5078125
60717,112260.5625,147367.6875,91263.6015625,108737.9453125,136784.703125,95119.5
60737,112252.671875,147368.15625,91262.8203125,108728.0234375,136780.15625,95122.2578125
60757,112257.6953125,147359.375,91257.7109375,108732.2734375,136787.5,95123.234375
60777,112264.1484375,147364,91259.6796875,108730.8671875,136776.125,95127.9921875
60797,112257.6953125,147368.15625,91262.8203125,108728.7421875,136780.671875,95124.75
60817,112252.671875,147362.140625,91263.6015625,108733.6953125,136778.40625,95127.5078125
60837,112256.9765625,147359.84375,91247.109375,108730.1484375,136782.953125,95117.5
60857,112251.2421875,147359.84375,91255.75,108735.8203125,136778.40625,95127.5078125
60877,112256.2578125,147362.140625,91244.7421875,108736.5234375,136780.671875,95129.015625
60897,112246.2265625,147359.84375,91243.1796875,108742.1875,136782.421875,95126.75
60917,112244.78125,147353.375,91240.8203125,108736.5234375,136782.953125,95125.015625
60937,112251.953125,147366.296875,91247.890625,108736.5234375,136778.40625,95126.75
60957,112251.2421875,147370.921875,91253.78125,108728.0234375,136784.703125,95128.75
60977,112249.8046875,147361.6875,91246.7109375,108732.2734375,136785.21875,95120.2578125
60997,112250.5234375,147359.375,91240.8203125,108729.4453125,136777.875,95125.5
61017,112262.7109375,147366.296875,91234.9296875,108735.8203125,136777.171875,95129.5078125
61037,112259.125,147362.140625,91232.9609375,108732.2734375,136777.171875,95124.75
61057,112257.6953125,147357.0625,91227.0703125,108730.8515625,136785.75,95129.5078125
61077,112251.953125,147366.296875,91238.8515625,108736.5234375,136783.46875,95123.015625
61097,112255.546875,147362.140625,91240.03125,108747.140625,136787.5,95135.515625
61117,112254.109375,147364,91240.03125,108737.2265625,136776.65625,95127.5078125
61137,112252.671875,147361.6875,91238.8515625,108740.765625,136778.921875,95126.2578125
61157,112244.0703125,147360.296875,91242.78125,108734.3984375,136780.671875,95125.5
61177,112258.4140625,147366.296875,91238.8515625,108740.0625,136780.671875,95127.5078125
61197,112258.4140625,147359.84375,91236.890625,108731.5703125,136778.921875,95131.5078125
61217,112251.953125,147366.765625,91233.359375,108730.8515625,136772.625,95130.75
61237,112252.671875,147368.609375,91222.359375,108730.1484375,136782.953125,95127.5078125
61257,112246.21875,147364.453125,91221.1796875,108736.5234375,136785.75,95131.5078125
61277,112249.0859375,147364.453125,91221.1796875,108732.9765625,136781.203125,95133.5078125
61297,112250.5234375,147362.609375,91223.140625,108740.765625,136772.625,95133.5078125
61317,112254.109375,147359.84375,91218.03125,108746.421875,136789.78125,95130.75
61337,112256.9765625,147366.296875,91221.9609375,108737.2265625,136779.453125,95127.5078125
61357,112253.390625,147366.765625,91215.2890625,108736.5234375,136789.78125,95128.2578125
61377,112251.234375,147357.984375,91214.109375,108731.5546875,136778.921875,95124.2578125
61397,112251.953125,147361.21875,91210.1796875,108729.4453125,136785.21875,95133.0234375
61417,112244.78125,147364,91209.3984375,108723.0625,136774.90625,95127.5078125
61437,112246.9296875,147364.453125,91214.109375,108735.8203125,136784.515625,95131.5078125
61457,112251.953125,147364,91205.0703125,108730.1484375,136781.203125,95129.5078125
61477,112249.8046875,147369.078125,91214.5078125,108735.8203125,136787.5,95135.515625
61497,112249.796875,147363.078125,91210.1796875,108732.9765625,136786.984375,95130.265625
61517,112250.5234375,147371.84375,91213.328125,108733.6796875,136787.5,95132.265625
61537,112258.4140625,147363.078125,91214.109375,108728.7265625,136779.453125,95132.265625
61557,112259.125,147362.609375,91212.9296875,108732.9765625,136779.96875,95134.265625
61577,112249.0859375,147359.84375,91208.21875,108727.3125,136779.453125,95136.265625
61597,112248.3671875,147369.078125,91205.46875,108732.2734375,136776.65625,95131.015625
61617,112250.5234375,147359.84375,91205.0703125,108726.609375,136781.203125,95128.2578125
61637,112246.9296875,147364.921875,91196.4375,108730.1484375,136781.71875,95135.515625
61657,112249.0859375,147362.140625,91193.6875,108730.8515625,136781.71875,95138.265625
61677,112259.84375,147362.609375,91199.578125,108732.9765625,136787.5,95134.265625
61697,112256.9765625,147373.703125,91199.1796875,108737.2265625,136777.703125,95134.265625
61717,112254.1015625,147364.921875,91197.6171875,108731.5546875,136785.75,95138.265625
61737,112251.234375,147369.078125,91196.4375,108735.8046875,136787.5,95136.265625
61757,112254.109375,147364.453125,91186.21875,108733.6796875,136779.453125,95135.0234375
61777,112240.4765625,147360.765625,91192.90625,108730.1484375,136788.03125,95129.015625
61797,112241.9140625,147369.53125,91187.796875,108737.2265625,136789.78125,95136.265625
61817,112246.9296875,147362.609375,91179.546875,108734.3984375,136782.25,95135.0234375
61837,112244.0625,147363.078125,91185.8359375,108727.3125,136790.296875,95137.515625
61857,112251.953125,147363.078125,91185.8359375,108726.609375,136778.921875,95137.515625
61877,112256.2578125,147358.90625,91184.2578125,108730.8515625,136781.203125,95135.78125
61897,112256.2578125,147363.078125,91189.3671875,108737.2265625,136777.703125,95131.015625
61917,112249.796875,147367.6875,91189.765625,108730.84375,136787.5,95136.265625
61937,112247.6484375,147362.609375,91179.546875,108731.5546875,136786.265625,95137.0234375
61957,112251.953125,147363.078125,91183.4765625,108730.140625,136777.171875,95139.0234375
61977,112255.5390625,147366.765625,91176.40625,108737.9296875,136788.03125,95133.7734375
61997,112251.234375,147358.453125,91184.2578125,108735.1015625,136781.71875,95137.0234375
62017,112261.28125,147374.15625,91183.875,108732.9765625,136790.296875,95138.265625
62037,112252.6640625,147371.390625,91181.5078125,108732.2734375,136777.703125,95128.5234375
62057,112256.2578125,147370,91180.7265625,108729.4375,136784,95138.265625
62077,112249.796875,147365.375,91164.625,108730.8515625,136784,95135.78125
62097,112251.953125,147363.078125,91176.8046875,108734.3984375,136781.71875,95133.7734375
62117,112256.2578125,147365.375,91167.765625,108728.015625,136788.03125,95128.5234375
62137,112252.6640625,147370,91166.984375,108729.4375,136777.703125,95133.7734375
62157,112251.234375,147364.921875,91159.9140625,108734.3828125,136781.71875,95139.0234375
62177,112256.2578125,147365.375,91161.8828125,108737.2265625,136786.265625,95133.0234375
62197,112243.34375,147361.21875,91160.703125,108733.6796875,136784,95138.53125
62217,112250.515625,147370,91160.703125,108737.2265625,136779.96875,95133.7734375
62237,112247.6484375,147371.84375,91156.7734375,108728.015625,136789.078125,95138.265625
62257,112251.953125,147370,91163.84375,108726.609375,136784,95134.53125
62277,112248.3671875,147368.15625,91154.8125,108731.5546875,136778.75,95137.0234375
62297,112251.953125,147365.84375,91154.8125,108727.3125,136781.71875,95132.53125
62317,112258.40625,147369.53125,91157.171875,108731.5546875,136793.625,95139.0234375
62337,112249.0859375,147365.84375,91144.2109375,108727.3125,136782.25,95137.78125
62357,112252.6640625,147358.90625,91148.921875,108729.4375,136781.71875,95135.78125
62377,112251.234375,147374.15625,91152.0625,108730.140625,136786.265625,95134.53125
62397,112252.6640625,147376,91155.9921875,108734.3828125,136786.265625,95137.78125
62417,112251.953125,147367.6875,91155.9921875,108725.890625,136788.546875,95137.0234375
62437,112258.40625,147367.6875,91158.734375,108732.9765625,136775.421875,95141.0234375
62457,112254.1015625,147381.09375,91152.8515625,108725.1875,136782.25,95133.7734375
62477,112244.78125,147371.84375,91135.1796875,108730.140625,136783.296875,95139.78125
62497,112249.078125,147369.53125,91135.1796875,108728.015625,136780.5,95131.7734375
62517,112252.6640625,147369.53125,91138.328125,108729.4375,136795.375,95134.53125
62537,112254.1015625,147372.765625,91137.1484375,108733.6796875,136783.46875,95139.78125
62557,112250.515625,147367.6875,91131.2578125,108731.5546875,136789.078125,95141.0234375
62577,112251.953125,147365.84375,91132.4375,108733.6796875,136779.96875,95139.78125
62597,112259.125,147365.84375,91132.0390625,108733.6796875,136774.1875,95137.0234375
62617,112258.40625,147368.15625,91137.1484375,108727.3125,136784,95136.53125
62637,112252.6640625,147370,91137.9296875,108732.2578125,136784,95139.78125
62657,112244.0625,147373.703125,91136.75,108735.8046875,136782.765625,95141.78125
62677,112246.2109375,147372.3125,91135.96875,108732.9765625,136779.96875,95138.53125
62697,112249.796875,147382.015625,91126.1484375,108723.765625,136771.390625,95141.78125
62717,112246.9296875,147372.3125,91135.1796875,108726.59375,136778.75,95141.0234375
62737,112246.2109375,147374.625,91135.1796875,108728.015625,136783.296875,95143.78125
62757,112249.796875,147374.625,91130.078125,108729.4375,136779.265625,95141.0234375
62777,112246.9296875,147375.078125,91129.296875,108730.140625,136780.5,95142.5390625
62797,112251.234375,147375.078125,91124.96875,108732.2578125,136784.515625,95145.03125
62817,112254.1015625,147368.15625,91129.296875,108730.84375,136776.46875,95146.5390625
62837,112252.6640625,147366.3125,91122.2265625,108728.71875,136779.96875,95138.53125
62857,112250.515625,147376.46875,91116.3359375,108733.6640625,136777.703125,95142.5390625
62877,112252.6640625,147371.84375,91107.3125,108730.140625,136783.296875,95139.2890625
62897,112248.3671875,147374.625,91106.5234375,108732.2578125,136784,95143.78125
62917,112249.078125,147368.609375,91108.4921875,108725.890625,136782.765625,95146.5390625
62937,112248.3671875,147379.703125,91120.265625,108722.34375,136782.765625,95139.78125
62957,112255.53125,147375.546875,91106.5234375,108721.640625,136784,95138.53125
62977,112252.6640625,147374.625,91114.375,108728.71875,136787.84375,95143.03125
62997,112249.796875,147372.765625,91112.4140625,108730.84375,136779.96875,95139.2890625
63017,112259.125,147359.84375,91108.4921875,108730.84375,136783.296875,95137.78125
63037,112246.2109375,147370.46875,91103.3828125,108732.2578125,136773.671875,95145.7890625
63057,112252.6640625,147370.46875,91103.3828125,108731.5546875,136774.71875,95143.296875
63077,112249.796875,147375.078125,91108.4921875,108721.6328125,136785.046875,95146.5390625
63097,112243.34375,147377.390625,91105.34375,108723.046875,136784.515625,95143.296875
63117,112251.9453125,147366.3125,91115.5546875,108724.46875,136781.015625,95149.7890625
63137,112249.078125,147377.390625,91104.5625,108724.46875,136782.765625,95138.53125
63157,112250.515625,147377.859375,91106.5234375,108724.46875,136783.296875,95147.296875
63177,112257.6875,147370.921875,91100.640625,108727.296875,136771.921875,95143.78125
63197,112254.8203125,147375.078125,91089.6484375,108724.46875,136786.796875,95143.78125
63217,112249.796875,147374.625,91094.75,108720.9296875,136783.296875,95146.5390625
63237,112241.90625,147366.765625,91088.46875,108728.71875,136781.015625,95147.296875
63257,112247.6484375,147379.703125,91076.6953125,108722.34375,136779.265625,95146.5390625
63277,112253.3828125,147373.703125,91082.5859375,108735.0859375,136781.015625,95145.296875
63297,112247.6484375,147372.765625,91091.609375,108730.140625,136778.21875,95152.546875
63317,112253.3828125,147375.078125,91094.359375,108728.71875,136778.21875,95153.796875
63337,112250.515625,147370.921875,91102.6015625,108724.46875,136783.296875,95145.296875
63357,112255.53125,147368.15625,91082.9765625,108731.546875,136780.5,95147.296875
