Timestamp,Whisker.Barometer1_1,Whisker.Barometer1_2,Whisker.Barometer1_3,Whisker1.Barometer2_1,Whisker1.Barometer2_2,Whisker1.Barometer2_3
126213,114227.375,149042.078125,90110.4296875,111495.859375,137423.59375,96679.46875
126233,114220.8828125,149042.078125,90101.8828125,111491.578125,137421.3125,96680.2265625
126253,114226.6640625,149048.109375,90102.2578125,111498.6953125,137418.859375,96678.2109375
126273,114218.0078125,149045.796875,90103.4140625,111494.4140625,137419.046875,96682.2421875
126293,114224.5,149042.078125,90101.09375,111495.109375,137421.84375,96676.1953125
126313,114226.6640625,149039.765625,90095.2421875,111490.1328125,137418.328125,96680.2265625
126333,114222.3359375,149050.421875,90098.359375,111495.109375,137417.28125,96683.5
126353,114223.046875,149039.328125,90102.2578125,111498,137424.109375,96678.2109375
126373,114228.828125,149041.625,90099.515625,111502.2890625,137422.359375,96682.9921875
126393,114220.171875,149044.390625,90097.1953125,111491.578125,137420.609375,96678.2109375
126413,114216.5546875,149046.25,90097.5703125,111495.8046875,137423.59375,96678.9609375
126433,114223.046875,149036.046875,90091.34375,111498,137425.859375,96680.9765625
126453,114221.59375,149042.078125,90092.5078125,111496.5546875,137419.046875,96686.2734375
126473,114222.3359375,149044.390625,90080.8125,111495.109375,137421.84375,96683.5
126493,114223.046875,149043.9375,90091.34375,111498.6953125,137420.078125,96682.2421875
126513,114230.2421875,149047.15625,90091.71875,111500.84375,137421.84375,96688.2890625
126533,114233.859375,149052.734375,90086.65625,111499.390625,137426.390625,96680.9765625
126553,114230.2421875,149046.25,90092.5078125,111503.6796875,137418.859375,96687.0234375
126573,114232.40625,149046.25,90084.7109375,111501.53125,137420.078125,96682.9921875
126593,114227.375,149048.5625,90086.65625,111496.5546875,137421.84375,96687.0234375
126613,114220.8828125,149042.078125,90081.6015625,111493.71875,137424.109375,96685.765625
126633,114221.59375,149044.84375,90079.6484375,111492.2734375,137424.109375,96680.9765625
126653,114229.5390625,149047.15625,90081.6015625,111493.65625,137424.109375,96688.2890625
126673,114223.7578125,149047.15625,90080.8125,111498.6953125,137424.109375,96684.2578125
126693,114230.9921875,149044.390625,90080.8125,111496.5546875,137428.65625,96682.9921875
126713,114228.078125,149040.671875,90067.578125,111509.40625,137433.203125,96686.2734375
126733,114230.2421875,149040.21875,90071.8515625,111505.8203125,137424.109375,96687.78125
126753,114231.703125,149044.390625,90071.8515625,111505.125,137426.90625,96693.078125
126773,114224.4609375,149046.703125,90069.1171875,111500.0859375,137419.5625,96691.0546875
126793,114225.2109375,149049.46875,90076.9140625,111499.390625,137430.9375,96685.765625
126813,114219.4296875,149044.390625,90069.1171875,111497.25,137424.109375,96689.0390625
126833,114231.703125,149050.875,90067.1640625,111495.109375,137424.109375,96692.3203125
126853,114223.7578125,149037.90625,90064.84375,111495.109375,137424.640625,96689.0390625
126873,114227.375,149045.296875,90066.7890625,111497.25,137426.90625,96688.2890625
126893,114227.375,149044.390625,90066,111494.3515625,137431.453125,96690.3046875
126913,114225.921875,149047.15625,90063.265625,111506.515625,137426.90625,96691.8125
126933,114233.1171875,149049.46875,90064.0546875,111504.3671875,137429.1875,96685.0078125
